Chr	Target.Start	Target.End	NumberOfTargets	OriStCoordinate	OriEndCoordinate	CBS.Mean	LogRatios	Above.PValues.Cutoff	Calls
chr1	1	82	82	762097	949623	0.1881	0.188138181766427	0	No
chr1	83	84	2	949623	955819	0.7639	0.763916393012286	0	No
chr1	85	370	286	957496	1354998	0.2127	0.212666513545194	0.00699300699300699	No
chr1	371	376	6	1355455	1371172	0.599	0.599009425055003	0.333333333333333	No
chr1	377	1003	626	1372285	3729148	0.2163	0.216325500437358	0.00798722044728434	No
chr1	1004	1005	2	3729378	3729868	-0.6918	-0.691840133507097	0	No
chr1	1006	3113	2105	3730409	16389036	0.1979	0.196771934355461	0.00760095011876485	No
chr1	3114	3115	2	16390045	16400111	0.9546	0.95456931107597	0	No
chr1	3116	3483	367	16450779	18554565	0.2312	0.23293802555711	0.0136239782016349	No
chr1	3484	3761	277	18605333	19600752	0.1654	0.165358539894797	0.0072202166064982	No
chr1	3762	3763	2	19609044	19610699	0.738	0.738005935919669	0.5	CNV
chr1	3764	3780	17	19611084	19653108	0.2073	0.207320593085622	0.0588235294117647	No
chr1	3781	3782	2	19653789	19654345	-0.4059	-0.405941821214847	0	No
chr1	3783	3969	187	19654345	20672090	0.1626	0.162615643291952	0	No
chr1	3970	4082	113	20674631	21094153	0.2308	0.238171363521397	0.00884955752212389	No
chr1	4083	4096	14	21097394	21134071	-0.0094	-0.00944119683420372	0	No
chr1	4097	4373	277	21137209	22336358	0.2085	0.208473010448077	0.0108303249097473	No
chr1	4375	4390	16	22405067	22456372	0.4251	0.486578945039712	0.0625	No
chr1	4391	4392	2	22469282	22592850	1.0857	1.08572864130863	0.5	CNV
chr1	4393	4770	376	22816427	24255770	0.5054	0.505398835579139	0.00265957446808511	No
chr1	4771	4772	2	24288395	24290035	-0.1065	-0.106534501680899	0	No
chr1	4773	5032	260	24291286	25573457	0.5122	0.512197809682243	0.0115384615384615	No
chr1	5033	5042	10	25611070	25656885	1.1848	1.18475100644772	0.3	No
chr1	5043	6023	978	25666942	29070291	0.5228	0.523244563215264	0.00204498977505112	No
chr1	6024	6026	3	29095567	29138943	1.3755	1.37549065279565	0	No
chr1	6027	6654	625	29138943	33116259	0.5264	0.528570216034324	0.008	No
chr1	6655	6662	8	33116673	33135056	0.8911	0.891115684212376	0.25	No
chr1	6663	9921	3257	33138091	50610178	0.5036	0.503619738959205	0.00368437212158428	No
chr1	9922	9942	21	50610426	50884153	0.3159	0.315937920851826	0	No
chr1	9943	10541	598	50884187	53741394	0.4834	0.483383550139622	0.00668896321070234	No
chr1	10542	10543	2	53742276	53742728	1.155	1.15503349427372	0	No
chr1	10544	10881	338	53746297	55524282	0.5033	0.503254548548686	0.00887573964497041	No
chr1	10882	12260	1378	55525081	71440065	0.451	0.451889681350089	0.00435413642960813	No
chr1	12261	12515	255	71472565	75699850	0.3871	0.387111902783431	0.00392156862745098	No
chr1	12516	12974	459	75702613	84679960	0.438	0.435508994089728	0	No
chr1	12975	13030	56	84700797	85014717	0.7938	0.793837237773885	0.0357142857142857	No
chr1	13031	13033	3	85016045	85019304	0.0828	0.082847836423778	0	No
chr1	13034	13298	265	85019304	86622465	0.45	0.450007572451125	0.00377358490566038	No
chr1	13299	13303	5	86813755	86815016	0.011	0.0109617058008858	0	No
chr1	13304	15027	1724	86815016	109351869	0.4504	0.45139719997794	0.00464037122969838	No
chr1	15028	15418	391	109351869	110216152	0.5215	0.521454048556765	0	No
chr1	15419	15422	4	110230340	110233134	2.1369	2.13688953030712	1	CNV
chr1	15423	15503	81	110254854	110585915	0.4929	0.514223236745384	0.0246913580246914	No
chr1	15504	15505	2	110586175	110587651	0.9615	0.961471885334795	0	No
chr1	15506	15597	92	110589171	110949037	0.4993	0.499344486583251	0	No
chr1	15598	15660	63	110949574	111506408	0.4198	0.419816819066097	0	No
chr1	15661	15710	50	111506408	111855057	0.5041	0.50407856519464	0	No
chr1	15711	15713	3	111857071	111858563	0.0036	0.00364088096280666	0	No
chr1	15714	15873	160	111860221	112539116	0.4796	0.479555595706578	0.00625	No
chr1	15874	16341	468	112958742	115269049	0.139	0.139049220245671	0.00854700854700855	No
chr1	16342	16412	71	115269554	115592456	0.0277	0.0112491548883043	0.028169014084507	No
chr1	16413	17057	644	115592456	121306626	0.1329	0.135069900421821	0.0046583850931677	No
chr1	17058	17118	61	121310026	144931548	-0.2024	-0.202357710762276	0.0163934426229508	No
chr1	17119	17143	25	144931548	145284264	-0.0025	-0.00248452787180269	0	No
chr1	17144	17762	619	145414602	150619009	-0.2166	-0.217838398254188	0.00969305331179321	No
chr1	17763	17795	33	150619009	150704385	-0.3617	-0.36170398385849	0	No
chr1	17796	18350	554	150704428	151882133	-0.1875	-0.187476819007626	0.00541516245487365	No
chr1	18351	18542	192	151882133	153177539	-0.3149	-0.307940215615452	0.00520833333333333	No
chr1	18543	20199	1656	153190534	156910322	-0.2002	-0.200088608008021	0.00664251207729469	No
chr1	20200	22068	1868	156911169	168060019	-0.2432	-0.244089633394969	0.00856531049250535	No
chr1	22069	22680	612	168065727	173154376	-0.2935	-0.296053135606875	0.0065359477124183	No
chr1	22681	22903	223	173154376	174961019	-0.24	-0.240044359535174	0.00448430493273543	No
chr1	22904	22927	24	174961019	174980921	-0.4486	-0.448604608361227	0.0416666666666667	No
chr1	22928	24236	1308	174982038	184592652	-0.2509	-0.250887278489232	0.00917431192660551	No
chr1	24237	25177	941	184592652	200144486	-0.3096	-0.310103895682494	0.00318809776833156	No
chr1	25178	25964	784	200144486	202936417	-0.2173	-0.217260169493639	0.00510204081632653	No
chr1	25965	25966	2	202976663	202977118	0.462	0.461963001906979	0	No
chr1	25967	27075	1109	202977906	207238476	-0.2248	-0.224839748546528	0.00450856627592426	No
chr1	27076	27435	360	207240784	210334638	-0.2544	-0.25783692402707	0.00833333333333333	No
chr1	27436	27443	8	210334708	210336885	-0.5667	-0.566742101617392	0	No
chr1	27444	27594	151	210336885	211847150	-0.2364	-0.236395904706847	0.0132450331125828	No
chr1	27595	27597	3	211847651	211849050	0.3976	0.397606729143014	0	No
chr1	27598	29080	1482	211916742	226474151	-0.2677	-0.267912171687604	0.00742240215924426	No
chr1	29081	29239	159	226475346	227257636	-0.202	-0.201972553007788	0	No
chr1	29240	29241	2	227259791	227261762	-0.826	-0.826038821586887	0	No
chr1	29242	29588	347	227261921	228873563	-0.1927	-0.194842222181438	0	No
chr1	29589	30663	1071	228878959	236900024	-0.2545	-0.253750156227505	0.00840336134453781	No
chr1	30664	30674	11	236900433	236923126	0.103	0.103032498250284	0	No
chr1	30675	31005	331	236924368	241779371	-0.2624	-0.262351049866574	0.00302114803625378	No
chr1	31006	31016	11	241792108	241795050	-0.5866	-0.586582273795071	0	No
chr1	31017	31399	382	241795050	247007317	-0.2669	-0.266934948568953	0.0130890052356021	No
chr1	31400	31403	4	247014645	247021214	0.2122	0.212153413914531	0	No
chr1	31404	31658	255	247024493	248636755	-0.2727	-0.272741949917224	0.0196078431372549	No
chr1	31659	31727	69	248684851	249214102	-0.1897	-0.189695055833283	0	No
chr10	31728	31751	24	225903	300496	-0.1487	-0.148665338043189	0	No
chr10	31752	31875	124	320196	1070764	-0.0726	-0.0726426719396367	0.00806451612903226	No
chr10	31876	31919	44	1081671	1230935	0.3219	0.321874776481415	0	No
chr10	31920	31936	17	1232291	1779601	0.0276	0.0276167024513329	0	No
chr10	31937	32514	578	2797414	11372767	-0.2859	-0.287511997303964	0.00173010380622837	No
chr10	32515	32531	17	11372767	11503480	-0.5537	-0.553704531831724	0	No
chr10	32532	33028	496	11503480	15556421	-0.2836	-0.284770573428405	0.0141129032258065	No
chr10	33029	33891	863	15556651	26463471	-0.3475	-0.352582839480479	0.0173812282734647	No
chr10	33892	33938	47	26465658	26822558	-0.1671	-0.167141154248772	0	No
chr10	33939	34175	237	26824929	28491255	-0.1007	-0.100683890113937	0.0126582278481013	No
chr10	34176	34671	494	28527551	36813090	0.0872	0.0842755644610803	0.0121457489878543	No
chr10	34672	34771	100	37414725	38411378	-0.1978	-0.192290041247075	0.04	No
chr10	34772	35620	847	38645314	54531521	0.0787	0.0815617014781992	0.00708382526564345	No
chr10	35621	35672	52	55562563	55780233	-0.212	-0.21203428897181	0	No
chr10	35673	35740	68	55782570	60094985	0.0486	0.0486165797327433	0.0441176470588235	No
chr10	35741	36167	427	60120659	64574177	-0.1331	-0.133075577717821	0.00234192037470726	No
chr10	36168	36241	74	64575672	65384064	-0.0425	-0.0425190693336596	0	No
chr10	36242	36603	362	65384064	70893407	-0.3317	-0.329974766180197	0.0138121546961326	No
chr10	36604	37861	1257	70915580	79163868	-0.2878	-0.287546557908119	0.00477326968973747	No
chr10	37862	37867	6	79396210	79398339	0.1292	0.12920415720844	0	No
chr10	37868	38027	160	79550600	81204010	-0.2726	-0.272610357730998	0.00625	No
chr10	38028	38034	7	81204876	81275671	0.1294	0.129373456680886	0.142857142857143	No
chr10	38035	38159	124	81315564	82278295	-0.2909	-0.290920826448614	0.0161290322580645	No
chr10	38160	39903	1742	82278418	98742114	-0.333	-0.333479080487592	0.00918484500574053	No
chr10	39904	40076	173	98742114	99228960	-0.3001	-0.300062550651059	0.00578034682080925	No
chr10	40077	40116	40	99229280	99362054	-0.1098	-0.109840852993565	0.025	No
chr10	40117	41544	1428	99371188	105779706	-0.2948	-0.294619612949005	0.00630252100840336	No
chr10	41545	41554	10	105780223	105787359	-0.6229	-0.622910006010214	0	No
chr10	41555	41609	55	105787359	105831946	-0.2497	-0.249669717171231	0	No
chr10	41610	41912	303	105832918	112581630	-0.3262	-0.326178108736337	0.0066006600660066	No
chr10	41913	41915	3	112582114	112590967	0.3244	0.324412062508546	0	No
chr10	41916	42433	518	112595520	116444395	-0.3506	-0.350601730965246	0.00193050193050193	No
chr10	42434	42436	3	116527740	116581958	0.1832	0.183247854628855	0	No
chr10	42437	42913	477	116590513	120933476	-0.3455	-0.345466354791528	0.00419287211740042	No
chr10	42914	42920	7	120934067	121093502	0.0313	0.0312900743701479	0.142857142857143	No
chr10	42921	43273	352	121093649	124338363	-0.3139	-0.313932794770013	0.0113636363636364	No
chr10	43274	43280	7	124344630	124351432	0.3804	0.380395560560534	0	No
chr10	43281	43851	570	124357350	129691228	-0.3337	-0.335632453091145	0.00526315789473684	No
chr10	43852	43853	2	129763223	129780573	0.3873	0.387262493868704	0	No
chr10	43854	43994	141	129834194	133608371	-0.3406	-0.340586958440601	0	No
chr10	43995	44098	104	133747975	134193164	-0.0659	-0.0659136066228015	0	No
chr10	44099	44100	2	134193164	134210909	0.9909	0.99086917658407	0.5	CNV
chr10	44101	44444	344	134218121	135381924	-0.0455	-0.0455410118325775	0.00290697674418605	No
chr11	44445	44492	48	193065	236532	0.1093	0.109264496346474	0	No
chr11	44493	45655	1161	236532	4076839	0.1889	0.191142936841825	0.00516795865633075	No
chr11	45656	45814	159	4080533	4968116	0.0724	0.0723539477315034	0	No
chr11	45815	45816	2	4975975	4976729	-2.109	-4.76542870338564	1	CNV
chr11	45817	46007	191	4976867	5777007	0.0744	0.0743879794034049	0	No
chr11	46008	46012	5	5798822	5809361	-1.1756	-1.17561299935464	0.4	CNV
chr11	46013	46069	57	5809361	6191170	0.0628	0.0628200687147892	0	No
chr11	46070	46364	295	6191170	6652703	0.1397	0.139670523515211	0	No
chr11	46365	46476	112	6652873	7079665	0.0755	0.0755059849039591	0	No
chr11	46477	46481	5	7081139	7110355	0.4858	0.48584274380982	0	No
chr11	46482	47449	968	7110355	13400066	0.1211	0.121751155390953	0.00516528925619835	No
chr11	47450	47608	159	13402594	14992729	0.0455	0.0454584214540333	0	No
chr11	47609	48440	830	14999443	21596683	0.1317	0.13209288601864	0.00602409638554217	No
chr11	48441	48971	529	21596683	31838196	0.0627	0.0626858619173812	0.00378071833648393	No
chr11	48972	49031	60	32112348	32657333	0.1972	0.197204033072674	0	No
chr11	49032	49078	47	32663511	32954286	-0.0206	-0.0206276591303842	0	No
chr11	49079	49689	610	32954286	36680910	0.1278	0.127827266152771	0.00327868852459016	No
chr11	49690	49713	24	40135791	43364373	-0.3958	-0.395839263716709	0	No
chr11	49714	49728	15	43364923	43425705	-0.0968	-0.0967732438019216	0.0666666666666667	No
chr11	49729	50743	1013	43427026	55340468	-0.2903	-0.29210234951478	0.00789733464955577	No
chr11	50744	50755	12	55370793	55419380	0.0089	0.00890002059854804	0	No
chr11	50756	50859	104	55432602	56238046	-0.4555	-0.455512776220484	0	No
chr11	50860	51539	680	56257818	60107444	-0.3301	-0.330061200180393	0.0102941176470588	No
chr11	51540	51629	90	60150507	60559859	-0.3963	-0.396299576929154	0.0111111111111111	No
chr11	51630	55734	4101	60561353	75277580	-0.2819	-0.281614290441666	0.00877834674469642	No
chr11	55735	55909	174	75277580	76372001	-0.3828	-0.382801723257155	0.0114942528735632	No
chr11	55910	56229	320	76372001	77885432	-0.3014	-0.30019485900619	0.021875	No
chr11	56230	56233	4	77885432	77907900	0.2097	0.209693447360068	0	No
chr11	56234	56294	61	77908953	78364649	-0.3296	-0.329590030378046	0	No
chr11	56295	56471	177	78364775	82898124	-0.3689	-0.368854849614554	0.00564971751412429	No
chr11	56472	56474	3	82898351	82905104	-0.8761	-0.876141841907839	0.333333333333333	No
chr11	56475	56562	88	82905141	83878167	-0.3939	-0.393933650417922	0.0113636363636364	No
chr11	56563	56959	396	83962222	89934372	-1.0333	-1.035716184532	0.113636363636364	No
chr11	56960	56961	2	89934430	89935261	-2.1039	-2.10386022947314	1	CNV
chr11	56962	58765	1801	89935986	111711524	-1.0446	-1.04771541117012	0.112715158245419	No
chr11	58766	60427	1660	111715221	120673643	-0.9871	-0.988348593181084	0.0969879518072289	No
chr11	60428	60672	245	120686110	122850094	-1.0395	-1.03414922027113	0.126530612244898	No
chr11	60673	60674	2	122852031	122928707	-0.3774	-0.377422194787054	0	No
chr11	60675	60691	17	122929167	122968741	-1.0056	-1.00562171756155	0.0588235294117647	No
chr11	60692	60693	2	123065671	123118853	-2.3225	-2.32247324962304	0.5	CNV
chr11	60694	61458	765	123154918	128680914	-1.0093	-1.01206511081669	0.120261437908497	No
chr11	61459	61463	5	128680914	128682323	-1.5757	-1.57569306727509	0.4	CNV
chr11	61464	61656	193	128706223	129873104	-1.0308	-1.03078219303207	0.124352331606218	No
chr11	61657	61658	2	129873104	129939908	-0.0895	-0.0894852747879715	0.5	No
chr11	61659	62066	407	129940524	134257925	-1.0135	-1.01350225455685	0.13022113022113	No
chr12	62067	62786	718	208320	6121219	-0.0758	-0.0757860161429755	0.00696378830083565	No
chr12	62787	62788	2	6122571	6125501	-0.7511	-0.751110046506223	0	No
chr12	62789	63625	834	6125723	9349220	-0.0545	-0.0529098557397501	0.00359712230215827	No
chr12	63626	63764	139	9349632	10562105	-0.1378	-0.130840616297533	0.0143884892086331	No
chr12	63765	63777	12	10564831	10603185	-0.4165	-0.416483896493879	0	No
chr12	63778	63857	80	10603501	11183980	-0.145	-0.145045759021361	0.0125	No
chr12	63858	64044	187	11187457	13243771	-0.0519	-0.0421921314861697	0.0160427807486631	No
chr12	64045	64431	387	13248595	21034034	-0.1307	-0.136130279432049	0.0103359173126615	No
chr12	64432	64433	2	21036418	21051552	-0.8828	-0.882828047863166	0.5	CNV
chr12	64434	65244	810	21054317	32854507	-0.1151	-0.113661017211255	0.00987654320987654	No
chr12	65245	65289	45	32858734	33529900	0.0195	0.0194550397995469	0.0222222222222222	No
chr12	65290	66015	726	33532698	48140324	-0.1579	-0.157909397524517	0.0068870523415978	No
chr12	66016	66540	524	48140373	49854838	-0.0661	-0.0673426349536834	0.00572519083969466	No
chr12	66541	66542	2	49863216	49878533	-0.9568	-0.956829750622139	0.5	CNV
chr12	66543	67640	1094	49883183	53927165	-0.0552	-0.0563686426242206	0.00822669104204753	No
chr12	67641	67642	2	53928336	53931427	-0.7405	-0.740463614858147	0.5	CNV
chr12	67643	67885	243	53937054	55042221	-0.07	-0.069951563377729	0.00411522633744856	No
chr12	67886	67972	87	55248361	56031601	-0.154	-0.153983240808686	0	No
chr12	67973	68918	945	56075329	58110573	-0.0527	-0.0526801275868814	0.00529100529100529	No
chr12	68919	68924	6	58111623	58114798	-0.4006	-0.400612273858011	0.166666666666667	No
chr12	68925	69050	126	58120366	59313975	-0.0469	-0.0469142603408998	0	No
chr12	69051	69600	549	60098517	70190430	-0.1029	-0.101743269091194	0.0109289617486339	No
chr12	69601	70501	901	70193958	88588949	-0.1604	-0.160570218502459	0.0133185349611543	No
chr12	70502	71688	1184	88588949	104720217	-0.1019	-0.101878169833622	0.00760135135135135	No
chr12	71689	75087	3390	104721267	133811026	-0.0487	-0.0475640854227955	0.00914454277286136	No
chr13	75088	75097	10	19601053	20041577	-0.2822	-0.282157698523755	0.3	No
chr13	75098	78307	3205	20207869	52730329	-0.1535	-0.154719386646942	0.0062402496099844	No
chr13	78308	78310	3	52741931	52951430	0.4528	0.452755394235368	0.666666666666667	CNV
chr13	78311	78421	110	52951820	58208527	-0.1374	-0.13744056739466	0	No
chr13	78422	78647	225	58208527	73401262	-0.2318	-0.231817931170508	0.0133333333333333	No
chr13	78648	78649	2	73401861	73409534	0.9099	0.909866553193368	1	CNV
chr13	78650	79112	463	73428156	80911113	-0.1857	-0.191469609711478	0.00647948164146868	No
chr13	79113	79119	7	80911113	84452109	0.1431	0.143059093316133	0.142857142857143	No
chr13	79120	79220	101	84452109	95231036	-0.2243	-0.224292426969539	0	No
chr13	79221	79893	673	95232089	103386095	-0.1374	-0.136053066946001	0.0104011887072808	No
chr13	79894	80184	291	103386095	110434940	-0.2036	-0.203592657788334	0.00343642611683849	No
chr13	80185	80855	671	110434940	115092770	-0.1085	-0.109937876352515	0.0119225037257824	No
chr14	80856	80880	25	20201831	20404796	-0.7921	-0.792104920488365	0.04	No
chr14	80881	80952	72	20444119	20835220	-0.1435	-0.143461522376096	0.0138888888888889	No
chr14	80953	81528	576	20835524	22985439	-0.0543	-0.0530476828532547	0.00520833333333333	No
chr14	81529	81535	7	22987314	22993441	0.2853	0.285275602069737	0	No
chr14	81536	82498	963	22994162	24912094	-0.0621	-0.0627800101167426	0.00623052959501558	No
chr14	82499	84832	2327	24974488	60752946	-0.1219	-0.122392119174978	0.0146110872367856	No
chr14	84833	84896	64	60752946	61112737	-0.2707	-0.270661342828285	0	No
chr14	84897	85066	170	61112737	63759903	-0.1389	-0.138889377081896	0.0294117647058824	No
chr14	85067	85091	24	63779704	63863519	0.4224	0.422350695517303	0	No
chr14	85092	86185	1094	63881803	73989841	-0.0759	-0.0757558707407944	0.00457038391224863	No
chr14	86186	86188	3	74004408	74008469	-6.0542	-6.05422620359544	1	CNV
chr14	86189	86954	766	74035880	80164360	-0.0634	-0.062478672776559	0.00522193211488251	No
chr14	86955	87180	226	80271344	89110845	-0.1448	-0.144802278063894	0.00442477876106195	No
chr14	87181	87182	2	89113191	89116368	-0.8421	-0.842058541424567	0.5	CNV
chr14	87183	87249	67	89123727	90420724	-0.1673	-0.167328526285017	0	No
chr14	87250	88211	962	90420844	100070259	-0.0877	-0.0885032697049145	0.00623700623700624	No
chr14	88212	88242	31	100111504	100259931	0.3733	0.373315421939714	0.032258064516129	No
chr14	88243	88392	150	100317105	101377657	-0.0098	-0.00979621335530373	0.00666666666666667	No
chr14	88393	88425	33	101391152	101451281	-0.2255	-0.225492321402066	0	No
chr14	88426	88625	200	101452391	102771556	-0.0345	-0.0345377258555315	0.005	No
chr14	88626	88627	2	102786031	102786341	0.6316	0.631550494787255	0.5	CNV
chr14	88628	88821	194	102792345	104056776	-0.0556	-0.055648633991122	0.00515463917525773	No
chr14	88822	88825	4	104056816	104057816	-0.4713	-0.47133494056751	0.25	No
chr14	88827	89254	427	104120891	105946423	-0.0619	-0.0619114358731945	0.0117096018735363	No
chr14	89255	89291	37	105946460	106307593	0.1381	0.138069593680093	0.0540540540540541	No
chr14	89292	89324	33	106308175	106370556	-0.0521	-0.0945755981746361	0.0303030303030303	No
chr14	89325	89329	5	106372959	106380177	-0.8142	-0.814201542607062	0	No
chr14	89330	89339	10	106382578	106494620	-0.0438	-0.0437759625095946	0	No
chr14	89340	89343	4	106539360	106692189	0.8781	0.878085831269793	0	No
chr14	89344	89360	17	106733170	107078839	-0.1284	-0.128432602898071	0	No
chr14	89361	89365	5	107082696	107170382	-0.6251	-0.625122375710063	0	No
