Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.039	-0.0117737287034198	0.048	0.035	102	0.987718133912728	0.999693602416645	loss	1221.292	1187.782	1492.882	970.89	-0.082	0.177	2
2	0	-	chr1	2408027	2408151	-0.373	-1.22941312170107	0.181	-0.303	124	0.672642748867198	0.999693602416645	loss	300.901	377.419	367.355	308.223	-0.729	-0.159	1
3	0	-	chr1	2409914	2410061	-0.581	-1.54840657162249	0.109	-0.56	147	0.641426646816402	0.999693602416645	loss	228.489	341.155	278.803	278.568	-0.857	-0.423	1
4	0	-	chr1	2411172	2411416	-0.947	-2.68927920579866	0.259	-0.86	244	0.665646843368001	0.999693602416645	loss	59.119	109.229	71.684	88.912	-1.643	-0.565	1
5	0	-	chr1	2411621	2411751	-0.518	-1.38195092639299	0.11	-0.501	130	0.638076631552895	0.999693602416645	loss	273.94	396.384	334.385	323.731	-0.758	-0.292	1
6	0	-	chr1	2415886	2416057	-0.301	-1.01243233603437	0.093	-0.288	171	0.668899514176154	0.999693602416645	loss	383.069	469.022	467.836	383.129	-0.611	-0.133	1
7	0	-	chr1	2418345	2418439	-0.369	-1.18203252386064	0.126	-0.376	94	0.667026014182932	0.999693602416645	loss	316.679	409.548	386.649	334.496	-0.642	-0.145	1
8	0	-	chr1	2418611	2418815	-0.632	-1.81720867047469	0.145	-0.632	204	0.660671968726301	0.999693602416645	loss	158.637	245.753	193.382	200.554	-0.967	-0.284	1
9	0	-	chr1	2419036	2419157	-0.353	-0.975837603594326	0.167	-0.328	121	0.631729692428241	0.999693602416645	loss	434.761	544.761	531.05	445.065	-0.718	-0.12	1
10	0	-	chr1	2420645	2420817	-0.412	-1.09431224561301	0.107	-0.418	172	0.628003025976503	0.999693602416645	loss	385.723	506.31	471.081	413.622	-0.668	-0.18	1
11	0	-	chr1	2421198	2421306	-0.212	-0.827982064983202	0.123	-0.181	108	0.680441898797272	0.999693602416645	loss	459.942	530.201	561.843	433.159	-0.517	-0.041	1
12	0	-	chr1	2422630	2422774	-0.165	-0.734872204822423	0.077	-0.156	144	0.68926729287973	0.999693602416645	loss	502.94	561.694	614.424	458.911	-0.354	-0.022	1
13	0	-	chr1	2426294	2426387	-0.794	-1.74307344152189	0.049	-0.799	93	0.592446327063211	0.999693602416645	loss	214.265	372.047	261.409	303.829	-0.89	-0.669	1
14	0	-	chr1	2426926	2427009	-0.243	-1.28150587351849	0.087	-0.233	83	0.721178369388969	0.999693602416645	loss	234	275.364	285.542	224.768	-0.578	-0.111	1
15	0	-	chr1	2428045	2428143	-0.909	-1.91738351757424	0.13	-0.879	98	0.581450864769416	0.999693602416645	loss	185.343	348.739	226.041	284.77	-1.221	-0.666	1
16	0	-	chr1	2428266	2428449	-0.473	-1.35436494512776	0.203	-0.468	183	0.651989185296907	0.999693602416645	loss	279.292	372.918	340.929	304.542	-0.908	-0.149	1
