Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.047	0.0403182930222143	0.056	-0.055	102	0.916801313021691	0.999834939890375	gain	850.586	878.624	768.863	970.89	-0.145	0.059	2
2	0	-	chr1	2408027	2408151	0.654	-0.306272888854756	0.143	0.692	124	0.89911385375522	0.999834939890375	loss	449.649	279.273	406.234	308.223	0.323	0.875	1
3	0	-	chr1	2409914	2410061	0.58	-0.545131282246749	0.212	0.478	147	0.842859872552974	0.999834939890375	loss	383.819	252.451	346.694	278.568	0.283	0.991	1
4	0	-	chr1	2411172	2411416	0.584	-1.91953658204504	0.113	0.601	244	0.729148371887249	0.999834939890375	loss	123.258	80.917	111.029	88.912	0.237	0.78	1
5	0	-	chr1	2411621	2411751	0.119	-1.05391030734027	0.07	0.126	130	0.711221067437959	0.999834939890375	loss	318.389	293.3	287.515	323.731	-0.028	0.305	1
6	0	-	chr1	2415886	2416057	0.234	-0.648345484165577	0.274	0.2	171	0.773993539511676	0.999834939890375	loss	430.277	347.023	388.713	383.129	-0.206	0.669	1
7	0	-	chr1	2418345	2418439	0.592	-0.31775247359393	0.095	0.637	94	0.89075042769257	0.999834939890375	loss	456.894	303.036	412.787	334.496	0.427	0.747	1
8	0	-	chr1	2418611	2418815	0.737	-0.705824844753881	0.201	0.79	204	0.835248726868628	0.999834939890375	loss	307.738	181.892	277.882	200.554	0.343	1.046	1
9	0	-	chr1	2419036	2419157	0.621	0.0782685359339257	0.087	0.649	121	0.960227066107237	0.999834939890375	gain	625.479	403.04	565.264	445.065	0.44	0.738	1
10	0	-	chr1	2420645	2420817	0.685	0.0906344714290586	0.097	0.699	172	0.956825424748751	0.999834939890375	gain	611.045	374.601	552.209	413.622	0.433	0.838	1
11	0	-	chr1	2421198	2421306	0.646	0.0791746419238645	0.063	0.648	108	0.960980065350683	0.999834939890375	gain	616.014	392.272	556.704	433.159	0.527	0.775	1
12	0	-	chr1	2422630	2422774	0.494	-0.0811163910945678	0.11	0.469	144	0.960434393180965	0.999834939890375	loss	585.852	415.564	529.424	458.911	0.287	0.718	1
13	0	-	chr1	2426294	2426387	0.698	-0.274038790318975	0.031	0.701	93	0.910562721573187	0.999834939890375	loss	446.584	275.3	403.462	303.829	0.6	0.76	1
14	0	-	chr1	2426926	2427009	0.673	-0.662815386335258	0.179	0.642	83	0.834733254090674	0.999834939890375	loss	331.007	203.792	298.928	224.768	0.154	0.92	1
15	0	-	chr1	2428045	2428143	0.565	-0.555447900024766	0.107	0.596	98	0.839378914215238	0.999834939890375	loss	380.671	258.061	343.847	284.77	0.352	0.727	1
