Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.285	-0.268907660907416	0.06	-0.291	102	0.576272365465074	0.999874310092443	loss	711.14	866.039	633.529	970.89	-0.392	-0.178	2
2	0	-	chr1	2408027	2408151	0.145	-1.03160780260085	0.154	0.164	124	0.742590853874752	0.999874310092443	loss	301.428	275.278	268.274	308.223	-0.159	0.388	1
3	0	-	chr1	2409914	2410061	0.279	-0.946818512902275	0.13	0.291	147	0.770856705585641	0.999874310092443	loss	304.417	248.84	270.939	278.568	0.049	0.525	1
4	0	-	chr1	2411172	2411416	0.062	-2.51909160996855	0.539	0.321	244	0.688008724378739	0.999874310092443	loss	96.614	79.764	85.684	88.912	-1.392	0.614	1
5	0	-	chr1	2411621	2411751	0.182	-0.911864987472442	0.096	0.163	130	0.757761575732196	0.999874310092443	loss	329.292	289.103	293.115	323.731	-0.001	0.346	1
6	0	-	chr1	2415886	2416057	0.207	-0.672088293357222	0.087	0.215	171	0.786184144239924	0.999874310092443	loss	399.162	342.056	355.404	383.129	0.011	0.411	1
7	0	-	chr1	2418345	2418439	0.334	-0.654399042550537	0.048	0.328	94	0.809967043511574	0.999874310092443	loss	377.23	298.7	335.851	334.496	0.24	0.44	1
8	0	-	chr1	2418611	2418815	0.32	-1.27411636196225	0.12	0.356	204	0.754369806936133	0.999874310092443	loss	226.223	179.292	201.23	200.554	-0.001	0.488	1
9	0	-	chr1	2419036	2419157	0.051	-0.72104651199044	0.063	0.062	121	0.747406710949575	0.999874310092443	loss	413.987	397.271	368.62	445.065	-0.095	0.169	1
10	0	-	chr1	2420645	2420817	0.208	-0.578996254567127	0.11	0.208	172	0.798863466898781	0.999874310092443	loss	431.852	369.24	384.547	413.622	-0.126	0.392	1
11	0	-	chr1	2421198	2421306	0.279	-0.429124671647107	0.047	0.282	108	0.837801874088762	0.999874310092443	loss	469.544	386.657	418.148	433.159	0.177	0.384	1
12	0	-	chr1	2422630	2422774	0.205	-0.467125547178738	0.112	0.204	144	0.816765287599616	0.999874310092443	loss	472.984	409.615	421.215	458.911	0.022	0.4	1
13	0	-	chr1	2426294	2426387	0.039	-1.18661496502186	0.121	0.011	93	0.71505903905201	0.999874310092443	loss	281.991	271.361	250.946	303.829	-0.177	0.239	1
14	0	-	chr1	2426926	2427009	0.188	-1.33932046445287	0.073	0.202	83	0.732815395188526	0.999874310092443	loss	228.141	200.878	202.94	224.768	0.033	0.353	1
15	0	-	chr1	2428045	2428143	0.412	-0.731327346243464	0.051	0.416	98	0.811523470505585	0.999874310092443	loss	338.755	254.37	301.551	284.77	0.206	0.509	1
16	0	-	chr1	2428266	2428449	0.19	-0.952951638643031	0.193	0.257	183	0.755944901473258	0.999874310092443	loss	321.317	271.996	286.005	304.542	-0.293	0.448	1
17	0	-	chr1	2428940	2429048	0.103	-1.7437774157791	0.143	0.113	108	0.706793291915484	0.999874310092443	loss	170.523	157.156	151.574	175.723	-0.192	0.328	1
18	0	-	chr1	2429961	2430086	0.587	-1.44304349066782	0.082	0.573	125	0.774824226647508	0.999874310092443	loss	167.411	113.334	148.8	126.568	0.417	0.786	1
19	0	-	chr1	2430182	2430267	0.304	-1.25192602292682	0.107	0.352	85	0.753520463296595	0.999874310092443	loss	231.798	186.993	206.2	209.192	0.127	0.446	1
20	0	-	chr1	2430522	2430669	0.545	-0.732180896565443	0.068	0.538	147	0.82776963572878	0.999874310092443	loss	315.046	214.753	280.415	240.331	0.389	0.678	1
21	0	-	chr1	2431079	2431159	0.463	-0.666366574245692	0.069	0.476	80	0.826254324464436	0.999874310092443	loss	348.485	251.666	310.225	281.737	0.269	0.592	1
22	0	-	chr1	2433550	2433848	-0.354	-3.53521563439108	0.26	-0.399	298	0.642326522328049	0.999874310092443	loss	48.576	57.74	42.859	64.208	-0.82	0.296	1
23	0	-	chr1	2435360	2436652	0.219	-2.73977967932317	0.38	0.284	1292	0.700208102771018	0.999874310092443	loss	71.798	56.46	63.561	62.771	-1.026	2.029	1
24	0	-	chr1	3003428	3003530	0.158	0.0642961242966869	0.048	0.147	102	0.929434930781707	0.999874310092443	gain	758.956	678.713	676.157	760.763	0.058	0.241	2
25	0	-	chr1	4510054	4510156	0.29	-0.00543967491287939	0.043	0.285	102	0.996309187371686	0.999874310092443	loss	666.932	545.776	594.118	611.645	0.15	0.379	2
26	0	NPHP4	chr1	6011300	6011402	-0.147	-0.716241008729164	0.074	-0.129	102	0.688491262163328	0.999874310092443	loss	457.863	504.754	407.735	565.63	-0.303	-0.033	1
27	0	-	chr1	7503222	7503323	0.298	0.100676505698154	0.09	0.302	101	0.91622910750787	0.999874310092443	gain	726.073	591.272	646.842	662.678	0.131	0.422	2
28	0	-	chr1	9032969	9033070	-0.088	-0.148512328801141	0.083	-0.079	101	0.819825741471403	0.999874310092443	loss	716.644	761.845	638.436	854.013	-0.222	0.043	2
