Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.344	-0.393984236145486	0.051	-0.339	102	0.450780404470639	0.999600707539458	loss	726.06	921.313	688.137	970.89	-0.457	-0.231	2
2	0	-	chr1	2408027	2408151	-0.152	-1.33109500102034	0.153	-0.083	124	0.675794698347703	0.999600707539458	loss	263.356	292.825	249.298	308.223	-0.539	0.033	1
3	0	-	chr1	2409914	2410061	-0.023	-1.26386370412102	0.115	-0.027	147	0.704232070869894	0.999600707539458	loss	259.405	264.7	245.551	278.568	-0.249	0.203	1
4	0	-	chr1	2411172	2411416	0.161	-2.15707698820343	0.281	0.223	244	0.71391921707954	0.999600707539458	loss	101.176	84.826	95.484	88.912	-0.525	0.613	1
5	0	-	chr1	2411621	2411751	0.175	-0.840794841638312	0.107	0.178	130	0.763597704881883	0.999600707539458	loss	343.223	307.534	325.046	323.731	-0.016	0.398	1
6	0	-	chr1	2415886	2416057	-0.127	-1.06438934006954	0.159	-0.15	171	0.683368578751918	0.999600707539458	loss	337.853	363.869	319.953	383.129	-0.369	0.185	1
7	0	-	chr1	2418345	2418439	-0.063	-1.12507001511628	0.064	-0.053	94	0.698574539579546	0.999600707539458	loss	304.689	317.743	288.5	334.496	-0.212	0.04	1
8	0	-	chr1	2418611	2418815	-0.165	-1.79724123168335	0.139	-0.196	204	0.67292813832477	0.999600707539458	loss	169.005	190.71	159.814	200.554	-0.428	0.301	1
9	0	-	chr1	2419036	2419157	0.012	-0.728684020748893	0.067	0.006	121	0.733848402941311	0.999600707539458	loss	425.242	422.609	402.835	445.065	-0.129	0.189	1
10	0	-	chr1	2420645	2420817	0.197	-0.54119240912788	0.111	0.177	172	0.800095397420357	0.999600707539458	loss	457.097	392.788	433.047	413.622	-0.025	0.368	1
11	0	-	chr1	2421198	2421306	0.256	-0.417847994698924	0.067	0.257	108	0.833243240622722	0.999600707539458	loss	492.819	411.317	466.926	433.159	0.122	0.373	1
12	0	-	chr1	2422630	2422774	0.131	-0.53342207271624	0.055	0.138	144	0.785744361363224	0.999600707539458	loss	476.627	435.742	451.569	458.911	-0.001	0.288	1
13	0	-	chr1	2426294	2426387	0.036	-1.09076838649945	0.084	0.031	93	0.721387117691019	0.999600707539458	loss	296.226	288.659	280.473	303.829	-0.088	0.236	1
14	0	-	chr1	2426926	2427009	0.132	-1.27067370764822	0.056	0.145	83	0.732189160727017	0.999600707539458	loss	234.903	213.675	222.313	224.768	-0.026	0.212	1
15	0	-	chr1	2428045	2428143	-0.019	-1.22785681531471	0.1	0.008	98	0.705873818089676	0.999600707539458	loss	269.906	270.582	255.51	284.77	-0.251	0.117	1
