Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.156	-0.0209591579757718	0.034	-0.155	102	0.9560310572267	0.989483911011104	loss	1059.216	1179.882	1286.069	970.89	-0.219	-0.088	2
2	0	-	chr1	2408027	2408151	0.243	-0.889956106621533	0.129	0.182	124	0.674052271005233	0.919147604709286	loss	436.209	374.911	529.274	308.223	0.112	0.555	1
3	0	-	chr1	2409914	2410061	0.209	-1.05869032208276	0.086	0.173	147	0.656766705754175	0.919147604709286	loss	389.272	338.888	472.259	278.568	0.086	0.408	1
4	0	-	chr1	2411172	2411416	0.565	-1.97204742992035	0.203	0.532	244	0.686893983049143	0.919147604709286	loss	154.985	108.506	187.66	88.912	0.258	0.977	1
5	0	-	chr1	2411621	2411751	0.383	-0.616571134953791	0.074	0.388	130	0.739218940520542	0.922825597811733	loss	508.806	393.75	617.462	323.731	0.252	0.539	1
6	0	-	chr1	2415886	2416057	0.226	-0.649138868637666	0.168	0.169	171	0.686091868500477	0.919147604709286	loss	531.221	465.904	644.69	383.129	0.028	0.727	1
7	0	-	chr1	2418345	2418439	0.334	-0.644522773041106	0.063	0.313	94	0.721856577362795	0.920040143339738	loss	511.071	406.827	620.213	334.496	0.263	0.517	1
8	0	-	chr1	2418611	2418815	0.416	-1.16954029458947	0.176	0.366	204	0.697696975863781	0.919147604709286	loss	320.405	244.121	388.603	200.554	0.143	0.912	1
9	0	-	chr1	2419036	2419157	0.212	-0.468081802042481	0.052	0.207	121	0.701314495665882	0.919147604709286	loss	624.561	541.14	758.074	445.065	0.113	0.369	1
10	0	-	chr1	2420645	2420817	0.36	-0.344436838875876	0.085	0.346	172	0.785993592347167	0.937933210941779	loss	640.242	502.944	777.122	413.622	0.237	0.587	1
11	0	-	chr1	2421198	2421306	0.115	-0.641312064001707	0.098	0.139	108	0.639985492172081	0.919147604709286	loss	569.992	526.677	691.787	433.159	-0.066	0.288	1
12	0	-	chr1	2422630	2422774	0.157	-0.510169591703294	0.055	0.156	144	0.669403696438501	0.919147604709286	loss	619.858	557.959	752.361	458.911	0.037	0.269	1
13	0	-	chr1	2426294	2426387	0.039	-1.19424336439613	0.041	0.042	93	0.605830523732256	0.919147604709286	loss	378.951	369.575	459.72	303.829	-0.034	0.121	1
14	0	-	chr1	2426926	2427009	0.26	-1.25204168895923	0.127	0.194	83	0.662167407570194	0.919147604709286	loss	325.215	273.535	394.446	224.768	0.102	0.576	1
15	0	-	chr1	2428045	2428143	0.365	-0.802113377483964	0.1	0.354	98	0.713356471404541	0.920040143339738	loss	442.812	346.422	537.296	284.77	0.227	0.627	1
16	0	-	chr1	2428266	2428449	0.345	-0.755297603979592	0.139	0.319	183	0.712730721250905	0.920040143339738	loss	462.173	370.44	560.814	304.542	0.153	0.614	1
17	0	-	chr1	2428940	2429048	0.191	-1.65731261270659	0.097	0.202	108	0.638770134128878	0.919147604709286	loss	243.441	213.959	295.111	175.723	0.029	0.429	1
18	0	-	chr1	2429961	2430086	0.055	-2.29590961247775	0.215	0.028	125	0.611841687235918	0.919147604709286	loss	151.597	154.248	183.544	126.568	-0.203	0.604	1
19	0	-	chr1	2430182	2430267	-0.087	-1.83917964990883	0.049	-0.09	85	0.581923808020103	0.919147604709286	loss	239.388	254.615	290.188	209.192	-0.15	0.043	1
20	0	-	chr1	2430522	2430669	0.226	-1.21900520571729	0.103	0.209	147	0.65557741460437	0.919147604709286	loss	339.33	292.441	411.592	240.331	0.051	0.523	1
21	0	-	chr1	2431079	2431159	0.43	-0.715238713135228	0.053	0.425	80	0.738239513003152	0.922741581595578	loss	460.443	342.738	558.712	281.737	0.345	0.537	1
22	0	-	chr1	2433550	2433848	0.39	-2.61420919735382	0.106	0.401	298	0.65309952948025	0.919147604709286	loss	102.761	78.496	124.221	64.208	0.183	0.676	1
23	0	-	chr1	2435360	2436652	0.59	-2.38283282319248	0.349	0.552	1289	0.678802786289105	0.919147604709286	loss	108.961	76.908	131.752	62.9	-0.386	1.445	1
24	0	-	chr1	3003428	3003530	-0.02	-0.13208706073163	0.069	-0.029	102	0.728241209774061	0.920040143339738	loss	912.441	924.631	1107.775	760.763	-0.107	0.144	2
25	0	-	chr1	4510054	4510156	0.059	-0.292875320077909	0.051	0.055	102	0.608248979300302	0.919147604709286	loss	772.623	743.491	937.931	611.645	-0.019	0.171	2
26	0	NPHP4	chr1	6011300	6011402	-0.013	-0.489721881217253	0.093	-0.03	102	0.549513294903408	0.919147604709286	loss	684.272	687.596	830.608	565.63	-0.15	0.178	2
27	0	-	chr1	7503222	7503323	0.062	-0.188213071227487	0.062	0.05	101	0.620522313608724	0.919147604709286	loss	839.222	805.484	1018.832	662.678	-0.029	0.164	2
28	0	-	chr1	9032969	9033070	-0.161	-0.188752046770175	0.023	-0.163	101	0.619521902589727	0.919147604709286	loss	927.518	1037.907	1126.089	854.013	-0.214	-0.103	2
29	0	-	chr1	10517883	10517985	-0.21	-0.472789465152212	0.038	-0.212	102	0.231585839154108	0.919147604709286	loss	754.649	873.576	916.098	718.733	-0.333	-0.115	2
30	0	MTOR	chr1	11167541	11167557	-0.187	-0.15949298364018	0.029	-0.204	16	0.674807180418706	0.919147604709286	loss	960.425	1093.926	1166.063	900.129	-0.226	-0.146	2
31	0	MTOR	chr1	11168237	11168343	-0.033	-0.11983444439662	0.022	-0.036	106	0.75258358921554	0.92621143918573	loss	926.412	948.188	1124.745	780.155	-0.071	0.026	2
32	0	MTOR	chr1	11169346	11169427	-0.101	-0.129356419538769	0.052	-0.11	81	0.733643506161241	0.921763880079575	loss	947.232	1017.242	1150.037	837.001	-0.177	-0.009	2
33	0	MTOR	chr1	11169705	11169786	0.036	-0.0369166390382225	0.047	0.039	81	0.922637207238274	0.976601016297252	loss	960.17	935.44	1165.753	769.661	-0.047	0.139	2
34	0	MTOR	chr1	11172908	11172974	-0.152	-0.110294246478236	0.014	-0.152	66	0.771710480405916	0.933091537487464	loss	984.06	1093.783	1194.773	900.012	-0.186	-0.112	2
35	0	MTOR	chr1	11174374	11174510	0.038	-0.555159628083887	0.06	0.015	136	0.596478463715617	0.919147604709286	loss	632.811	616.922	768.096	507.451	-0.051	0.152	1
36	0	MTOR	chr1	11174869	11174944	-0.119	-0.0142373341276374	0.032	-0.129	75	0.97012421427953	0.992294122192502	loss	1047.448	1138.012	1271.773	936.421	-0.165	-0.039	2
37	0	MTOR	chr1	11175452	11175525	-0.144	-0.184469765567725	0.026	-0.142	73	0.627489691216488	0.919147604709286	loss	924.321	1021.189	1122.205	840.251	-0.199	-0.102	2
38	0	MTOR	chr1	11177060	11177143	-0.066	0.0191501859271799	0.025	-0.069	83	0.959822628945662	0.990814052862237	gain	1051.235	1100.169	1276.373	905.269	-0.126	-0.019	2
39	0	MTOR	chr1	11181302	11181425	0.171	-0.273281239175961	0.077	0.171	123	0.717062056399348	0.920040143339738	loss	743.579	664.395	902.65	546.531	0.042	0.329	2
40	0	MTOR	chr1	11182035	11182183	0.154	-0.198865742765633	0.083	0.133	148	0.728700162784971	0.920040143339738	loss	796.03	718.882	966.365	591.386	0.043	0.385	2
41	0	MTOR	chr1	11184554	11184690	0.055	-0.0874081421048982	0.023	0.061	136	0.818142721678204	0.949115409246753	loss	913.65	879.353	1109.243	723.488	0.002	0.105	2
42	0	MTOR	chr1	11186678	11186853	0.086	-0.0130551452762656	0.044	0.087	175	0.972603913696904	0.992502368520922	loss	954.959	901.385	1159.423	741.625	0.006	0.233	2
43	0	MTOR	chr1	11187066	11187201	-0.037	-0.214818208658543	0.068	-0.057	135	0.572007606074869	0.919147604709286	loss	859.874	883	1043.919	726.491	-0.147	0.139	2
44	0	MTOR	chr1	11187680	11187863	0.049	-0.220515972511407	0.079	0.04	183	0.589337235739741	0.919147604709286	loss	820.862	798.616	996.53	657.024	-0.064	0.328	2
45	0	MTOR	chr1	11188060	11188183	0.044	-0.326439374894906	0.125	-0.019	123	0.591387493275257	0.919147604709286	loss	754.636	739.106	916.081	608.034	-0.104	0.336	2
