Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.975	-0.482800252113821	0.504	-0.903	102	0.90321367977255	0.999996204792178	loss	255.161	475.565	124.608	970.89	-2.37	-0.243	3
2	0	-	chr1	2408027	2408151	1.615	2.10896978425011	0.421	1.52	124	0.628756866243068	0.999996204792178	gain	472.66	151.316	231.032	308.223	0.158	2.394	2
3	0	-	chr1	2409914	2410061	0.557	1.05782010220344	0.348	0.483	147	0.857189790148125	0.999996204792178	gain	201.825	136.806	98.51	278.568	-0.031	1.215	1
4	0	-	chr1	2411172	2411416	0.713	1.2257634551848	0.42	0.688	244	0.8856286543845	0.999996204792178	gain	72.658	44.006	35.307	88.912	-0.55	1.638	1
5	0	-	chr1	2411621	2411751	0.887	1.38405331722154	0.499	1.093	130	0.783805055279975	0.999996204792178	gain	314.993	158.905	153.885	323.731	-0.194	1.513	1
6	0	-	chr1	2415886	2416057	-2.389	-1.89103386772723	4.088	-0.17	171	0.718527017784808	0.999996204792178	loss	248.863	187.969	121.526	383.129	-8.519	1.678	1
7	0	-	chr1	2418345	2418439	1.306	1.80088598317323	0.236	1.345	94	0.693205110793462	0.999996204792178	gain	410.826	164.172	200.777	334.496	0.688	1.659	2
8	0	-	chr1	2418611	2418815	-1.021	-0.511029887883816	0.9	-0.908	204	0.948446268566959	0.999996204792178	loss	51.051	98.633	24.735	200.554	-5.558	0.356	1
9	0	-	chr1	2419036	2419157	0.817	1.3113334822966	0.264	0.921	121	0.767861415970052	0.999996204792178	gain	385.779	218.274	188.521	445.065	0.355	1.266	2
10	0	-	chr1	2420645	2420817	0.654	1.14872548913536	0.691	1.024	172	0.799790686182459	0.999996204792178	gain	380.402	202.889	185.89	413.622	-0.664	1.641	2
11	0	-	chr1	2421198	2421306	1.237	1.72931004846123	0.264	1.268	108	0.665088398229638	0.999996204792178	gain	511.121	212.449	249.852	433.159	0.049	1.634	3
12	0	-	chr1	2422630	2422774	1.324	1.81487865477801	0.506	1.349	144	0.621691015343066	0.999996204792178	gain	597.089	225.05	291.917	458.911	-2.97	1.947	3
13	0	-	chr1	2426294	2426387	1.66	2.15395786370889	0.132	1.662	93	0.621242902199197	0.999996204792178	gain	475.473	149.167	232.409	303.829	1.382	1.972	2
14	0	-	chr1	2426926	2427009	1.337	1.83598365047882	0.299	1.431	83	0.737223362860742	0.999996204792178	gain	288.44	110.481	140.892	224.768	0.404	1.709	1
15	0	-	chr1	2428045	2428143	1.88	2.37235739224602	0.677	2.168	98	0.553636934898673	0.999996204792178	gain	580.68	139.84	283.888	284.77	-0.156	2.407	3
16	0	-	chr1	2428266	2428449	-1.143	-0.644364825197304	3.617	0.983	183	0.904923874478152	0.999996204792178	loss	262.004	149.515	127.956	304.542	-7.849	1.653	1
17	0	-	chr1	2428940	2429048	1.275	1.7772421881385	0.241	1.343	108	0.774133888995459	0.999996204792178	gain	211.796	86.483	103.389	175.723	0.481	1.606	1
18	0	-	chr1	2429961	2430086	0.405	0.912167599653547	1.153	1.178	125	0.900332416903062	0.999996204792178	gain	129.776	62.431	63.256	126.568	-1.536	1.613	1
19	0	-	chr1	2430182	2430267	2.153	2.64817558444982	0.168	2.151	85	0.567263291456771	0.999996204792178	gain	457.471	102.86	223.6	209.192	1.654	2.533	2
20	0	-	chr1	2430522	2430669	0.004	0.508494166830559	0.672	0.309	147	0.939426567442908	0.999996204792178	gain	125.888	118.096	61.354	240.331	-1.216	0.97	1
21	0	-	chr1	2431079	2431159	-0.955	-0.449660056990394	0.877	-1.28	80	0.947879794768469	0.999996204792178	loss	87.894	138.356	42.763	281.737	-2.669	0.258	1
22	0	-	chr1	2433550	2433848	-1.274	-0.754417091247167	2.578	0.114	288	0.940050332131951	0.999996204792178	loss	30.765	32.723	14.809	65.854	-6.051	0.867	1
23	0	-	chr1	2435360	2436652	-0.388	0.130530543060135	2.077	-0.203	1159	0.989371127572118	0.999996204792178	gain	35.775	33.963	17.261	68.388	-7.116	2.511	1
24	0	-	chr1	3003428	3003530	-0.608	-0.114015549024717	0.437	-0.526	102	0.979162892947511	0.999996204792178	loss	250.412	372.748	122.284	760.763	-1.412	0.204	2
25	0	-	chr1	4510054	4510156	1.206	1.69450397121471	0.381	1.282	102	0.59088990214725	0.999996204792178	gain	716.375	299.783	350.284	611.645	0.552	1.887	3
26	0	NPHP4	chr1	6011300	6011402	0.421	0.914141072186014	0.64	0.6	102	0.826833775054767	0.999996204792178	gain	394.593	277.268	192.833	565.63	-2.059	1.312	2
27	0	-	chr1	7503222	7503323	0.578	1.06898150674654	0.193	0.62	101	0.772686979001477	0.999996204792178	gain	489.874	324.755	239.455	662.678	0.3	1.028	3
