Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.401	-0.41460255990723	0.024	-0.398	102	0.142631606814015	0.838891643291151	loss	891.242	1176.64	1079.049	970.89	-0.453	-0.358	2
2	0	-	chr1	2408027	2408151	0.287	-0.876401071750469	0.084	0.305	124	0.670317056736444	0.839676886886859	loss	459.551	373.882	556.097	308.223	0.07	0.419	1
3	0	-	chr1	2409914	2410061	0.28	-1.02343638299295	0.065	0.271	147	0.662595950570883	0.839328986440913	loss	408.156	337.958	493.837	278.568	0.168	0.461	1
4	0	-	chr1	2411172	2411416	0.132	-2.66386012608524	0.113	0.151	244	0.62198575651643	0.838891643291151	loss	121.167	108.209	146.176	88.912	-0.17	0.319	1
5	0	-	chr1	2411621	2411751	0.333	-0.757019478368059	0.085	0.341	130	0.691595442814911	0.844365054115849	loss	490.529	392.669	593.623	323.731	0.12	0.514	1
6	0	-	chr1	2415886	2416057	0.176	-0.751343881355859	0.149	0.232	171	0.63334736938614	0.838891643291151	loss	539.747	464.625	653.246	383.129	-0.086	0.388	1
7	0	-	chr1	2418345	2418439	0.229	-0.865717145785645	0.052	0.214	94	0.651720036067887	0.838891643291151	loss	474.216	405.709	573.862	334.496	0.153	0.363	1
8	0	-	chr1	2418611	2418815	0.331	-1.36342459623386	0.057	0.336	204	0.664789289940871	0.839328986440913	loss	304.324	243.452	368.054	200.554	0.226	0.471	1
9	0	-	chr1	2419036	2419157	0.256	-0.456570694478432	0.083	0.281	121	0.68751197733193	0.843310387227603	loss	650.528	539.653	787.446	445.065	0.07	0.361	1
10	0	-	chr1	2420645	2420817	0.293	-0.501595159296947	0.026	0.295	172	0.70029871927677	0.846244590250609	loss	613.91	501.563	743.087	413.622	0.239	0.349	1
11	0	-	chr1	2421198	2421306	0.31	-0.41655305645595	0.043	0.326	108	0.720383914752582	0.856062664861021	loss	651.871	525.23	789.074	433.159	0.219	0.374	1
12	0	-	chr1	2422630	2422774	0.28	-0.388971528885365	0.057	0.276	144	0.709931904819438	0.851892166140028	loss	675.48	556.427	817.674	458.911	0.15	0.425	1
13	0	-	chr1	2426294	2426387	0.071	-1.21851583190374	0.078	0.071	93	0.598960418091872	0.838891643291151	loss	385.808	368.56	466.763	303.829	-0.102	0.194	1
14	0	-	chr1	2426926	2427009	0.477	-0.997686019368072	0.057	0.488	83	0.711374518050375	0.851978235507066	loss	378.882	272.785	458.373	224.768	0.34	0.595	1
15	0	-	chr1	2428045	2428143	0.345	-0.893481224421895	0.055	0.334	98	0.686332261649605	0.842725456372971	loss	439.946	345.471	532.347	284.77	0.236	0.474	1
16	0	-	chr1	2428266	2428449	0.362	-0.777583545933829	0.086	0.377	183	0.698843748162451	0.846035755294332	loss	479.847	369.423	580.683	304.542	0.151	0.506	1
17	0	-	chr1	2428940	2429048	0.371	-1.46649360997606	0.031	0.364	108	0.669850795139202	0.839676886886859	loss	275.839	213.372	333.546	175.723	0.324	0.486	1
