Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.048	0.433246090519372	0.08	-0.05	102	0.53919467464031	0.904071759278718	gain	1368.337	1412.151	1988.804	970.89	-0.166	0.113	2
2	0	-	chr1	2408027	2408151	0.869	-0.00846812929209917	0.088	0.833	124	0.996202898447158	0.99789106176164	loss	810.181	448.648	1177.258	308.223	0.759	1.071	1
3	0	-	chr1	2409914	2410061	0.934	-0.0588593497237212	0.08	0.924	147	0.976846831578156	0.992825787383688	loss	771.367	405.531	1120.823	278.568	0.805	1.135	1
4	0	-	chr1	2411172	2411416	0.994	-1.93763263281186	0.184	0.91	244	0.754883469139059	0.960162070728344	loss	250.115	129.776	362.934	88.912	0.724	1.325	1
5	0	-	chr1	2411621	2411751	0.992	0.308430741088698	0.044	0.989	130	0.820788162059081	0.966171119795827	gain	938.352	471.197	1363.615	323.731	0.901	1.07	1
6	0	-	chr1	2415886	2416057	0.799	0.250505296633517	0.083	0.796	171	0.814969227945701	0.966171119795827	gain	967.523	557.561	1406.029	383.129	0.666	0.996	1
7	0	-	chr1	2418345	2418439	0.915	0.222359146568421	0.049	0.902	94	0.872090983208137	0.971154949585992	gain	915.262	486.849	1330.043	334.496	0.848	1.066	1
8	0	-	chr1	2418611	2418815	0.884	-0.722263737808032	0.135	0.853	204	0.829298654589473	0.966171119795827	loss	530.837	292.101	771.098	200.554	0.704	1.223	1
9	0	-	chr1	2419036	2419157	0.918	0.711371166777753	0.114	0.894	121	0.313352452344572	0.779973826438758	gain	1213.986	647.614	1764.38	445.065	0.763	1.159	1
10	0	-	chr1	2420645	2420817	0.841	0.450537940735885	0.067	0.834	172	0.537048121559038	0.902767755157044	gain	1070.436	601.896	1555.663	413.622	0.727	1.126	1
11	0	-	chr1	2421198	2421306	0.813	0.490030401649102	0.042	0.814	108	0.48736208512409	0.874151758651028	gain	1109.171	630.303	1611.981	433.159	0.741	0.889	1
12	0	-	chr1	2422630	2422774	0.761	0.492957908226272	0.097	0.74	144	0.484764755465482	0.873560952862124	gain	1128.355	667.746	1639.875	458.911	0.655	1.019	1
13	0	-	chr1	2426294	2426387	0.587	-0.515569873521929	0.066	0.563	93	0.819899622174139	0.966171119795827	loss	661.69	442.261	961.355	303.829	0.497	0.702	1
14	0	-	chr1	2426926	2427009	0.876	-0.527217186555418	0.046	0.866	83	0.85634901717489	0.969765837189547	loss	599.091	327.307	870.337	224.768	0.813	1.027	1
15	0	-	chr1	2428045	2428143	1.078	0.239505939643968	0.041	1.089	98	0.887658735908788	0.972181591264124	gain	873.223	414.548	1268.918	284.77	0.973	1.162	1
16	0	-	chr1	2428266	2428449	0.818	-0.118595991968401	0.127	0.844	183	0.950407110838498	0.985669357142597	loss	772.861	443.297	1122.995	304.542	0.587	1.008	1
17	0	-	chr1	2428940	2429048	1.036	-0.659810269939384	0.025	1.032	108	0.852264055776246	0.969553102061907	loss	525.064	255.998	762.704	175.723	0.984	1.107	1
18	0	-	chr1	2429961	2430086	0.805	-1.65701889610417	0.101	0.786	125	0.749716606569745	0.960162070728344	loss	315.058	184.527	457.36	126.568	0.669	1.095	1
19	0	-	chr1	2430182	2430267	0.628	-1.07924799920608	0.074	0.617	85	0.762262184895307	0.960162070728344	loss	471.209	304.66	684.4	209.192	0.501	0.798	1
20	0	-	chr1	2430522	2430669	0.885	-0.400417588975967	0.055	0.862	147	0.880279688874196	0.971154949585992	loss	642.347	349.936	933.231	240.331	0.826	1.033	1
21	0	-	chr1	2431079	2431159	0.838	-0.203639407356373	0.023	0.836	80	0.923947904206604	0.98184728182704	loss	733.748	410.139	1066.125	281.737	0.79	0.925	1
22	0	-	chr1	2433550	2433848	0.952	-2.52065650982413	0.097	0.935	298	0.732415440179599	0.960162070728344	loss	183.234	93.856	265.691	64.208	0.734	1.186	1
23	0	-	chr1	2435360	2436652	1.022	-2.42280359672565	0.197	1.023	1292	0.740388619466899	0.960162070728344	loss	189.86	91.768	275.325	62.771	0.332	1.595	1
24	0	-	chr1	3003428	3003530	0.353	0.669767819622367	0.131	0.301	102	0.342494037310083	0.797726204716522	gain	1419.522	1106.631	2063.225	760.763	0.201	0.614	2
25	0	-	chr1	4510054	4510156	0.406	0.379355526507286	0.086	0.376	102	0.59081649051813	0.928527025353237	gain	1177.825	889.817	1711.804	611.645	0.303	0.609	2
26	0	NPHP4	chr1	6011300	6011402	0.643	0.647725783034456	0.071	0.644	102	0.358614076358325	0.807388359824224	gain	1282.906	822.914	1864.588	565.63	0.539	0.77	2
27	0	-	chr1	7503222	7503323	0.582	0.815538303369871	0.018	0.582	101	0.247743921261881	0.725034052784541	gain	1442.438	964.019	2096.545	662.678	0.545	0.618	2
28	0	-	chr1	9032969	9033070	-0.059	0.194975737086748	0.18	-0.053	101	0.782290531569057	0.964046737430398	gain	1193.098	1242.215	1734.01	854.013	-0.357	0.232	2
29	0	-	chr1	10517883	10517985	0.468	0.756812151515616	0.058	0.45	102	0.283443830830112	0.760160395389742	gain	1439.778	1045.521	2092.676	718.733	0.266	0.596	2
30	0	MTOR	chr1	11167541	11167557	-0.274	-0.0510298462730168	0.03	-0.284	16	0.94234437730179	0.98499852982908	loss	1082.403	1309.267	1573.063	900.129	-0.316	-0.221	2
31	0	MTOR	chr1	11168237	11168343	0.402	0.789540161343276	0.034	0.392	106	0.263140178577847	0.74227674023557	gain	1497.779	1134.827	2177.009	780.155	0.355	0.529	2
32	0	MTOR	chr1	11169346	11169427	-0.32	-0.246870829251122	0.067	-0.358	81	0.72642483765277	0.960162070728344	loss	974.05	1217.48	1415.519	837.001	-0.409	-0.184	2
33	0	MTOR	chr1	11169705	11169786	0.02	0.141988667334827	0.022	0.018	81	0.840512655197877	0.967574669490669	gain	1135.31	1119.569	1649.988	769.661	-0.032	0.079	2
34	0	MTOR	chr1	11172908	11172974	0.142	0.606116623364426	0.076	0.13	66	0.390319939685356	0.823027565128397	gain	1443.752	1309.096	2098.455	900.012	0.025	0.278	2
35	0	MTOR	chr1	11174374	11174510	0.636	0.45061697386869	0.026	0.638	136	0.523050211393776	0.895054921707567	gain	1146.49	738.321	1666.243	507.451	0.577	0.708	1
36	0	MTOR	chr1	11174869	11174944	-0.231	0.0834476952578738	0.068	-0.265	75	0.905854682047594	0.978050688953851	gain	1160.702	1362.035	1686.907	936.421	-0.315	-0.067	2
37	0	MTOR	chr1	11175452	11175525	0.361	0.849373902772294	0.032	0.362	73	0.228666462612007	0.711013957258873	gain	1569.866	1222.205	2281.822	840.251	0.294	0.416	2
38	0	MTOR	chr1	11177060	11177143	-0.139	0.167819316099325	0.072	-0.136	83	0.811999724063152	0.966171119795827	gain	1194.798	1316.74	1736.482	905.269	-0.274	-0.012	2
