Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.172	-0.183995715078905	0.061	-0.171	102	0.688637352543596	0.991649402777152	loss	992.161	1117.092	1140.48	970.89	-0.391	-0.064	2
2	0	-	chr1	2408027	2408151	-0.078	-1.17589621378188	0.155	-0.02	124	0.70611652037859	0.991649402777152	loss	344.911	354.978	396.097	308.223	-0.552	0.118	1
3	0	-	chr1	2409914	2410061	-0.19	-1.43747034850285	0.078	-0.192	147	0.686261047414344	0.991649402777152	loss	280.353	320.872	321.85	278.568	-0.347	-0.006	1
4	0	-	chr1	2411172	2411416	-0.633	-3.09113203704935	0.339	-0.635	244	0.664262994006773	0.991649402777152	loss	72.994	102.755	83.373	88.912	-1.211	-0.129	1
5	0	-	chr1	2411621	2411751	-0.458	-1.59736704639321	0.419	-0.319	130	0.622056953226646	0.991649402777152	loss	298.201	372.814	342.377	323.731	-1.24	0.037	1
6	0	-	chr1	2415886	2416057	0.143	-0.644762393941853	0.29	0.19	171	0.770042473056507	0.991649402777152	loss	517.966	441.126	595.123	383.129	-0.455	0.538	1
7	0	-	chr1	2418345	2418439	0.165	-0.775254764864704	0.114	0.184	94	0.770245083295071	0.991649402777152	loss	436.255	385.194	501.149	334.496	-0.114	0.345	1
8	0	-	chr1	2418611	2418815	0.191	-1.22818050286976	0.213	0.216	204	0.762494700434859	0.991649402777152	loss	273.834	231.151	314.353	200.554	-0.19	0.459	1
9	0	-	chr1	2419036	2419157	0.298	-0.305920474153345	0.164	0.323	121	0.854186031509354	0.991649402777152	loss	643.68	512.356	739.702	445.065	-0.256	0.536	1
10	0	-	chr1	2420645	2420817	-0.065	-0.856839209203804	0.28	-0.066	172	0.699224209307301	0.991649402777152	loss	478.934	476.194	550.233	413.622	-0.563	0.354	1
