Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.304	-0.20747417363531	0.104	-0.302	102	0.688445591942973	0.963800513176771	loss	839.643	1033.339	892.686	970.89	-0.516	-0.152	2
2	0	-	chr1	2408027	2408151	0.52	-0.437958829446425	0.069	0.538	124	0.854688195923886	0.966067480393105	loss	473.08	328.389	502.734	308.223	0.341	0.637	1
3	0	-	chr1	2409914	2410061	-0.051	-1.39956113901284	0.196	-0.033	147	0.661713480024267	0.963800513176771	loss	288.396	296.842	306.265	278.568	-0.361	0.302	1
4	0	-	chr1	2411172	2411416	0.433	-2.09655528586126	0.112	0.448	244	0.710063965927702	0.963800513176771	loss	131.097	95.085	138.93	88.912	0.111	0.614	1
5	0	-	chr1	2411621	2411751	0.204	-0.826818850101548	0.194	0.288	130	0.74497878224816	0.963800513176771	loss	410.927	344.887	436.615	323.731	-0.321	0.419	1
6	0	-	chr1	2415886	2416057	-0.001	-0.930410092244694	0.079	0.017	171	0.689960318917557	0.963800513176771	loss	412.025	408.076	437.784	383.129	-0.177	0.134	1
7	0	-	chr1	2418345	2418439	0.079	-0.990814370135107	0.079	0.1	94	0.7055758808944	0.963800513176771	loss	376.118	356.339	399.585	334.496	-0.116	0.209	1
8	0	-	chr1	2418611	2418815	0.147	-1.52527049038834	0.055	0.152	204	0.693310429167803	0.963800513176771	loss	237.136	213.851	251.735	200.554	0.03	0.261	1
9	0	-	chr1	2419036	2419157	0.314	-0.294491158086064	0.084	0.331	121	0.859954596665566	0.966603523534251	loss	587.88	473.963	624.86	445.065	0.148	0.467	1
10	0	-	chr1	2420645	2420817	0.048	-0.762950579819264	0.087	0.039	172	0.714758144578731	0.963800513176771	loss	461.64	440.514	490.564	413.622	-0.132	0.203	1
11	0	-	chr1	2421198	2421306	0.132	-0.59376583051947	0.078	0.141	108	0.756085564607412	0.963800513176771	loss	504.89	461.297	536.574	433.159	-0.013	0.292	1
12	0	-	chr1	2422630	2422774	0.359	-0.183244838117716	0.085	0.381	144	0.904805631228023	0.976691224418293	loss	631.312	488.693	671.063	458.911	0.153	0.49	1
13	0	-	chr1	2426294	2426387	0.314	-0.768581270032287	0.059	0.309	93	0.771704329994346	0.963800513176771	loss	401.252	323.716	426.323	303.829	0.212	0.421	1
