Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.203	-0.138681984299226	0.057	-0.218	102	0.744198707201949	0.997815618655716	loss	822.824	946.005	800.824	970.89	-0.309	-0.088	2
2	0	-	chr1	2408027	2408151	0.406	-0.660604125187474	0.14	0.446	124	0.800048799772809	0.997815618655716	loss	396.458	300.664	385.605	308.223	0.086	0.62	1
3	0	-	chr1	2409914	2410061	0.354	-0.859209530059609	0.1	0.373	147	0.76771833517431	0.997815618655716	loss	346.073	271.784	336.537	278.568	0.111	0.554	1
4	0	-	chr1	2411172	2411416	0.35	-2.23363972320553	0.14	0.379	244	0.696239742943192	0.997815618655716	loss	112.839	87.088	109.402	88.912	-0.065	0.555	1
5	0	-	chr1	2411621	2411751	0.307	-0.742462989814056	0.059	0.31	130	0.772916915559578	0.997815618655716	loss	391.263	315.767	380.546	323.731	0.118	0.435	1
6	0	-	chr1	2415886	2416057	0.152	-0.760971284570648	0.061	0.161	171	0.739975774347687	0.997815618655716	loss	417.508	373.612	406.105	383.129	-0.109	0.28	1
7	0	-	chr1	2418345	2418439	0.4	-0.568711997101388	0.086	0.387	94	0.813239984976319	0.997815618655716	loss	429.384	326.25	417.67	334.496	0.264	0.613	1
8	0	-	chr1	2418611	2418815	0.204	-1.47834575977573	0.148	0.165	204	0.702589904240521	0.997815618655716	loss	224.086	195.81	217.74	200.554	0.01	0.54	1
9	0	-	chr1	2419036	2419157	0.375	-0.257224813725403	0.037	0.371	121	0.880895452176618	0.997815618655716	loss	562.916	433.928	547.711	445.065	0.274	0.488	1
10	0	-	chr1	2420645	2420817	0.579	-0.0227485758262451	0.15	0.635	172	0.989027743915064	0.997991156916696	loss	618.866	403.307	602.198	413.622	0.2	0.75	1
11	0	-	chr1	2421198	2421306	0.381	-0.275897298922636	0.132	0.412	108	0.875948841314104	0.997815618655716	loss	554.466	422.333	539.481	433.159	0.103	0.596	1
12	0	-	chr1	2422630	2422774	0.443	-0.118861865425075	0.072	0.437	144	0.939740603805833	0.997815618655716	loss	608.886	447.412	592.479	458.911	0.284	0.643	1
13	0	-	chr1	2426294	2426387	0.154	-1.03841721026776	0.091	0.161	93	0.717143665144417	0.997815618655716	loss	332.139	296.386	322.968	303.829	-0.035	0.369	1
14	0	-	chr1	2426926	2427009	0.309	-1.18253482112596	0.055	0.308	83	0.734014617883111	0.997815618655716	loss	271.934	219.391	264.337	224.768	0.19	0.406	1
15	0	-	chr1	2428045	2428143	0.152	-1.1249182037395	0.069	0.159	98	0.711331705304939	0.997815618655716	loss	308.46	277.824	299.908	284.77	-0.042	0.29	1
16	0	-	chr1	2428266	2428449	0.376	-0.700918627305071	0.126	0.412	183	0.789794444650812	0.997815618655716	loss	394.148	297.079	383.355	304.542	0.038	0.565	1
17	0	-	chr1	2428940	2429048	0.343	-1.42854840386274	0.194	0.408	108	0.724607518176701	0.997815618655716	loss	218.534	171.629	212.333	175.723	0.032	0.657	1
18	0	-	chr1	2429961	2430086	0.349	-1.8152178345728	0.109	0.377	125	0.708812977404687	0.997815618655716	loss	158.626	123.759	153.992	126.568	0.074	0.641	1
19	0	-	chr1	2430182	2430267	0.173	-1.46989615164796	0.116	0.163	85	0.69819945301591	0.997815618655716	loss	229.535	204.223	223.047	209.192	-0.009	0.441	1
20	0	-	chr1	2430522	2430669	-0.117	-1.70213807773944	0.125	-0.114	147	0.642999238773099	0.997815618655716	loss	220.336	234.547	214.088	240.331	-0.459	0.116	1
21	0	-	chr1	2431079	2431159	0.432	-0.724942689569721	0.06	0.444	80	0.795244767802625	0.997815618655716	loss	372.283	274.87	362.063	281.737	0.323	0.53	1
22	0	-	chr1	2433550	2433848	-0.05	-3.23788327334627	0.258	-0.133	298	0.641846391315455	0.997815618655716	loss	58.538	63.029	56.52	64.208	-0.471	0.647	1
23	0	-	chr1	2435360	2436652	0.393	-2.57561527764083	0.329	0.424	1282	0.692435003108297	0.997815618655716	loss	83.575	62.044	80.903	63.196	-1.316	0.986	1
24	0	-	chr1	3003428	3003530	0.037	-0.0974055591444171	0.083	0.021	102	0.88855803819024	0.997815618655716	loss	760.488	741.372	740.118	760.763	-0.132	0.193	2
25	0	-	chr1	4510054	4510156	-0.276	-0.800104806188841	0.176	-0.332	102	0.592482786268544	0.997815618655716	loss	493.498	596.152	480.108	611.645	-0.572	0.078	1
26	0	NPHP4	chr1	6011300	6011402	0.185	-0.244592740250228	0.073	0.188	102	0.850861528498363	0.997815618655716	loss	626.485	551.341	609.618	565.63	-0.056	0.333	2
27	0	-	chr1	7503222	7503323	0.108	-0.16077780445874	0.094	0.122	101	0.868470327280365	0.997815618655716	loss	698.716	645.852	679.96	662.678	-0.127	0.314	2
28	0	-	chr1	9032969	9033070	-0.029	-0.0503128096388839	0.102	0.002	101	0.913471509301938	0.997815618655716	loss	816.234	832.184	794.406	854.013	-0.239	0.11	2
29	0	-	chr1	10517883	10517985	-0.245	-0.554827345799961	0.093	-0.236	102	0.598994291161287	0.997815618655716	loss	599.444	700.441	583.284	718.733	-0.663	-0.077	2
30	0	MTOR	chr1	11167541	11167557	-0.223	-0.259143871669344	0.024	-0.226	16	0.599475858165759	0.997815618655716	loss	751.318	877.094	731.188	900.129	-0.266	-0.181	2
31	0	MTOR	chr1	11168237	11168343	0.002	-0.117176891980407	0.066	0.005	106	0.859894787606474	0.997815618655716	loss	760.552	760.257	740.179	780.155	-0.144	0.146	2
32	0	MTOR	chr1	11169346	11169427	0.082	0.0826466917355485	0.041	0.08	81	0.845819254393349	0.997815618655716	gain	862.875	815.617	839.827	837.001	0.005	0.172	2
33	0	MTOR	chr1	11169705	11169786	0.127	0.0459868140576092	0.055	0.144	81	0.937400796497511	0.997815618655716	gain	819.316	750.037	797.407	769.661	-0.017	0.209	2
34	0	MTOR	chr1	11172908	11172974	0.348	0.557121007425534	0.068	0.328	66	0.189917378341812	0.997815618655716	gain	1115.813	876.98	1086.152	900.012	0.249	0.497	2
35	0	MTOR	chr1	11174374	11174510	-0.015	-0.663460079616539	0.078	-0.009	136	0.704606407379917	0.997815618655716	loss	488.925	494.683	475.654	507.451	-0.199	0.176	1
36	0	MTOR	chr1	11174869	11174944	-0.218	-0.199545920043112	0.188	-0.18	75	0.638710768978787	0.997815618655716	loss	790.844	912.438	769.68	936.421	-0.562	0.073	2
37	0	MTOR	chr1	11175452	11175525	0.282	0.378612654037276	0.062	0.289	73	0.373025884430239	0.997815618655716	gain	997.71	818.781	971.137	840.251	0.097	0.388	2
38	0	MTOR	chr1	11177060	11177143	-0.193	-0.210517475895291	0.138	-0.224	83	0.64376980798415	0.997815618655716	loss	771.477	882.1	750.819	905.269	-0.367	0.099	2
39	0	MTOR	chr1	11181302	11181425	0.279	-0.145146745060948	0.083	0.284	123	0.910393929029895	0.997815618655716	loss	650.378	532.741	632.886	546.531	0.076	0.438	2
40	0	MTOR	chr1	11182035	11182183	0.316	0.0057137847963224	0.139	0.346	148	0.995683058163895	0.998696233666205	gain	722.971	576.423	703.581	591.386	-0.019	0.514	2
41	0	MTOR	chr1	11184554	11184690	0.089	-0.0769765724953459	0.131	0.063	136	0.919313971949544	0.997815618655716	loss	758.253	705.072	737.941	723.488	-0.121	0.345	2
42	0	MTOR	chr1	11186678	11186853	0.127	0.00403961255087926	0.081	0.114	175	0.995201010028257	0.998644915269311	gain	793.344	722.735	772.114	741.625	-0.049	0.315	2
43	0	MTOR	chr1	11187066	11187201	0.189	0.070151308321602	0.167	0.224	135	0.915757733794632	0.997815618655716	gain	813.224	707.996	791.474	726.491	-0.132	0.427	2
