Chr	Target.Start	Target.End	NumberOfTargets	OriStCoordinate	OriEndCoordinate	CBS.Mean	LogRatios	Above.PValues.Cutoff	Calls
chr1	1	370	370	762097	1354998	0.4106	0.410622501267232	0.00540540540540541	No
chr1	371	375	5	1355455	1363115	0.9482	0.948158978552919	0.4	CNV
chr1	376	393	18	1370797	1378215	0.3717	0.371734909791628	0	No
chr1	394	418	25	1384997	1431665	-1.8184	-1.8183718226849	0.64	CNV
chr1	419	446	28	1447425	1498619	0.2485	0.248456942859406	0	No
chr1	447	828	382	1499326	3044734	0.3611	0.367842147700927	0.0183246073298429	No
chr1	829	849	21	3102626	3348737	0.201	0.20103784084527	0	No
chr1	850	868	19	3350241	3355226	-0.0106	-0.0105904229693707	0	No
chr1	869	1264	396	3379665	6485146	0.2773	0.277271251349426	0.00505050505050505	No
chr1	1265	1274	10	6485146	6509163	0.6626	0.662552671714696	0.1	No
chr1	1275	1477	203	6511643	7826784	0.2691	0.269088289346241	0.0246305418719212	No
chr1	1478	1532	55	7826784	7905188	-0.012	-0.0120053971923692	0	No
chr1	1533	1588	56	7906434	8414368	0.2089	0.208912474354877	0.0178571428571429	No
chr1	1589	1591	3	8414368	8415195	-0.4857	-0.485677607032894	0	No
chr1	1592	1667	76	8415420	9099917	0.3562	0.36939702570423	0.0131578947368421	No
chr1	1668	1738	71	9099917	9429586	0.1521	0.152138717000841	0	No
chr1	1739	1873	134	9599594	10076124	0.3424	0.358616659666506	0.0223880597014925	No
chr1	1874	2061	188	10092936	10699546	0.1657	0.165699499229076	0.00531914893617021	No
chr1	2062	2344	283	10699546	11832255	0.2732	0.273233585449925	0	No
chr1	2345	2353	9	11835551	11845375	0.6658	0.66575479439518	0	No
chr1	2354	2403	50	11846103	11896276	0.2679	0.267916722311492	0.04	No
chr1	2404	2428	25	11897046	11980164	0.0585	0.0585362704406633	0	No
chr1	2429	2451	23	11982384	12030866	0.4828	0.482840234659158	0	No
chr1	2452	2538	87	12032867	12331284	0.2979	0.297876910317583	0	No
chr1	2539	2735	197	12333028	14507136	0.1139	0.107177906177834	0.0101522842639594	No
chr1	2736	3106	371	14925230	16382984	0.2546	0.254581948991043	0.0215633423180593	No
