Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.1	0.157381227796388	0.079	0.085	102	0.778446477138471	0.988589232405134	gain	1216.326	1132.811	1417.971	970.89	-0.041	0.255	2
2	0	-	chr1	2408027	2408151	-0.114	-0.831801564319915	0.245	-0.071	124	0.786457979074859	0.988589232405134	loss	348.413	359.968	405.758	308.223	-0.968	0.205	1
3	0	-	chr1	2409914	2410061	-0.712	-1.61598194304629	0.243	-0.656	147	0.676360425752233	0.988589232405134	loss	205.772	325.383	239.401	278.568	-1.19	-0.381	1
4	0	-	chr1	2411172	2411416	-0.843	-2.46081951682932	0.63	-0.903	244	0.722969269088283	0.988589232405134	loss	71.914	104.195	83.287	88.912	-1.904	0.032	1
5	0	-	chr1	2411621	2411751	-1.247	-2.132486635521	0.352	-1.202	130	0.573833534225208	0.988589232405134	loss	168.512	378.055	195.946	323.731	-1.95	-0.707	1
6	0	-	chr1	2415886	2416057	-0.666	-1.34512883367589	0.346	-0.579	171	0.643223565793448	0.988589232405134	loss	304.711	447.329	354.789	383.129	-1.504	-0.276	1
7	0	-	chr1	2418345	2418439	-0.551	-1.31640718125491	0.058	-0.545	94	0.687728800475296	0.988589232405134	loss	267.492	390.61	311.383	334.496	-0.687	-0.418	1
8	0	-	chr1	2418611	2418815	-0.776	-1.89878946642233	0.523	-0.625	204	0.693167580761067	0.988589232405134	loss	144.273	234.398	167.676	200.554	-1.714	-0.128	1
9	0	-	chr1	2419036	2419157	-0.294	-0.808310320571874	0.369	-0.083	121	0.712692085279361	0.988589232405134	loss	450.812	519.562	525.182	445.065	-1.034	0.125	1
10	0	-	chr1	2420645	2420817	-0.199	-0.727653759866467	0.464	-0.106	172	0.747123070325676	0.988589232405134	loss	466.195	482.891	543.122	413.622	-1.072	0.357	1
11	0	-	chr1	2421198	2421306	-0.313	-0.865483668267585	0.123	-0.343	108	0.713733076403415	0.988589232405134	loss	409.07	505.676	476.5	433.159	-0.508	-0.091	1
12	0	-	chr1	2422630	2422774	-0.333	-0.848665788871595	0.161	-0.309	144	0.699790346517567	0.988589232405134	loss	432.632	535.71	503.979	458.911	-0.922	-0.075	1
13	0	-	chr1	2426294	2426387	-0.576	-1.40724234637875	0.089	-0.596	93	0.692489972590723	0.988589232405134	loss	239.551	354.845	278.796	303.829	-0.776	-0.38	1
14	0	-	chr1	2426926	2427009	-0.021	-0.933909514432352	0.1	-0.002	83	0.811202808529541	0.988589232405134	loss	261.234	262.638	304.084	224.768	-0.321	0.145	1
15	0	-	chr1	2428045	2428143	-0.927	-1.8541940603692	0.205	-0.817	98	0.640552911652665	0.988589232405134	loss	179.81	332.616	209.122	284.77	-1.387	-0.686	1
16	0	-	chr1	2428266	2428449	-0.253	-0.995814733006217	0.398	-0.115	183	0.754014451835035	0.988589232405134	loss	325.826	355.676	379.415	304.542	-1.358	0.157	1
17	0	-	chr1	2428940	2429048	-0.553	-1.7323790716331	0.136	-0.526	108	0.731862557516979	0.988589232405134	loss	141.501	205.439	164.444	175.723	-0.839	-0.31	1
18	0	-	chr1	2429961	2430086	-0.33	-1.66051660689194	0.244	-0.256	125	0.771040324722831	0.988589232405134	loss	126.516	148.112	146.968	126.568	-0.97	0.06	1
19	0	-	chr1	2430182	2430267	-0.134	-1.11840361582144	0.235	-0.165	85	0.790852787951181	0.988589232405134	loss	224.564	244.473	261.318	209.192	-0.517	0.32	1
20	0	-	chr1	2430522	2430669	-0.348	-1.274467624878	0.296	-0.361	147	0.748065612899857	0.988589232405134	loss	232.213	280.789	270.238	240.331	-1.012	0.049	1
21	0	-	chr1	2431079	2431159	-0.858	-1.77020510680765	0.445	-0.715	80	0.650453111829102	0.988589232405134	loss	195.364	329.079	227.262	281.737	-1.693	-0.355	1
22	0	-	chr1	2433550	2433848	-1.006	-2.86851155417685	0.537	-0.932	298	0.719731358369101	0.988589232405134	loss	45.242	75.383	52.181	64.208	-2.653	-0.025	1
23	0	-	chr1	2435360	2436652	-0.807	-2.67607935240118	0.506	-0.785	1292	0.738705578737101	0.988589232405134	loss	45.699	73.707	52.714	62.771	-1.997	0.431	1
24	0	-	chr1	3003428	3003530	0.044	-0.0531773868393333	0.505	0.214	102	0.924264720091348	0.994441944652788	loss	961.951	887.748	1121.304	760.763	-0.893	0.63	2
25	0	-	chr1	4510054	4510156	-0.723	-1.12545150456639	0.247	-0.674	102	0.511395174543184	0.988589232405134	loss	439.795	713.838	512.333	611.645	-1.099	-0.342	1
26	0	NPHP4	chr1	6011300	6011402	-0.572	-1.00134589706975	0.089	-0.562	102	0.584164598884157	0.988589232405134	loss	446.462	660.173	520.108	565.63	-0.786	-0.413	1
27	0	-	chr1	7503222	7503323	-0.331	-0.605094755752759	0.282	-0.378	101	0.602475435456459	0.988589232405134	loss	633.588	773.356	738.347	662.678	-0.787	0.06	1
28	0	-	chr1	9032969	9033070	0.234	0.241068539799075	0.127	0.239	101	0.666505766536681	0.988589232405134	gain	1176.781	996.503	1371.851	854.013	0.049	0.452	2
29	0	-	chr1	10517883	10517985	-0.296	-0.51935064185976	0.077	-0.287	102	0.582002823492036	0.988589232405134	loss	683.073	838.73	796.059	718.733	-0.564	-0.121	1
30	0	MTOR	chr1	11167541	11167557	0.014	0.00213860138501664	0.055	0.016	16	0.99694962134197	0.999893954239291	gain	1060.297	1050.286	1236	900.129	-0.082	0.097	2
31	0	MTOR	chr1	11168237	11168343	-0.198	-0.34694241929272	0.108	-0.195	106	0.5778558719034	0.988589232405134	loss	797.03	910.364	928.962	780.155	-0.409	-0.031	2
32	0	MTOR	chr1	11169346	11169427	0.078	0.0339876879219855	0.067	0.059	81	0.951551598830547	0.995712092861315	gain	1031.546	976.662	1202.469	837.001	-0.017	0.204	2
