Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.145	0.575505352674215	0.192	0.103	102	0.414289537339547	0.972727985595743	gain	1411.647	1265.057	1837.98	970.89	-0.141	0.449	2
2	0	-	chr1	2408027	2408151	0.906	-0.0901821116996372	0.103	0.899	124	0.963569841844627	0.99339434889821	loss	765.918	401.951	996.935	308.223	0.574	1.063	1
3	0	-	chr1	2409914	2410061	1.154	0.174410621120415	0.099	1.168	147	0.928432592985582	0.989074826361518	gain	815.862	363.327	1061.986	278.568	0.932	1.341	1
4	0	-	chr1	2411172	2411416	0.898	-2.16941421703948	0.289	0.814	244	0.719731979248568	0.972727985595743	loss	234.006	116.306	304.135	88.912	0.443	1.348	1
5	0	-	chr1	2411621	2411751	1.168	0.460113995963922	0.11	1.187	130	0.74378406320805	0.972727985595743	gain	958.813	422.151	1248.177	323.731	0.907	1.324	1
6	0	-	chr1	2415886	2416057	0.789	0.0910228207624758	0.161	0.789	171	0.947723236100644	0.990589690126155	gain	889.426	499.516	1157.801	383.129	0.394	0.998	1
7	0	-	chr1	2418345	2418439	1.165	0.504426725663905	0.073	1.167	94	0.701221063158801	0.972727985595743	gain	983.303	436.172	1280.074	334.496	0.998	1.276	1
8	0	-	chr1	2418611	2418815	0.933	-0.799282188321603	0.06	0.943	204	0.81528896651638	0.97375676841706	loss	499.566	261.716	650.02	200.554	0.769	1.041	1
9	0	-	chr1	2419036	2419157	0.701	0.172914276230233	0.085	0.722	121	0.869723436510883	0.978502247985939	gain	952.941	580.185	1240.529	445.065	0.474	0.814	1
10	0	-	chr1	2420645	2420817	0.633	-0.0711122332143743	0.092	0.624	172	0.9594985420548	0.992230353451621	loss	844.766	539.231	1099.634	413.622	0.416	0.82	1
11	0	-	chr1	2421198	2421306	0.877	0.426366896152456	0.043	0.875	108	0.63644841416065	0.972727985595743	gain	1039.059	564.677	1352.694	433.159	0.752	0.96	1
