Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.58	0.989103485307847	0.071	0.589	102	0.277595138186602	0.999961932608943	gain	1246.752	832.424	1067.873	970.89	0.305	0.686	2
2	0	-	chr1	2408027	2408151	0.665	-0.218450402970728	0.316	0.833	124	0.931209559575256	0.999961932608943	loss	446.216	264.606	381.919	308.223	0.07	1.013	1
3	0	-	chr1	2409914	2410061	0.823	-0.145164058950442	0.142	0.882	147	0.956613598549104	0.999961932608943	loss	423.342	239.196	362.32	278.568	0.589	1.036	1
4	0	-	chr1	2411172	2411416	0.652	-1.76870072192157	0.179	0.621	244	0.725051111709091	0.999961932608943	loss	121.643	76.686	103.803	88.912	0.311	1.211	1
5	0	-	chr1	2411621	2411751	0.196	-0.883671612987854	0.202	0.186	130	0.756472857298387	0.999961932608943	loss	326.051	277.895	278.954	323.731	-0.144	0.559	1
6	0	-	chr1	2415886	2416057	0.01	-0.88961433020394	0.454	0.126	171	0.727893091782714	0.999961932608943	loss	372.554	328.791	318.801	383.129	-0.895	0.586	1
7	0	-	chr1	2418345	2418439	0.658	-0.169216771403528	0.166	0.7	94	0.944692665535625	0.999961932608943	loss	457.682	287.119	391.745	334.496	0.182	0.967	1
8	0	-	chr1	2418611	2418815	-0.141	-1.88218841652346	0.504	-0.013	204	0.631512905509309	0.999961932608943	loss	176.34	172.348	150.672	200.554	-1.035	0.491	1
9	0	-	chr1	2419036	2419157	0.327	-0.322856490692784	0.084	0.334	121	0.880689064126281	0.999961932608943	loss	481.119	381.862	411.826	445.065	0.123	0.49	1
10	0	-	chr1	2420645	2420817	-0.215	-1.10164651329314	0.609	0.033	172	0.663971652055675	0.999961932608943	loss	354.019	354.919	302.919	413.622	-1.467	0.486	1
11	0	-	chr1	2421198	2421306	0.095	-0.692210528585277	0.223	0.05	108	0.770628096571187	0.999961932608943	loss	398.299	371.66	340.861	433.159	-0.392	0.508	1
12	0	-	chr1	2422630	2422774	-0.186	-0.993281291258357	0.48	-0.036	144	0.679831959824482	0.999961932608943	loss	363.507	393.726	311.049	458.911	-1.022	0.505	1
13	0	-	chr1	2426294	2426387	0.765	-0.132876169859798	0.163	0.787	93	0.958508334123613	0.999961932608943	loss	441.516	260.842	377.892	303.829	0.347	0.999	1
14	0	-	chr1	2426926	2427009	0.115	-1.42500888377217	0.335	0.165	83	0.69202932598	0.999961932608943	loss	218.99	193.096	187.217	224.768	-0.928	0.558	1
15	0	-	chr1	2428045	2428143	0.687	-0.308376153438531	0.214	0.729	98	0.909485921354979	0.999961932608943	loss	403.225	244.51	345.082	284.77	0.119	0.957	1
16	0	-	chr1	2428266	2428449	0.731	-0.16844778368984	0.289	0.762	183	0.947467659214751	0.999961932608943	loss	439.99	261.452	376.585	304.542	0.132	1.39	1
