Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.089	0.0645106673228227	0.073	0.09	102	0.955813292499725	0.999849574998789	gain	1235.101	1160.694	1475.324	970.89	-0.025	0.238	2
2	0	-	chr1	2408027	2408151	0.219	-0.70337000017339	0.098	0.183	124	0.789611831592246	0.999849574998789	loss	423.972	368.82	506.04	308.223	0.081	0.455	1
3	0	-	chr1	2409914	2410061	0.362	-0.595145106186486	0.167	0.381	147	0.82705892965047	0.999849574998789	loss	426.169	333.383	508.667	278.568	0.112	0.665	1
4	0	-	chr1	2411172	2411416	0.376	-1.49858652886528	0.125	0.357	244	0.766360903779141	0.999849574998789	loss	138.612	106.748	165.041	88.912	0.086	0.659	1
5	0	-	chr1	2411621	2411751	0.18	-0.713064253735035	0.085	0.196	130	0.780771584699064	0.999849574998789	loss	434.579	387.352	518.715	323.731	0.036	0.358	1
6	0	-	chr1	2415886	2416057	0.242	-0.501188749884674	0.157	0.184	171	0.818428951564049	0.999849574998789	loss	530.235	458.332	633.023	383.129	0.028	0.603	1
7	0	-	chr1	2418345	2418439	0.505	-0.255997527578563	0.069	0.498	94	0.908533306772902	0.999849574998789	loss	566.903	400.216	676.84	334.496	0.375	0.658	1
8	0	-	chr1	2418611	2418815	0.358	-0.869236091755273	0.107	0.322	204	0.798614000925076	0.999849574998789	loss	304.447	240.158	363.211	200.554	0.205	0.729	1
9	0	-	chr1	2419036	2419157	0.323	-0.266930875732518	0.081	0.297	121	0.881833779078134	0.999849574998789	loss	661.606	532.344	790.008	445.065	0.183	0.517	1
10	0	-	chr1	2420645	2420817	0.381	-0.252215318746471	0.085	0.372	172	0.894680861739258	0.999849574998789	loss	637.194	494.77	760.837	413.622	0.262	0.668	1
11	0	-	chr1	2421198	2421306	0.026	-0.671971384815832	0.03	0.027	108	0.745333910125712	0.999849574998789	loss	527.07	518.116	629.241	433.159	-0.045	0.085	1
12	0	-	chr1	2422630	2422774	0.188	-0.415314992624298	0.043	0.185	144	0.820425188077623	0.999849574998789	loss	625.539	548.89	746.91	458.911	0.095	0.284	1
13	0	-	chr1	2426294	2426387	0.046	-0.93465405502399	0.046	0.039	93	0.73703552508029	0.999849574998789	loss	374.304	363.57	446.688	303.829	-0.029	0.174	1
14	0	-	chr1	2426926	2427009	0.366	-0.763161811099857	0.058	0.34	83	0.809099939611075	0.999849574998789	loss	345.437	269.093	412.193	224.768	0.285	0.512	1
15	0	-	chr1	2428045	2428143	0.406	-0.518937362126785	0.089	0.411	98	0.84432135862055	0.999849574998789	loss	449.495	340.794	536.541	284.77	0.26	0.563	1
