Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.155	-0.125410885880421	0.209	-0.119	102	0.953500630349175	0.999948065235052	loss	479.659	527.758	260.216	970.89	-0.693	0.114	2
2	0	-	chr1	2408027	2408151	-0.403	-0.885785391482591	0.242	-0.384	124	0.851337430367863	0.999948065235052	loss	127.259	167.886	68.839	308.223	-0.915	0.151	1
3	0	-	chr1	2409914	2410061	0.009	-0.454673316768797	0.575	-0.087	147	0.921777706265527	0.999948065235052	loss	157.194	151.781	85.095	278.568	-0.969	0.945	1
4	0	-	chr1	2411172	2411416	-1.206	-2.25651228470797	0.887	-1.018	244	0.765947900461395	0.999948065235052	loss	26.944	48.785	14.361	88.912	-3.223	0.048	1
5	0	-	chr1	2411621	2411751	-0.269	-0.715080174179046	0.384	-0.364	130	0.874897089855357	0.999948065235052	loss	145.97	176.308	79	323.731	-1.005	0.47	1
6	0	-	chr1	2415886	2416057	0.102	-0.206288159911921	0.334	0.207	171	0.957259954472691	0.999948065235052	loss	239.784	208.565	129.947	383.129	-1.099	0.526	1
7	0	-	chr1	2418345	2418439	0.067	-0.312025490936383	0.382	0.214	94	0.940845745076983	0.999948065235052	loss	196.295	182.154	106.33	334.496	-0.847	0.533	1
8	0	-	chr1	2418611	2418815	-0.194	-0.823164210977172	0.317	-0.149	204	0.880211757533886	0.999948065235052	loss	98.419	109.414	53.176	200.554	-1.071	0.469	1
9	0	-	chr1	2419036	2419157	-0.171	-0.455425456217209	0.443	-0.145	121	0.902802036894027	0.999948065235052	loss	232.531	242.2	126.008	445.065	-1.139	0.391	1
10	0	-	chr1	2420645	2420817	-0.896	-1.29647646576322	0.554	-0.747	172	0.7637022326516	0.999948065235052	loss	134.365	225.124	72.698	413.622	-2.217	-0.26	1
11	0	-	chr1	2421198	2421306	0.192	-0.0639663130682472	0.182	0.204	108	0.985769008505597	0.999948065235052	loss	272.498	235.734	147.713	433.159	-0.229	0.577	1
12	0	-	chr1	2422630	2422774	-0.001	-0.256116431383648	0.33	0.114	144	0.942997740954023	0.999948065235052	loss	259.548	249.72	140.681	458.911	-0.792	0.564	1
13	0	-	chr1	2426294	2426387	-1.513	-2.10884980029493	0.446	-1.389	93	0.690417123544742	0.999948065235052	loss	59.603	165.5	32.097	303.829	-2.98	-1.093	1
14	0	-	chr1	2426926	2427009	0.839	0.417398901990934	0.162	0.887	83	0.924744429870823	0.999948065235052	gain	219.182	122.564	118.759	224.768	0.289	1.133	1
15	0	-	chr1	2428045	2428143	-0.615	-1.15126167760358	0.27	-0.634	98	0.817724664650252	0.999948065235052	loss	104.501	155.149	56.48	284.77	-1.123	-0.211	1
16	0	-	chr1	2428266	2428449	-0.626	-1.11228853642747	0.663	-0.416	183	0.814626631094592	0.999948065235052	loss	126.791	165.887	68.585	304.542	-1.957	0.319	1
17	0	-	chr1	2428940	2429048	-0.368	-1.07495687848453	0.429	-0.352	108	0.854288349296576	0.999948065235052	loss	76.56	95.93	41.306	175.723	-1.675	0.327	1
18	0	-	chr1	2429961	2430086	-0.743	-1.6438063638615	0.553	-0.679	125	0.809746763576101	0.999948065235052	loss	39.169	69.235	21	126.568	-2.064	0.387	1
19	0	-	chr1	2430182	2430267	-0.819	-1.50825380213236	0.2	-0.878	85	0.793588368215567	0.999948065235052	loss	65.859	114.105	35.494	209.192	-1.141	-0.377	1
20	0	-	chr1	2430522	2430669	-1.205	-1.84910581844374	1.249	-0.872	147	0.738430014007964	0.999948065235052	loss	69.508	131.016	37.476	240.331	-4.56	0.136	1
21	0	-	chr1	2431079	2431159	-0.66	-1.20591540053702	0.251	-0.578	80	0.811035124203583	0.999948065235052	loss	100.211	153.502	54.15	281.737	-1.209	-0.31	1
22	0	-	chr1	2433550	2433848	-2.054	-3.24044387672495	1.851	-0.985	292	0.694961139377569	0.999948065235052	loss	18.769	35.909	9.921	65.202	-5.509	0.204	1
23	0	-	chr1	2435360	2436652	-0.605	-1.68022518939663	0.997	-0.412	1110	0.827365645196824	0.999948065235052	loss	32.502	38.873	17.379	70.659	-5.467	2.275	1
24	0	-	chr1	3003428	3003530	-0.264	-0.338646429130009	0.506	-0.207	102	0.899248300114145	0.999948065235052	loss	371.125	413.645	201.275	760.763	-1.825	0.196	2
25	0	-	chr1	4510054	4510156	0.844	0.846772905236358	0.305	0.91	102	0.711013458567523	0.999948065235052	gain	612.059	332.664	332.118	611.645	0.214	1.261	2
26	0	NPHP4	chr1	6011300	6011402	-0.841	-1.12051894878708	0.183	-0.875	102	0.762295368233931	0.999948065235052	loss	172.67	307.675	93.5	565.63	-1.117	-0.439	1
27	0	-	chr1	7503222	7503323	-1.838	-2.12891531583473	0.576	-1.741	101	0.571449232360841	0.999948065235052	loss	107.027	360.379	57.851	662.678	-2.726	-0.965	1
28	0	-	chr1	9032969	9033070	0.902	1.04830955681513	0.211	0.849	101	0.502672289610542	0.999948065235052	gain	868.215	464.287	471.228	854.013	0.646	1.427	2
29	0	-	chr1	10517883	10517985	0.63	0.656907585016177	0.508	0.64	102	0.761482280936606	0.999948065235052	gain	610.145	390.82	331.078	718.733	-1.344	1.374	2
30	0	MTOR	chr1	11167541	11167557	0.042	0.0657632236017724	0.079	0.029	16	0.975934152057551	0.999948065235052	gain	504.121	489.331	273.5	900.129	-0.068	0.202	2
31	0	MTOR	chr1	11168237	11168343	-0.385	-0.467789262214562	0.596	-0.366	106	0.863234818938971	0.999948065235052	loss	345.431	424.176	187.321	780.155	-1.37	0.566	2
32	0	MTOR	chr1	11169346	11169427	-1.269	-1.42381359166176	0.315	-1.232	81	0.643634666717135	0.999948065235052	loss	192.573	455.048	104.309	837.001	-1.843	-0.701	2
33	0	MTOR	chr1	11169705	11169786	-0.256	-0.335848488952283	0.234	-0.254	81	0.901038834757428	0.999948065235052	loss	356.571	418.478	193.37	769.661	-0.702	0.063	2
34	0	MTOR	chr1	11172908	11172974	-0.424	-0.445337488410559	0.648	-0.081	66	0.853198180579998	0.999948065235052	loss	402.426	489.267	218.273	900.012	-1.686	0.203	2
35	0	MTOR	chr1	11174374	11174510	-1.096	-1.44363728336484	0.402	-1.015	136	0.721304074577246	0.999948065235052	loss	131.929	276.08	71.375	507.451	-1.83	-0.259	1
36	0	MTOR	chr1	11174869	11174944	0.257	0.338147899405646	0.383	0.431	75	0.858118481874919	0.999948065235052	gain	630.845	509.04	342.32	936.421	-0.524	0.644	2
37	0	MTOR	chr1	11175452	11175525	0.249	0.276281005210391	0.101	0.242	73	0.89833022346583	0.999948065235052	gain	545.048	456.813	295.726	840.251	0.079	0.515	2
