Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.299	-0.176698491907733	0.064	-0.301	102	0.595185025839617	0.888683529340768	loss	934.723	1149.685	1105.784	970.89	-0.519	-0.191	2
2	0	-	chr1	2408027	2408151	0.431	-0.650969003632869	0.073	0.407	124	0.743509825310591	0.891598152833486	loss	488.033	365.325	577.065	308.223	0.31	0.613	1
3	0	-	chr1	2409914	2410061	0.116	-1.26200915513764	0.144	0.067	147	0.619222753594024	0.888683529340768	loss	354.929	330.224	419.517	278.568	-0.107	0.377	1
4	0	-	chr1	2411172	2411416	0.289	-2.54286605899373	0.148	0.262	244	0.627526789918029	0.888683529340768	loss	127.366	105.74	150.164	88.912	0.031	0.593	1
5	0	-	chr1	2411621	2411751	0.422	-0.594932229656478	0.061	0.429	130	0.750196561068588	0.894122449817358	loss	511.843	383.681	605.246	323.731	0.284	0.523	1
6	0	-	chr1	2415886	2416057	0.148	-0.792972207208532	0.231	0.15	171	0.646211460979062	0.888683529340768	loss	493.429	453.988	583.45	383.129	-0.232	0.656	1
7	0	-	chr1	2418345	2418439	0.321	-0.702586161295317	0.033	0.321	94	0.708761194084067	0.889871021273423	loss	494.693	396.423	584.947	334.496	0.252	0.408	1
8	0	-	chr1	2418611	2418815	0.009	-1.86556981958907	0.214	-0.037	204	0.589987034966861	0.888683529340768	loss	236.209	237.884	278.995	200.554	-0.257	0.724	1
9	0	-	chr1	2419036	2419157	0.256	-0.415588059317221	0.068	0.25	121	0.734829058110171	0.891598152833486	loss	629.614	527.297	744.645	445.065	0.107	0.439	1
10	0	-	chr1	2420645	2420817	0.325	-0.42164124697849	0.142	0.312	172	0.757646704726672	0.896613260114418	loss	604.2	490.079	714.564	413.622	0.109	0.81	1
11	0	-	chr1	2421198	2421306	0.436	-0.176427588023913	0.052	0.438	108	0.874504450199367	0.948882219477988	loss	695.593	513.204	822.741	433.159	0.33	0.53	1
12	0	-	chr1	2422630	2422774	0.425	-0.115997968587121	0.115	0.382	144	0.90619198815522	0.96247695058404	loss	730.868	543.686	864.493	458.911	0.2	0.626	1
13	0	-	chr1	2426294	2426387	0.402	-0.710168836555776	0.076	0.417	93	0.728460599851042	0.891598152833486	loss	474.334	360.125	560.849	303.829	0.244	0.529	1
14	0	-	chr1	2426926	2427009	0.518	-0.937604729407266	0.068	0.503	83	0.726808449003548	0.891598152833486	loss	380.296	266.544	449.542	224.768	0.43	0.77	1
15	0	-	chr1	2428045	2428143	0.247	-1.03203086397648	0.083	0.271	98	0.661300405737074	0.888683529340768	loss	399.77	337.565	472.592	284.77	0.096	0.394	1
16	0	-	chr1	2428266	2428449	0.362	-0.776832724144752	0.124	0.342	183	0.710798804576297	0.890011692176423	loss	457.153	360.968	540.514	304.542	0.121	0.667	1
17	0	-	chr1	2428940	2429048	0.227	-1.71013499256116	0.164	0.139	108	0.632712766518394	0.888683529340768	loss	244.106	208.493	288.343	175.723	-0.01	0.528	1
18	0	-	chr1	2429961	2430086	0.153	-2.29735299745429	0.195	0.113	125	0.612204283126278	0.888683529340768	loss	159.021	150.311	187.632	126.568	-0.158	0.534	1
19	0	-	chr1	2430182	2430267	0.038	-1.75561919009284	0.132	0.01	85	0.596023921346082	0.888683529340768	loss	255.317	248.108	301.612	209.192	-0.158	0.29	1
20	0	-	chr1	2430522	2430669	0.642	-0.659693139326933	0.089	0.629	147	0.783212242412924	0.905190194411677	loss	440.081	284.966	520.306	240.331	0.501	0.899	1
21	0	-	chr1	2431079	2431159	0.541	-0.596458776553219	0.052	0.536	80	0.775615016537407	0.903166679425997	loss	484.98	333.975	573.45	281.737	0.449	0.683	1
22	0	-	chr1	2433550	2433848	0.294	-2.95569527142953	0.149	0.268	298	0.623271753506621	0.888683529340768	loss	94.497	76.499	111.258	64.208	-0.072	0.704	1
23	0	-	chr1	2435360	2436652	0.402	-2.85390003748144	0.327	0.439	1292	0.635932125337579	0.888683529340768	loss	95.413	74.798	112.343	62.771	-0.268	1.184	1
24	0	-	chr1	3003428	3003530	-0.343	-0.567479028193969	0.084	-0.355	102	0.15211324073933	0.888683529340768	loss	710.779	900.97	840.716	760.763	-0.465	-0.164	2
25	0	-	chr1	4510054	4510156	-0.07	-0.472499432298349	0.113	-0.055	102	0.51574533461455	0.888683529340768	loss	687.952	724.467	813.696	611.645	-0.28	0.161	2
26	0	NPHP4	chr1	6011300	6011402	0.105	-0.319676767370464	0.12	0.136	102	0.677317120425936	0.888683529340768	loss	719.377	670.003	850.892	565.63	-0.11	0.302	2
27	0	-	chr1	7503222	7503323	0.11	-0.0990890990486614	0.111	0.113	101	0.78753526372195	0.90631233473891	loss	845.376	784.873	1000.03	662.678	-0.059	0.347	2
28	0	-	chr1	9032969	9033070	-0.069	-0.0203344663617804	0.124	-0.081	101	0.951242684676121	0.978138059275761	loss	962.292	1011.345	1138.416	854.013	-0.311	0.187	2
29	0	-	chr1	10517883	10517985	-0.284	-0.564722752813364	0.131	-0.314	102	0.259428393631545	0.888683529340768	loss	694.686	851.221	821.667	718.733	-0.743	-0.007	2
30	0	MTOR	chr1	11167541	11167557	-0.49	-0.547190848019349	0.052	-0.496	16	0.0998835733149517	0.888683529340768	loss	758.701	1065.929	897.438	900.129	-0.559	-0.402	2
31	0	MTOR	chr1	11168237	11168343	0.089	0.090882368922395	0.08	0.088	106	0.784633492767542	0.905709480326079	gain	982.416	923.923	1162.236	780.155	-0.059	0.229	2
32	0	MTOR	chr1	11169346	11169427	-0.162	-0.178780529255223	0.123	-0.195	81	0.590854544045732	0.888683529340768	loss	888.929	991.208	1051.58	837.001	-0.357	0.03	2
33	0	MTOR	chr1	11169705	11169786	-0.402	-0.634813535392214	0.061	-0.413	81	0.123126513372532	0.888683529340768	loss	690.316	911.502	816.494	769.661	-0.524	-0.266	2
34	0	MTOR	chr1	11172908	11172974	-0.106	-0.000939712156933351	0.16	-0.113	66	0.997745387900965	0.998545461646065	loss	992.137	1065.79	1173.742	900.012	-0.336	0.179	2
35	0	MTOR	chr1	11174374	11174510	0.088	-0.490143367989105	0.071	0.069	136	0.641705904056616	0.888683529340768	loss	638.785	601.139	755.5	507.451	-0.012	0.266	1
36	0	MTOR	chr1	11174869	11174944	-0.323	-0.259562636236344	0.029	-0.323	75	0.435089465171774	0.888683529340768	loss	886.49	1108.886	1048.693	936.421	-0.401	-0.237	2
37	0	MTOR	chr1	11175452	11175525	0.016	0.0845946557722268	0.053	0.032	73	0.799203145771375	0.912355988776108	gain	1007.967	995.055	1192.479	840.251	-0.09	0.113	2
38	0	MTOR	chr1	11177060	11177143	-0.188	-0.113267447339316	0.076	-0.184	83	0.733405925825022	0.891598152833486	loss	940.147	1072.013	1112.205	905.269	-0.304	-0.062	2
39	0	MTOR	chr1	11181302	11181425	-0.04	-0.585166567816711	0.162	-0.097	123	0.555302306151901	0.888683529340768	loss	623.224	647.396	737.081	546.531	-0.252	0.294	1
40	0	MTOR	chr1	11182035	11182183	-0.015	-0.436636524571364	0.051	-0.009	148	0.566925698836326	0.888683529340768	loss	692.028	700.488	818.52	591.386	-0.136	0.081	2
41	0	MTOR	chr1	11184554	11184690	-0.049	-0.215545779149107	0.079	-0.072	136	0.516886487831825	0.888683529340768	loss	825.652	856.85	976.684	723.488	-0.18	0.204	2
42	0	MTOR	chr1	11186678	11186853	0.03	-0.0662993820849132	0.078	0.031	175	0.841977930514129	0.931516628348653	loss	894.154	878.318	1057.766	741.625	-0.128	0.177	2
43	0	MTOR	chr1	11187066	11187201	-0.247	-0.491420127292956	0.13	-0.232	135	0.256743918427581	0.888683529340768	loss	727.685	860.405	860.726	726.491	-0.489	-0.013	2
44	0	MTOR	chr1	11187680	11187863	0.033	-0.222438163705104	0.071	0.036	183	0.623997041935654	0.888683529340768	loss	796.987	778.18	942.754	657.024	-0.11	0.17	2
45	0	MTOR	chr1	11188060	11188183	-0.019	-0.411625599764637	0.176	-0.096	123	0.56134595417288	0.888683529340768	loss	702.605	720.194	831.041	608.034	-0.25	0.337	2
46	0	MTOR	chr1	11188510	11188609	-0.121	-0.584084949114032	0.046	-0.117	99	0.486625468656925	0.888683529340768	loss	646.922	703.443	765.131	593.882	-0.248	-0.021	2
47	0	MTOR	chr1	11188911	11189008	0.037	0.0438579703948739	0.089	0.011	97	0.895077503713639	0.95706246604397	gain	967.541	945.845	1144.629	798.675	-0.1	0.278	2
