Chr	Target.Start	Target.End	NumberOfTargets	OriStCoordinate	OriEndCoordinate	CBS.Mean	LogRatios	Above.PValues.Cutoff	Calls
chr1	1	83	83	762097	949922	0.2025	0.202541992250756	0.0120481927710843	No
chr1	84	256	173	955563	1238715	0.5442	0.54424736170056	0.00578034682080925	No
chr1	257	370	114	1239319	1354998	0.2238	0.223803623822984	0.0087719298245614	No
chr1	371	450	80	1355455	1500314	0.6386	0.609578380282626	0.0625	No
chr1	451	453	3	1509892	1510723	-1.576	-1.57600585344528	0	No
chr1	454	461	8	1533304	1535433	0.877	0.876997663216709	0.125	No
chr1	462	484	23	1550839	1572488	0.4738	0.473835295128467	0.0434782608695652	No
chr1	485	492	8	1582526	1596860	-0.3543	-0.354306457454704	0	No
chr1	493	556	64	1596860	1855028	0.4719	0.471886232131881	0.015625	No
chr1	557	610	54	1855193	2013947	0.8577	0.857716464475008	0.0185185185185185	No
chr1	611	795	184	2066670	2525919	0.3931	0.393067196893605	0.0108695652173913	No
chr1	796	849	54	2526216	3348737	0.7574	0.757384522873701	0	No
chr1	850	878	29	3350241	3391363	0.2582	0.258247340383653	0	No
chr1	879	883	5	3392509	3396487	0.7769	0.776910818246011	0	No
chr1	884	895	12	3397075	3413773	0.2996	0.299625080134605	0	No
chr1	896	923	28	3413773	3541880	0.7696	0.769603322920851	0.0357142857142857	No
chr1	924	935	12	3541880	3547856	0.0211	0.0210722418511972	0	No
chr1	936	962	27	3547887	3650092	0.5361	0.536096697305755	0	No
chr1	963	975	13	3650092	3662780	0.0922	0.0921867624612527	0	No
chr1	976	1000	25	3668948	3712824	0.7039	0.703941080519906	0	No
chr1	1001	1032	32	3712824	3769080	0.2818	0.281797224442087	0	No
chr1	1033	1034	2	3773843	3774271	-1.502	-1.50201491580966	0	No
chr1	1035	1237	203	3775179	6410027	0.5973	0.585639750509072	0.0197044334975369	No
chr1	1238	1246	9	6418817	6454510	-0.4854	-0.485378696399376	0.111111111111111	No
chr1	1247	1326	80	6472764	6583370	0.6495	0.649455841380944	0.05	No
chr1	1327	1354	28	6583650	6637136	0.2534	0.187648925306239	0	No
chr1	1355	1363	9	6638623	6646098	-0.3303	-0.330341531917171	0	No
chr1	1364	1378	15	6646736	6652938	0.1258	0.12578666465957	0	No
chr1	1379	1389	11	6652938	6662058	0.6378	0.637845248359089	0	No
chr1	1390	1408	19	6662058	6685306	-0.0339	-0.0339005909120114	0.0526315789473684	No
chr1	1409	1435	27	6688617	6741180	0.4142	0.414200033515986	0	No
chr1	1436	1437	2	6761728	6845593	-1.6913	-1.69134495722707	0	No
chr1	1438	1440	3	6880157	6931845	-0.179	-0.1789893135309	0	No
chr1	1441	1470	30	7151357	7805022	0.5457	0.545702680377599	0.0333333333333333	No
chr1	1471	1569	99	7805947	8378337	0.0036	0.00358706570694951	0.0101010101010101	No
chr1	1570	1643	73	8384431	9063562	0.3496	0.349601084971168	0	No
chr1	1644	1670	27	9064723	9100775	0.777	0.777046563059817	0	No
chr1	1671	1830	160	9100775	9884044	0.337	0.336958569161549	0.0125	No
chr1	1831	1994	163	9884044	10459898	0.0863	0.0964074437564479	0.00613496932515337	No
chr1	1995	2036	42	10460514	10529339	0.3804	0.328500824123418	0	No
chr1	2037	2039	3	10532431	10555496	-1.1742	-1.17415269521952	0.333333333333333	No
chr1	2040	2144	105	10596160	11137719	0.504	0.504021906802009	0	No
chr1	2145	2156	12	11139798	11155991	0.2761	0.276119529243022	0	No
chr1	2157	2164	8	11158035	11169480	-0.4128	-0.412847338723135	0	No
chr1	2165	2243	79	11169705	11561236	0.2342	0.234192631343875	0	No
chr1	2244	2270	27	11561236	11597687	0.8432	0.843215049065196	0	No
chr1	2271	2351	81	11708248	11844437	0.3115	0.311520710458532	0	No
chr1	2352	2373	22	11844437	11852455	-0.2597	-0.259729288144123	0	No
chr1	2374	2380	7	11853954	11861515	0.3534	0.3534489657018	0	No
chr1	2381	2388	8	11862912	11876050	-0.5738	-0.573785342741028	0	No
chr1	2389	2496	108	11876538	12183903	0.3435	0.34352151120216	0.0185185185185185	No
chr1	2497	2623	127	12185953	12704812	-0.0023	-0.00229304029292308	0.0078740157480315	No
chr1	2624	2683	60	12711049	13942953	0.6244	0.624377994083314	0.0333333333333333	No
