Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.248	0.226059897945434	0.214	0.227	102	0.465148382376383	0.99860239219241	gain	545.569	461.828	633.529	396.912	-0.122	0.696	2
2	0	-	chr1	2408027	2408151	0.499	0.239126689824336	0.124	0.473	124	0.549690504723997	0.99860239219241	gain	231.315	164.299	268.274	140.927	0.181	0.845	1
3	0	-	chr1	2409914	2410061	0.8	0.524054363784882	0.301	0.679	147	0.197087649485183	0.99860239219241	gain	233.607	137.801	270.939	118.129	0.399	1.704	1
4	0	-	chr1	2411172	2411416	0.092	-0.430309323803339	0.201	0.125	244	0.395721842156598	0.99860239219241	loss	74.22	66.884	85.684	57.115	-0.676	0.406	1
5	0	-	chr1	2411621	2411751	0.76	0.505234319921684	0.25	0.761	130	0.203884499162402	0.99860239219241	gain	252.687	150.945	293.115	129.438	0.385	1.341	1
6	0	-	chr1	2415886	2416057	0.428	0.260257776305501	0.548	0.122	171	0.47240028350647	0.99860239219241	gain	306.278	261.859	355.404	224.865	-0.185	1.772	1
7	0	-	chr1	2418345	2418439	0.609	0.399047283909535	0.124	0.599	94	0.292878853792018	0.99860239219241	gain	289.456	191.87	335.851	164.649	0.413	0.895	1
8	0	-	chr1	2418611	2418815	0.404	0.0762425012024052	0.205	0.439	204	0.858416232334014	0.99860239219241	gain	173.632	129.378	201.23	110.882	-0.149	0.719	1
9	0	-	chr1	2419036	2419157	0.353	0.18656320671667	0.166	0.377	121	0.605949393817637	0.99860239219241	gain	317.649	253.409	368.62	217.595	0.041	0.737	1
10	0	-	chr1	2420645	2420817	0.132	-0.00569935151687584	0.126	0.148	172	0.987005752777437	0.99875467964895	loss	331.352	307.953	384.547	264.523	-0.091	0.486	1
11	0	-	chr1	2421198	2421306	0.102	-0.0139763240074712	0.202	0.14	108	0.967315358889401	0.99860239219241	loss	360.262	335.994	418.148	288.648	-0.464	0.422	1
12	0	-	chr1	2422630	2422774	0.477	0.337537380292853	0.345	0.397	144	0.335759415282102	0.99860239219241	gain	362.9	271.992	421.215	233.583	-0.071	1.256	1
13	0	-	chr1	2426294	2426387	0.02	-0.219120103419693	0.267	-0.019	93	0.575464580888805	0.99860239219241	loss	216.406	212.812	250.946	182.667	-0.376	0.702	1
14	0	-	chr1	2426926	2427009	0.45	0.123998962705118	0.195	0.459	83	0.771344358768684	0.99860239219241	gain	175.103	130.005	202.94	111.422	0.108	0.783	1
15	0	-	chr1	2428045	2428143	-0.007	-0.197126646440524	0.13	-0.009	98	0.595487171873264	0.99860239219241	loss	259.945	260.367	301.551	223.582	-0.232	0.237	1
16	0	-	chr1	2428266	2428449	0.437	0.19242122318911	0.285	0.547	183	0.624837895708458	0.99860239219241	gain	246.57	173.542	286.005	148.88	-0.242	0.853	1
17	0	-	chr1	2428940	2429048	-0.251	-0.592818159590223	0.08	-0.264	108	0.171088726662599	0.99860239219241	loss	130.91	155.817	151.574	133.63	-0.391	0.024	1
18	0	-	chr1	2429961	2430086	1.078	0.657190862139491	0.825	1.031	125	0.157840204081135	0.99860239219241	gain	128.523	81.712	148.8	69.872	-0.079	4.282	1
19	0	-	chr1	2430182	2430267	0.197	-0.107136199403444	0.168	0.259	85	0.797602719352209	0.99860239219241	loss	177.908	154.565	206.2	132.553	-0.143	0.443	1
20	0	-	chr1	2430522	2430669	0.872	0.602787586673157	0.39	0.694	147	0.13523479991098	0.99860239219241	gain	241.76	139.603	280.415	119.68	0.42	2.18	1
21	0	-	chr1	2431079	2431159	0.292	0.0841403894356347	0.074	0.28	80	0.824095262156697	0.99860239219241	gain	267.408	217.892	310.225	187.037	0.148	0.489	1
22	0	-	chr1	2433550	2433848	-0.228	-0.907309584626451	0.548	-0.072	298	0.111844129450895	0.99860239219241	loss	37.375	38.778	42.859	32.933	-1.4	0.64	1
23	0	-	chr1	2435360	2436652	0.468	-0.15119123484778	0.66	0.55	1242	0.781910411066432	0.99860239219241	loss	57.104	39.335	65.79	33.412	-1.351	1.73	1
24	0	-	chr1	3003428	3003530	-0.007	0.00874825427620974	0.069	-0.014	102	0.977450429282032	0.99860239219241	gain	582.244	585.908	676.157	503.667	-0.143	0.195	2
25	0	-	chr1	4510054	4510156	0.735	0.66410159142863	0.416	0.644	102	0.0396066046804533	0.99860239219241	gain	511.66	319.481	594.118	274.441	-0.032	1.419	2
26	0	NPHP4	chr1	6011300	6011402	0.522	0.366503249732515	0.345	0.547	102	0.304862012252325	0.99860239219241	gain	351.303	244.832	407.735	210.216	-0.22	0.986	1
27	0	-	chr1	7503222	7503323	0.409	0.381441693249135	0.311	0.54	101	0.217787922401445	0.99860239219241	gain	557.022	428.385	646.842	368.139	-0.097	0.777	2
28	0	-	chr1	9032969	9033070	-0.194	-0.174813038485358	0.135	-0.237	101	0.572197617408598	0.99860239219241	loss	549.79	634.249	638.436	545.257	-0.377	0.179	2
