Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.329	-0.334497463252771	0.117	-0.325	102	0.280866526054014	0.999906622557754	loss	381.888	480.081	390.539	468.343	-0.535	-0.117	2
2	0	-	chr1	2408027	2408151	0.35	0.268332208398063	0.21	0.418	124	0.534567074974734	0.999906622557754	gain	173.565	135.733	177.218	132.065	-0.099	0.79	1
3	0	-	chr1	2409914	2410061	0.485	0.407745173811107	0.167	0.46	147	0.337358883497628	0.999906622557754	gain	190.08	138.14	194.129	134.415	0.204	0.906	1
4	0	-	chr1	2411172	2411416	0.4	0.260335769036132	0.52	0.41	244	0.619887009180209	0.999906622557754	gain	78.381	63.35	79.75	61.377	-0.294	1.443	1
5	0	-	chr1	2411621	2411751	-0.096	-0.159330366603956	0.236	-0.05	130	0.692375212336824	0.999906622557754	loss	189.413	206.441	193.446	201.115	-0.566	0.33	1
6	0	-	chr1	2415886	2416057	0.211	0.15419130739689	0.514	-0.021	171	0.694276999106529	0.999906622557754	gain	219.622	212.539	224.38	207.07	-0.391	1.309	1
7	0	-	chr1	2418345	2418439	0.127	0.0742681521313005	0.107	0.135	94	0.847333044445475	0.999906622557754	gain	238.627	217.903	243.84	212.309	-0.116	0.339	1
8	0	-	chr1	2418611	2418815	0.444	0.345262889036857	0.44	0.339	204	0.452295257806249	0.999906622557754	gain	136.784	109.043	139.554	106	-0.197	1.682	1
9	0	-	chr1	2419036	2419157	0.468	0.41998130069841	0.18	0.477	121	0.266823241873956	0.999906622557754	gain	282.526	203.894	288.793	198.628	0.098	0.844	1
10	0	-	chr1	2420645	2420817	0.119	0.0657378466683581	0.088	0.11	172	0.86498214127722	0.999906622557754	gain	235.12	218.164	240.25	212.564	-0.044	0.386	1
11	0	-	chr1	2421198	2421306	0.055	0.0190414723710231	0.081	0.062	108	0.957691038848641	0.999906622557754	gain	291.463	280.657	297.944	273.593	-0.138	0.226	1
12	0	-	chr1	2422630	2422774	0.217	0.173515708645027	0.277	0.19	144	0.639971519905805	0.999906622557754	gain	281.032	235.99	287.264	229.972	-0.372	0.713	1
13	0	-	chr1	2426294	2426387	-0.199	-0.274279007285784	0.119	-0.213	93	0.515565322001446	0.999906622557754	loss	156.604	180.459	159.849	175.742	-0.401	0.147	1
14	0	-	chr1	2426926	2427009	-0.45	-0.511552109257227	0.289	-0.307	83	0.200800207451482	0.999906622557754	loss	174.541	230.899	178.217	225	-1.038	0.007	1
15	0	-	chr1	2428045	2428143	0.619	0.537349987139869	0.253	0.664	98	0.213585120667914	0.999906622557754	gain	188.27	121.102	192.276	117.776	0.144	1.104	1
16	0	-	chr1	2428266	2428449	0.544	0.473680768965264	0.372	0.602	183	0.252449130071806	0.999906622557754	gain	211.497	148.828	216.06	144.852	-0.27	1.208	1
17	0	-	chr1	2428940	2429048	0.74	0.636991593954892	0.154	0.71	108	0.171837436632137	0.999906622557754	gain	145.43	86.667	148.407	84.148	0.448	1.051	1
18	0	-	chr1	2429961	2430086	-0.079	-0.20092572516746	0.178	-0.104	125	0.685695850517257	0.999906622557754	loss	87.868	92.07	89.464	89.424	-0.454	0.308	1
19	0	-	chr1	2430182	2430267	0.194	0.117274713193571	0.424	0.191	85	0.782171217585265	0.999906622557754	gain	176.42	154.147	180.141	150.047	-0.408	1.103	1
