Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.036	0.0501738239259289	0.04	0.033	102	0.755344443839074	0.99971509642336	gain	1152.043	1123.565	1105.784	1169.539	-0.1	0.129	2
2	0	-	chr1	2408027	2408151	0.033	0.0141630904293361	0.067	0.027	124	0.952594894793727	0.99971509642336	gain	601.444	584.774	577.065	608.452	-0.104	0.154	1
3	0	-	chr1	2409914	2410061	-0.151	-0.182441110286876	0.135	-0.207	147	0.495588946541121	0.99971509642336	loss	437.377	487.608	419.517	507.265	-0.332	0.089	1
4	0	-	chr1	2411172	2411416	-0.053	-0.139060568472808	0.27	-0.098	244	0.725130770132667	0.99971509642336	loss	156.878	157.893	150.164	163.906	-0.481	0.437	1
5	0	-	chr1	2411621	2411751	0.385	0.362907765517113	0.054	0.393	130	0.139918199083003	0.99971509642336	gain	630.792	481.614	605.246	501.023	0.261	0.501	1
6	0	-	chr1	2415886	2416057	0.043	0.0247672811159965	0.146	0.037	171	0.916709733870738	0.99971509642336	gain	608.094	592.353	583.45	616.345	-0.207	0.406	1
7	0	-	chr1	2418345	2418439	0.19	0.169267885390607	0.067	0.197	94	0.485484271748398	0.99971509642336	gain	609.653	533.017	584.947	554.553	0.051	0.301	1
8	0	-	chr1	2418611	2418815	-0.22	-0.270739012645129	0.153	-0.263	204	0.38685126016879	0.99971509642336	loss	291.04	340.984	278.995	354.574	-0.42	0.249	1
9	0	-	chr1	2419036	2419157	0.085	0.0782229375125674	0.06	0.095	121	0.709567514396702	0.99971509642336	gain	775.959	729.014	744.645	758.661	-0.108	0.244	1
10	0	-	chr1	2420645	2420817	0.129	0.1194058951084	0.089	0.125	172	0.581480653446957	0.99971509642336	gain	744.633	678.954	714.564	706.529	-0.013	0.335	1
11	0	-	chr1	2421198	2421306	0.319	0.313482590080864	0.081	0.347	108	0.130076712306715	0.99971509642336	gain	857.287	685.568	822.741	713.417	0.163	0.458	1
12	0	-	chr1	2422630	2422774	0.227	0.22545723412221	0.073	0.25	144	0.254324670474905	0.99971509642336	gain	900.767	767.984	864.493	799.243	0.012	0.37	1
13	0	-	chr1	2426294	2426387	0.312	0.287209561192649	0.059	0.317	93	0.254720089444579	0.99971509642336	gain	584.558	470.162	560.849	489.097	0.181	0.413	1
14	0	-	chr1	2426926	2427009	0.2	0.165809638605689	0.049	0.195	83	0.545313849527627	0.99971509642336	gain	468.645	407.49	449.542	423.831	0.094	0.319	1
15	0	-	chr1	2428045	2428143	-0.121	-0.147153736119816	0.076	-0.119	98	0.564435739026241	0.99971509642336	loss	492.648	534.073	472.592	555.653	-0.293	-0.001	1
16	0	-	chr1	2428266	2428449	0.057	0.0345961094363042	0.146	0.033	183	0.888422474966771	0.99971509642336	gain	563.381	542.204	540.514	564.12	-0.213	0.452	1
17	0	-	chr1	2428940	2429048	0.058	0.0037297554558497	0.111	0.014	108	0.990733201283654	0.99971509642336	gain	300.775	288.703	288.343	300.13	-0.135	0.259	1
18	0	-	chr1	2429961	2430086	0.297	0.218572746115211	0.24	0.221	125	0.562733723956657	0.99971509642336	gain	195.896	170.052	187.632	176.568	-0.04	0.731	1
19	0	-	chr1	2430182	2430267	0.016	-0.0353457644588329	0.112	0.037	85	0.91045656224378	0.99971509642336	loss	314.593	309.908	301.612	322.212	-0.163	0.255	1
20	0	-	chr1	2430522	2430669	0.394	0.364157890655597	0.059	0.386	147	0.167752741506347	0.99971509642336	gain	542.337	412.303	520.306	428.844	0.223	0.545	1
21	0	-	chr1	2431079	2431159	0.524	0.497215636563072	0.069	0.515	80	0.0528736937130652	0.99971509642336	gain	597.68	416.342	573.45	433.05	0.393	0.648	1
22	0	-	chr1	2433550	2433848	-0.032	-0.132996059988601	0.241	-0.082	298	0.757336287730034	0.99971509642336	loss	116.362	118.052	111.258	122.416	-0.531	0.69	1
23	0	-	chr1	2435360	2436652	-0.088	-0.186556102896375	0.272	-0.089	1292	0.66048950278576	0.99971509642336	loss	117.492	128.486	112.343	133.283	-0.725	0.886	1
