Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.053	-0.101213588960117	0.078	-0.069	102	0.724211971055292	0.999933854087298	loss	1493.879	1553.743	1638.235	1415.902	-0.181	0.224	2
2	0	-	chr1	2408027	2408151	-0.449	-0.216027177630535	0.071	-0.448	124	0.706316042924118	0.999933854087298	loss	512.535	704.473	561.702	641.726	-0.584	-0.202	1
3	0	-	chr1	2409914	2410061	-0.52	-0.225477347889606	0.104	-0.498	147	0.725084645977739	0.999933854087298	loss	407.634	587.835	446.626	535.401	-0.788	-0.325	1
4	0	-	chr1	2411172	2411416	-0.547	0.0984172819293959	0.082	-0.559	244	0.923728066512992	0.999933854087298	gain	128.588	188.024	140.512	170.943	-0.744	-0.316	1
5	0	-	chr1	2411621	2411751	-0.518	-0.269245448624621	0.199	-0.559	130	0.648531389710975	0.999933854087298	loss	481.659	674.235	527.831	614.162	-0.848	-0.109	1
6	0	-	chr1	2415886	2416057	-0.193	-0.014273404910281	0.13	-0.214	171	0.977824954811669	0.999933854087298	loss	677.466	775.328	742.632	706.316	-0.402	0.098	1
7	0	-	chr1	2418345	2418439	-0.306	-0.0667620333254463	0.07	-0.317	94	0.90839406200479	0.999933854087298	loss	533.249	659.12	584.426	600.383	-0.459	-0.177	1
8	0	-	chr1	2418611	2418815	-0.532	-0.124121089492687	0.107	-0.539	204	0.871296013445134	0.999933854087298	loss	281.552	406.008	308.314	369.652	-0.801	-0.306	1
9	0	-	chr1	2419036	2419157	-0.111	0.0122295451136705	0.179	-0.108	121	0.978430366679385	0.999933854087298	gain	843.25	898.108	924.496	818.24	-0.568	0.187	1
10	0	-	chr1	2420645	2420817	-0.28	-0.110200994966161	0.095	-0.271	172	0.826807730567438	0.999933854087298	loss	680.68	815.079	746.157	742.552	-0.501	-0.103	1
11	0	-	chr1	2421198	2421306	-0.017	0.151957252350058	0.101	-0.024	108	0.762454602225073	0.999933854087298	gain	746.204	753.671	818.037	686.574	-0.185	0.154	1
12	0	-	chr1	2422630	2422774	0.026	0.140657365004104	0.146	0.032	144	0.750790363076286	0.999933854087298	gain	902.196	888.582	989.16	809.556	-0.201	0.391	1
13	0	-	chr1	2426294	2426387	-0.71	-0.414930060767607	0.101	-0.696	93	0.51792462048829	0.999933854087298	loss	378.648	615.044	414.828	560.204	-0.954	-0.556	1
14	0	-	chr1	2426926	2427009	-0.532	-0.182199379535614	0.134	-0.49	83	0.795243542802495	0.999933854087298	loss	341.869	489.233	374.482	445.518	-0.819	-0.335	1
15	0	-	chr1	2428045	2428143	-0.608	-0.341790957015547	0.082	-0.589	98	0.57523255636445	0.999933854087298	loss	434.234	657.636	475.806	599.031	-0.854	-0.495	1
16	0	-	chr1	2428266	2428449	-0.601	-0.367773867981614	0.252	-0.718	183	0.52140427235494	0.999933854087298	loss	488.593	727.409	535.437	662.634	-0.92	-0.072	1
17	0	-	chr1	2428940	2429048	-0.221	0.2070690864668	0.141	-0.166	108	0.792818705612724	0.999933854087298	gain	298.358	345.344	326.75	314.352	-0.549	-0.049	1
18	0	-	chr1	2429961	2430086	-0.229	0.290544393557345	0.104	-0.266	125	0.743863445382825	0.999933854087298	gain	217.171	260.348	237.688	236.872	-0.376	0.105	1
19	0	-	chr1	2430182	2430267	-0.359	0.045288291630827	0.065	-0.379	85	0.952616945270357	0.999933854087298	gain	305.01	390.657	334.047	355.659	-0.466	-0.227	1
20	0	-	chr1	2430522	2430669	-0.289	0.0235228751607858	0.134	-0.255	147	0.97161192234169	0.999933854087298	gain	422.672	515.985	463.122	469.905	-0.628	-0.042	1
21	0	-	chr1	2431079	2431159	0.283	0.57320226204601	0.085	0.259	80	0.367747769142736	0.999933854087298	gain	552.757	456.852	605.825	416	0.172	0.49	1
22	0	-	chr1	2433550	2433848	-0.686	0.00948524579160137	0.257	-0.636	298	0.993013077431376	0.999933854087298	gain	105.218	163.651	114.876	148.725	-1.312	-0.2	1
23	0	-	chr1	2435360	2436652	-0.552	0.174848767656103	0.277	-0.52	1273	0.875694240454029	0.999933854087298	gain	97.79	144.912	106.727	131.643	-1.457	0.935	1
24	0	-	chr1	3003428	3003530	0.227	0.248966785357316	0.041	0.22	102	0.464930661898666	0.999933854087298	gain	1305.763	1117.826	1431.873	1018.529	0.129	0.323	1
25	0	-	chr1	4510054	4510156	0.062	0.0983877754717721	0.072	0.08	102	0.782619028985587	0.999933854087298	gain	1180.939	1131.194	1294.941	1030.716	-0.095	0.217	1
26	0	NPHP4	chr1	6011300	6011402	-0.295	-0.218315195109841	0.049	-0.285	102	0.586165822025529	0.999933854087298	loss	909.799	1117.321	997.5	1018.069	-0.426	-0.222	1
27	0	-	chr1	7503222	7503323	-0.036	-0.0206335302747144	0.085	-0.046	101	0.950655311780209	0.999933854087298	loss	1223.431	1252.947	1341.554	1141.703	-0.199	0.099	1
28	0	-	chr1	9032969	9033070	0.473	0.409786917492942	0.084	0.486	101	0.153137624855309	0.999933854087298	gain	1856.138	1344.433	2035.634	1225.099	0.303	0.613	2
29	0	-	chr1	10517883	10517985	0.122	0.152815854484831	0.117	0.109	102	0.662800060128286	0.999933854087298	gain	1223.801	1130.775	1341.961	1030.333	-0.504	0.315	1
30	0	MTOR	chr1	11167541	11167557	-0.013	-0.0603750988728772	0.035	-0.019	16	0.833300572450961	0.999933854087298	loss	1512.522	1526.769	1658.688	1391.313	-0.082	0.046	2
31	0	MTOR	chr1	11168237	11168343	0.163	0.151404260465605	0.105	0.178	106	0.618109885541877	0.999933854087298	gain	1426.474	1277.759	1564.292	1164.321	0.007	0.397	2
32	0	MTOR	chr1	11169346	11169427	0.4	0.34257072871686	0.092	0.398	81	0.23239296719133	0.999933854087298	gain	1787.361	1353.344	1960.185	1233.222	0.19	0.559	2
33	0	MTOR	chr1	11169705	11169786	-0.079	-0.109596707763068	0.09	-0.101	81	0.702417478292884	0.999933854087298	loss	1398.32	1478.971	1533.407	1347.741	-0.205	0.194	2
34	0	MTOR	chr1	11172908	11172974	-0.018	-0.0903436383475709	0.137	0.013	66	0.75280563003787	0.999933854087298	loss	1635.055	1662.354	1793.106	1514.909	-0.276	0.208	2
35	0	MTOR	chr1	11174374	11174510	-0.005	0.161972282997759	0.066	-0.009	136	0.746249654940028	0.999933854087298	gain	752.672	756.954	825.132	689.566	-0.132	0.139	1
36	0	MTOR	chr1	11174869	11174944	-0.178	-0.255014581106288	0.095	-0.227	75	0.374007074949896	0.999933854087298	loss	1570.613	1777.463	1722.413	1619.84	-0.292	-0.004	2
37	0	MTOR	chr1	11175452	11175525	0.224	0.21476303859708	0.049	0.225	73	0.483209380236567	0.999933854087298	gain	1446.25	1237.239	1585.986	1127.384	0.142	0.324	2
38	0	MTOR	chr1	11177060	11177143	0.201	0.122567413248909	0.061	0.216	83	0.669178571008144	0.999933854087298	gain	1798.856	1564.755	1972.795	1425.94	0.074	0.339	2
39	0	MTOR	chr1	11181302	11181425	-0.207	-0.125808493560449	0.075	-0.212	123	0.756650155383609	0.999933854087298	loss	925.692	1071.822	1014.935	976.593	-0.378	-0.018	1
40	0	MTOR	chr1	11182035	11182183	0.311	0.378273285056252	0.055	0.309	148	0.332878733601436	0.999933854087298	gain	1156.805	933.565	1268.466	850.561	0.142	0.411	1
41	0	MTOR	chr1	11184554	11184690	0.086	0.0902034762615257	0.072	0.073	136	0.77878338559329	0.999933854087298	gain	1320.565	1247.724	1448.11	1136.941	-0.067	0.227	1
42	0	MTOR	chr1	11186678	11186853	0.062	0.0555103045825047	0.089	0.055	175	0.857581579010107	0.999933854087298	gain	1360.063	1299.466	1491.44	1184.109	-0.11	0.258	2
43	0	MTOR	chr1	11187066	11187201	-0.094	-0.0662572235321043	0.088	-0.112	135	0.848599021375056	0.999933854087298	loss	1150.202	1228.115	1261.222	1119.067	-0.228	0.126	1
44	0	MTOR	chr1	11187680	11187863	0.007	0.0959240955134283	0.068	0.001	183	0.816992655971801	0.999933854087298	gain	976.436	971.284	1070.601	884.945	-0.188	0.157	1
45	0	MTOR	chr1	11188060	11188183	-0.046	0.0444613118773474	0.107	-0.029	123	0.914927671730863	0.999933854087298	gain	957.76	980.21	1050.114	893.081	-0.235	0.184	1
46	0	MTOR	chr1	11188510	11188609	-0.06	-0.00990908278695096	0.111	-0.043	99	0.978732023184542	0.999933854087298	loss	1082.441	1128.537	1186.889	1028.293	-0.332	0.134	1
47	0	MTOR	chr1	11188911	11189008	-0.287	-0.302730462792628	0.123	-0.283	97	0.311541360938179	0.999933854087298	loss	1234.156	1506.827	1353.32	1373.134	-0.448	-0.008	2
48	0	MTOR	chr1	11189794	11189895	-0.191	-0.230134211610426	0.117	-0.225	101	0.422403470059375	0.999933854087298	loss	1378.011	1580.603	1511.129	1440.386	-0.359	0.04	2
49	0	MTOR	chr1	11190585	11190834	-0.962	-0.83223152475509	0.283	-1.017	249	0.0701378711021257	0.927259345992499	loss	577.148	1127.431	632.582	1027.285	-1.446	-0.445	1
50	0	MTOR	chr1	11193136	11193254	-0.348	-0.280574426144339	0.107	-0.33	118	0.472802624610651	0.999933854087298	loss	921.41	1167.921	1010.237	1064.195	-0.574	-0.154	1
51	0	MTOR	chr1	11194407	11194523	-0.137	-0.00891625234933313	0.081	-0.145	116	0.984457080726256	0.999933854087298	loss	816.362	897.618	895	817.793	-0.28	0.023	1
52	0	MTOR	chr1	11199360	11199492	0.015	0.0896547586032764	0.072	0.005	132	0.822117936317884	0.999933854087298	gain	1024.319	1016.28	1123.129	925.962	-0.109	0.192	1
53	0	MTOR	chr1	11199589	11199715	-0.065	0.163735287437746	0.062	-0.066	126	0.773389841777957	0.999933854087298	gain	603.009	630.952	660.952	574.706	-0.239	0.079	1
54	0	MTOR	chr1	11204704	11204812	-0.268	-0.223051598093971	0.096	-0.293	108	0.542276425169678	0.999933854087298	loss	1018.032	1230.378	1116.231	1121.13	-0.409	-0.092	1
55	0	MTOR	chr1	11205024	11205102	0.136	0.139859343089021	0.095	0.098	78	0.662797160142877	0.999933854087298	gain	1345.089	1226.087	1475.013	1117.218	0.012	0.318	1
56	0	MTOR	chr1	11206732	11206848	0.198	0.191090659596602	0.086	0.202	116	0.536125469065334	0.999933854087298	gain	1425.241	1237.934	1562.94	1128.017	0.011	0.36	2
57	0	MTOR	chr1	11210182	11210283	0.088	0.138553305463547	0.057	0.087	101	0.709712381549761	0.999933854087298	gain	1138.014	1069.629	1247.851	974.594	-0.026	0.209	1
58	0	MTOR	chr1	11217208	11217348	0.349	0.400496743157241	0.119	0.372	140	0.283275092726396	0.999933854087298	gain	1231.39	969.464	1350.286	883.286	0.148	0.583	1
59	0	MTOR	chr1	11227498	11227574	0.402	0.433832397174159	0.026	0.398	76	0.217214814708806	0.999933854087298	gain	1336.141	1010.634	1465.197	920.816	0.351	0.466	1
60	0	MTOR	chr1	11259314	11259460	0.108	0.205161331675172	0.096	0.103	146	0.628146833522993	0.999933854087298	gain	988.819	907.222	1084.185	826.548	-0.088	0.288	1
61	0	MTOR	chr1	11259597	11259760	0.091	0.136611635430598	0.291	-0.033	163	0.709537511186497	0.999933854087298	gain	1136.404	1107.143	1246.086	1008.791	-0.319	0.64	1
62	0	MTOR	chr1	11264617	11264760	-0.504	-0.340247516848301	0.179	-0.449	143	0.493595449382387	0.999933854087298	loss	632.803	892.775	693.636	813.378	-0.839	-0.243	1
63	0	MTOR	chr1	11269368	11269515	0.005	-0.0275815852508877	0.057	0.002	147	0.923400904425139	0.999933854087298	loss	1449.233	1446.763	1589.259	1318.381	-0.143	0.151	2
64	0	MTOR	chr1	11270870	11270963	0.151	0.103306687066638	0.076	0.144	93	0.71874852401646	0.999933854087298	gain	1600.387	1442.063	1755.075	1314.097	0.003	0.263	2
65	0	MTOR	chr1	11272368	11272531	-0.054	0.0356794419376659	0.05	-0.051	163	0.931543308726864	0.999933854087298	gain	952.634	990.289	1044.491	902.27	-0.186	0.046	1
66	0	MTOR	chr1	11272852	11272965	0.058	0.125668161033622	0.065	0.075	113	0.74795539338916	0.999933854087298	gain	1062.706	1024.971	1165.239	933.885	-0.062	0.175	1
67	0	MTOR	chr1	11273455	11273623	-0.341	-0.317734728180386	0.088	-0.317	168	0.353047913571057	0.999933854087298	loss	1064.566	1348.771	1167.28	1229.054	-0.545	-0.202	1
68	0	MTOR	chr1	11276204	11276291	0.133	0.0889589025370721	0.073	0.138	87	0.756473636344908	0.999933854087298	gain	1572.364	1434.026	1724.333	1306.77	-0.001	0.25	2
69	0	MTOR	chr1	11288724	11288975	0.253	0.358870784432467	0.162	0.29	251	0.407426484756888	0.999933854087298	gain	1000.021	842.869	1096.474	767.884	-0.072	0.527	1
70	0	MTOR	chr1	11290981	11291111	0.038	0.0689686221012835	0.239	0.009	130	0.844059843294856	0.999933854087298	gain	1184.969	1168.433	1299.362	1064.662	-0.303	0.436	1
