Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.662	-0.590369601250131	0.027	-0.665	102	0.0398254927920925	0.767928632940368	loss	1089.435	1723.663	1079.049	1738.951	-0.716	-0.601	3
2	0	-	chr1	2408027	2408151	0.545	0.329466572545373	0.072	0.565	124	0.446306410345788	0.947674711811711	gain	561.692	383.075	556.097	386.081	0.356	0.664	1
3	0	-	chr1	2409914	2410061	0.942	0.66958847791365	0.129	0.923	147	0.156017518314458	0.897648445199702	gain	498.861	262.285	493.837	264.184	0.743	1.251	1
4	0	-	chr1	2411172	2411416	0.789	0.202175332801756	0.202	0.816	244	0.76945937699156	0.98867093385495	gain	148.015	82.47	146.176	82.721	0.308	1.19	1
5	0	-	chr1	2411621	2411751	0.758	0.544679973630757	0.091	0.757	130	0.206392256488102	0.898612944920319	gain	599.562	353.184	593.623	355.915	0.548	0.908	1
6	0	-	chr1	2415886	2416057	0.642	0.459871027925709	0.133	0.693	171	0.261392423747305	0.911590903446298	gain	659.731	412.891	653.246	416.17	0.325	0.884	1
7	0	-	chr1	2418345	2418439	0.611	0.399653199562306	0.075	0.589	94	0.352337675329389	0.919968277984124	gain	579.619	380.297	573.862	383.277	0.511	0.766	1
8	0	-	chr1	2418611	2418815	0.674	0.343165994986968	0.141	0.665	204	0.50310282813926	0.957223219911763	gain	371.926	237.699	368.054	239.373	0.443	1.055	1
9	0	-	chr1	2419036	2419157	0.187	0.0913266558148713	0.091	0.171	121	0.793896218307765	0.990005294431412	gain	795.161	694.579	787.446	700.438	0.036	0.352	1
10	0	-	chr1	2420645	2420817	0.559	0.420295991981977	0.144	0.51	172	0.267926782719864	0.911590903446298	gain	750.395	514.644	743.087	518.855	0.366	1.003	1
11	0	-	chr1	2421198	2421306	0.856	0.71215288441576	0.111	0.813	108	0.0629302852702556	0.825593188692041	gain	796.804	443.754	789.074	447.315	0.713	1.07	1
12	0	-	chr1	2422630	2422774	0.884	0.747864852454558	0.117	0.863	144	0.0476392608542913	0.785418173781402	gain	825.665	451.782	817.674	455.417	0.701	1.16	1
13	0	-	chr1	2426294	2426387	0.738	0.462887984660783	0.144	0.744	93	0.328665550181604	0.919968277984124	gain	471.54	281.836	466.763	283.914	0.386	0.981	1
14	0	-	chr1	2426926	2427009	1.359	1.04298975383793	0.148	1.395	83	0.0378209980985507	0.761768850710392	gain	463.073	181.874	458.373	183.036	1.087	1.623	1
15	0	-	chr1	2428045	2428143	1.201	0.931756019258655	0.159	1.203	98	0.0473402572611861	0.785418173781402	gain	537.724	232.638	532.347	234.265	0.929	1.508	1
16	0	-	chr1	2428266	2428449	1.047	0.813410467966289	0.235	0.956	183	0.0676365128384198	0.839350726264507	gain	586.503	295.621	580.683	297.825	0.629	1.527	1
17	0	-	chr1	2428940	2429048	0.772	0.407042214926485	0.112	0.747	108	0.447712394597999	0.948190892845049	gain	337.102	198.391	333.546	199.704	0.618	1.118	1
18	0	-	chr1	2429961	2430086	0.864	0.382894166046425	0.293	0.959	125	0.534605709060996	0.957223219911763	gain	227.788	116.636	225.224	117.2	0.232	1.284	1
19	0	-	chr1	2430182	2430267	1.297	0.930850619833777	0.092	1.306	85	0.0829895909739	0.840288759608758	gain	378.853	154.221	374.918	155.129	1.098	1.514	1
20	0	-	chr1	2430522	2430669	0.989	0.67310847683779	0.131	1.011	147	0.180081044058117	0.897648445199702	gain	431.103	214.135	426.694	215.592	0.668	1.245	1
21	0	-	chr1	2431079	2431159	1.113	0.850100735449279	0.085	1.13	80	0.0677707056814587	0.839350726264507	gain	540.124	249.035	534.725	250.813	0.84	1.235	1
22	0	-	chr1	2433550	2433848	0.931	0.268914948644275	0.337	0.885	298	0.71702539795763	0.982967224588283	gain	109.246	63.916	107.758	63.997	0.351	1.611	1
23	0	-	chr1	2435360	2436652	0.846	0.189666724767836	0.523	0.815	1292	0.797172198343041	0.990005294431412	gain	114.144	62.844	112.612	62.915	-0.241	2.227	1
24	0	-	chr1	3003428	3003530	0.571	0.503858549354592	0.053	0.579	102	0.126573768093189	0.885716019761346	gain	991.824	668.497	982.324	674.118	0.457	0.665	1
