Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.385	0.311222717881074	0.055	0.376	102	0.501999975993364	0.95465115238474	gain	1559.056	1195.281	1475.324	1262.186	0.311	0.561	2
2	0	-	chr1	2408027	2408151	1.116	1.16855070769448	0.116	1.092	124	0.0768063362646114	0.95465115238474	gain	535.089	250.531	506.04	264.137	0.951	1.335	1
3	0	-	chr1	2409914	2410061	0.695	0.737136777531129	0.162	0.664	147	0.251310899816244	0.95465115238474	gain	537.864	333.348	508.667	351.626	0.432	0.945	1
4	0	-	chr1	2411172	2411416	0.909	1.06898124893361	0.208	0.858	244	0.205346054445685	0.95465115238474	gain	174.852	95.485	165.041	100.344	0.58	1.38	1
5	0	-	chr1	2411621	2411751	0.577	0.613983927844332	0.046	0.582	130	0.332646041933484	0.95465115238474	gain	548.48	368.471	518.715	388.731	0.442	0.688	1
6	0	-	chr1	2415886	2416057	0.532	0.547565228302259	0.089	0.547	171	0.359149854206887	0.95465115238474	gain	669.236	465.035	633.023	490.743	0.323	0.711	1
7	0	-	chr1	2418345	2418439	0.743	0.757714127912663	0.089	0.75	94	0.203367997609438	0.95465115238474	gain	715.526	428.372	676.84	452.011	0.516	0.913	1
8	0	-	chr1	2418611	2418815	0.577	0.649274536315821	0.155	0.536	204	0.349572446165767	0.95465115238474	gain	384.202	261.677	363.211	275.912	0.321	1.092	1
9	0	-	chr1	2419036	2419157	0.665	0.66220421711462	0.04	0.668	121	0.241796776590971	0.95465115238474	gain	835.078	526.056	790.008	555.207	0.564	0.742	1
10	0	-	chr1	2420645	2420817	0.763	0.76586147324064	0.158	0.715	172	0.183197461733599	0.95465115238474	gain	804.261	482.516	760.837	509.209	0.556	1.104	1
11	0	-	chr1	2421198	2421306	0.602	0.620227261774458	0.07	0.602	108	0.302628466472393	0.95465115238474	gain	665.24	439.44	629.241	463.704	0.462	0.788	1
12	0	-	chr1	2422630	2422774	0.524	0.522850669133393	0.04	0.521	144	0.357776020506525	0.95465115238474	gain	789.548	549.513	746.91	579.986	0.404	0.649	1
13	0	-	chr1	2426294	2426387	0.291	0.334534667959631	0.038	0.282	93	0.603976167945897	0.958349352982483	gain	472.389	386.813	446.688	408.108	0.214	0.397	1
14	0	-	chr1	2426926	2427009	0.67	0.732487152903691	0.094	0.666	83	0.279529510709592	0.95465115238474	gain	435.947	275.857	412.193	290.892	0.516	0.937	1
15	0	-	chr1	2428045	2428143	0.76	0.798521054297486	0.081	0.762	98	0.209561126818877	0.95465115238474	gain	567.311	335.75	536.541	354.163	0.573	0.914	1
16	0	-	chr1	2428266	2428449	0.364	0.405267032495194	0.077	0.352	183	0.527281692402267	0.95465115238474	gain	493.858	384.911	467.011	406.098	0.178	0.557	1
