Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.119	-0.127116784066422	0.065	-0.117	102	0.536634662939691	0.999434731704894	loss	977.871	1061.042	1267.441	817.824	-0.304	-0.005	2
2	0	-	chr1	2408027	2408151	-0.319	-0.316970083167962	0.274	-0.346	124	0.146721238212644	0.999434731704894	loss	371.672	453.769	481.331	349.532	-0.734	0.268	1
3	0	-	chr1	2409914	2410061	0.36	0.364381788719166	0.136	0.392	147	0.101740006046762	0.999434731704894	gain	377.093	292.268	488.361	224.993	0.094	0.611	1
4	0	-	chr1	2411172	2411416	0.445	0.461581198348087	0.249	0.475	244	0.0592323325807973	0.999434731704894	gain	130.38	95.304	168.426	73.107	-0.197	0.92	1
5	0	-	chr1	2411621	2411751	-0.054	-0.0511659294362862	0.135	-0.073	130	0.815985912086517	0.999434731704894	loss	373.932	394.424	484.262	303.769	-0.265	0.215	1
6	0	-	chr1	2415886	2416057	-0.304	-0.30416295011035	0.081	-0.292	171	0.156110761773138	0.999434731704894	loss	451.367	552.226	584.678	425.456	-0.498	-0.16	1
7	0	-	chr1	2418345	2418439	-0.118	-0.116826563516301	0.184	-0.071	94	0.590101274212387	0.999434731704894	loss	427.653	463.259	553.926	356.851	-0.423	0.163	1
8	0	-	chr1	2418611	2418815	-0.075	-0.0669076654104838	0.232	-0.133	204	0.770504275385845	0.999434731704894	loss	232.454	248.44	300.794	191.196	-0.409	0.375	1
9	0	-	chr1	2419036	2419157	0.034	0.0335980828666772	0.052	0.049	121	0.875261091612088	0.999434731704894	gain	519.431	505.764	672.942	389.628	-0.082	0.116	1
10	0	-	chr1	2420645	2420817	-0.006	-0.00696148302501343	0.091	-0.027	172	0.973929653057683	0.999434731704894	loss	534.387	543.228	692.337	418.517	-0.171	0.198	1
11	0	-	chr1	2421198	2421306	0.242	0.241147168599178	0.084	0.229	108	0.258052652237889	0.999434731704894	gain	578.239	488.992	749.204	376.694	0.102	0.437	1
12	0	-	chr1	2422630	2422774	-0.056	-0.0584743165913889	0.07	-0.054	144	0.780960601100446	0.999434731704894	loss	603.213	629.936	781.59	485.382	-0.204	0.121	1
13	0	-	chr1	2426294	2426387	0.015	0.0190100892396159	0.071	-0.005	93	0.931757156231495	0.999434731704894	gain	346.948	344.957	449.269	265.624	-0.081	0.196	1
14	0	-	chr1	2426926	2427009	0.001	0.00736710001464307	0.066	0.001	83	0.974023559065092	0.999434731704894	gain	280.618	280.2	363.253	215.687	-0.111	0.126	1
15	0	-	chr1	2428045	2428143	0.464	0.468472748256308	0.076	0.446	98	0.0355174568501146	0.959013726614606	gain	384.039	279.918	497.367	215.469	0.34	0.625	1
16	0	-	chr1	2428266	2428449	-0.064	-0.0605182625226201	0.079	-0.05	183	0.784245092978782	0.999434731704894	loss	355.64	369.623	460.541	284.645	-0.232	0.076	1
17	0	-	chr1	2428940	2429048	0.007	0.0160050983439016	0.107	0.02	108	0.944763487760006	0.999434731704894	gain	222.131	221.194	287.407	170.185	-0.237	0.21	1
18	0	-	chr1	2429961	2430086	-0.096	-0.0829456853840498	0.119	-0.106	125	0.727802198886388	0.999434731704894	loss	148.737	160.295	192.232	123.224	-0.368	0.263	1
19	0	-	chr1	2430182	2430267	0.052	0.0598365017795912	0.059	0.046	85	0.793775146343162	0.999434731704894	gain	250.648	241.336	324.388	185.718	-0.047	0.218	1
20	0	-	chr1	2430522	2430669	-0.214	-0.209438751716822	0.203	-0.248	147	0.347605152417025	0.999434731704894	loss	302.728	356.013	391.925	274.15	-0.555	0.199	1
21	0	-	chr1	2431079	2431159	-0.256	-0.255456724088649	0.043	-0.262	80	0.23636349707221	0.999434731704894	loss	429.532	512.844	556.362	395.087	-0.346	-0.138	1
22	0	-	chr1	2433550	2433848	0.174	0.193966920305095	0.463	0.083	298	0.439273904293908	0.999434731704894	gain	85.84	81.062	110.668	62.124	-0.437	1.371	1
23	0	-	chr1	2435360	2436652	-0.329	-0.308957729697846	0.519	-0.465	1288	0.218224005361287	0.999434731704894	loss	71.769	94.016	92.421	72.113	-1.4	1.438	1
24	0	-	chr1	3003428	3003530	-0.019	-0.0252054104534111	0.174	-0.089	102	0.902485170842086	0.999434731704894	loss	854.3	865.278	1107.196	666.863	-0.27	0.328	1
25	0	-	chr1	4510054	4510156	0.04	0.0356325472529975	0.086	0.025	102	0.863245018542099	0.999434731704894	gain	739.726	720.051	958.618	554.873	-0.127	0.195	1
26	0	NPHP4	chr1	6011300	6011402	0.435	0.433386012569377	0.163	0.446	102	0.0407752897237528	0.968635372334491	gain	652.633	489.503	845.676	377.088	0.198	0.815	1
27	0	-	chr1	7503222	7503323	0.003	-0.00195806335838214	0.085	0.022	101	0.992408924741945	0.999434731704894	loss	771.576	767.093	999.921	591.149	-0.161	0.181	1
28	0	-	chr1	9032969	9033070	-0.423	-0.431693059634364	0.075	-0.396	101	0.0358659362221136	0.962624016628085	loss	918.138	1228.222	1189.98	946.743	-0.604	-0.317	2
29	0	-	chr1	10517883	10517985	-0.001	-0.00645629814285174	0.032	-0.004	102	0.974963438586823	0.999434731704894	loss	803.957	804.571	1041.912	620.049	-0.061	0.081	1
30	0	MTOR	chr1	11167541	11167557	0.073	0.0669104385282906	0.024	0.071	16	0.744992491935481	0.999434731704894	gain	872.608	829.308	1130.938	639.125	0.032	0.111	1
31	0	MTOR	chr1	11168237	11168343	0.239	0.23281845901607	0.093	0.274	106	0.25775134825769	0.999434731704894	gain	927.822	788.102	1202.538	607.349	0.062	0.365	1
32	0	MTOR	chr1	11169346	11169427	0.068	0.0614391143918984	0.081	0.051	81	0.765204613888002	0.999434731704894	gain	908.252	866.673	1177.16	667.938	-0.093	0.198	2
33	0	MTOR	chr1	11169705	11169786	0.274	0.26825627197249	0.044	0.282	81	0.192239085958615	0.999434731704894	gain	902.654	747.609	1169.901	576.123	0.173	0.371	1
34	0	MTOR	chr1	11172908	11172974	0.042	0.0352321373334376	0.077	0.067	66	0.864017662627705	0.999434731704894	gain	916.144	891.824	1187.394	687.333	-0.119	0.167	2
35	0	MTOR	chr1	11174374	11174510	-0.077	-0.0785815881765944	0.085	-0.054	136	0.710753975810318	0.999434731704894	loss	555.18	583.663	719.301	449.699	-0.279	0.054	1
36	0	MTOR	chr1	11174869	11174944	0.118	0.109745194043001	0.036	0.115	75	0.59371010897264	0.999434731704894	gain	1073.646	990.501	1391.64	763.427	0.035	0.211	2
37	0	MTOR	chr1	11175452	11175525	-0.209	-0.216055445682993	0.039	-0.207	73	0.293608902718755	0.999434731704894	loss	860.55	994.353	1115.301	766.397	-0.279	-0.136	2
38	0	MTOR	chr1	11177060	11177143	-0.137	-0.144441761045583	0.094	-0.114	83	0.482600538747669	0.999434731704894	loss	913.647	1006.228	1184.157	775.554	-0.295	0.022	2
