Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.31	-0.284711618579077	0.148	-0.269	102	0.472534797067011	0.999958637676082	loss	866.073	1066.442	676.902	1363.049	-0.616	-0.054	2
2	0	-	chr1	2408027	2408151	0.978	0.660482552010772	0.181	1.048	124	0.402298591250667	0.999958637676082	gain	301.166	149.621	235.129	190.685	0.457	1.228	1
3	0	-	chr1	2409914	2410061	1.566	1.28828438111353	0.596	1.442	147	0.0829648461465131	0.999958637676082	gain	399.411	134.376	311.959	171.19	0.875	2.733	1
4	0	-	chr1	2411172	2411416	2.415	1.85191195152292	0.864	2.373	244	0.0833866013184108	0.999958637676082	gain	138.456	20.445	107.885	25.504	0.955	3.567	1
5	0	-	chr1	2411621	2411751	1.818	1.51723475752247	0.179	1.799	130	0.0486258288170534	0.999958637676082	gain	378.187	105.833	295.362	134.692	1.339	2.081	1
6	0	-	chr1	2415886	2416057	1.903	1.7035487081529	0.194	1.949	171	0.00914001288919453	0.999958637676082	gain	588.834	155.369	460.094	198.035	1.375	2.196	1
7	0	-	chr1	2418345	2418439	1.063	0.829621129240954	0.363	1.149	94	0.23080095249443	0.999958637676082	gain	438.11	206.248	342.223	263.096	0.47	1.86	1
8	0	-	chr1	2418611	2418815	1.202	0.772419218069991	0.308	1.08	204	0.399524694925201	0.999958637676082	gain	193.237	86.868	150.725	110.441	0.821	1.887	1
9	0	-	chr1	2419036	2419157	1.293	1.12776265167273	0.2	1.265	121	0.0664051311552543	0.999958637676082	gain	608.213	252.352	475.248	322.05	1.01	1.758	1
10	0	-	chr1	2420645	2420817	0.982	0.752357777976844	0.173	1	172	0.274195003524926	0.999958637676082	gain	431.885	222.778	337.355	284.233	0.655	1.355	1
11	0	-	chr1	2421198	2421306	1.622	1.49688682412282	0.121	1.648	108	0.00845563084048395	0.999958637676082	gain	770.827	249.583	602.417	318.509	1.271	1.879	1
12	0	-	chr1	2422630	2422774	1.667	1.45465674860952	0.35	1.737	144	0.0294971179122441	0.999958637676082	gain	540.665	163.895	422.424	208.938	0.666	2.152	1
13	0	-	chr1	2426294	2426387	1.288	0.919038918799113	0.112	1.287	93	0.278172100494003	0.999958637676082	gain	257.057	105.275	200.634	133.978	0.976	1.497	1
14	0	-	chr1	2426926	2427009	1.148	0.769134434410764	0.443	1.191	83	0.370479555617956	0.999958637676082	gain	245.322	102.088	191.458	129.904	0.322	1.735	1
15	0	-	chr1	2428045	2428143	1.646	1.32995333246545	0.113	1.665	98	0.091018276887358	0.999958637676082	gain	343.747	109.864	268.429	139.847	1.358	1.851	1
16	0	-	chr1	2428266	2428449	1.734	1.48003466871893	0.295	1.8	183	0.0386960644206731	0.999958637676082	gain	457.886	132.539	357.689	168.842	0.76	2.153	1
17	0	-	chr1	2428940	2429048	1.138	0.721054342625229	0.181	1.103	108	0.424262519175207	0.999958637676082	gain	203.155	92.388	158.481	117.5	0.749	1.498	1
18	0	-	chr1	2429961	2430086	1.778	1.25420350141091	0.178	1.793	125	0.220946362177646	0.999958637676082	gain	145.753	41.998	113.592	53.064	0.975	2.181	1
