Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.399	-0.3856277341348	0.107	-0.382	102	0.100757692663526	0.928995256115226	loss	700.023	924.82	785.137	823.529	-0.666	-0.226	2
2	0	-	chr1	2408027	2408151	0.138	0.0637721309474248	0.218	0.167	124	0.846292488173014	0.991772604963366	gain	416.907	364.326	467.371	324.153	-0.5	0.444	1
3	0	-	chr1	2409914	2410061	0.181	0.107845589472052	0.294	0.151	147	0.742214045713014	0.991701134575225	gain	414.607	373.668	464.789	332.476	-0.373	0.74	1
4	0	-	chr1	2411172	2411416	0.441	0.231635277090643	0.175	0.479	244	0.620206481898781	0.985793520289661	gain	148.286	104.16	165.873	92.357	0	0.743	1
5	0	-	chr1	2411621	2411751	0.212	0.158099981320702	0.133	0.184	130	0.607906772951202	0.985793520289661	gain	501.595	424.34	562.423	377.623	-0.046	0.547	1
6	0	-	chr1	2415886	2416057	0.051	-0.00424417422472994	0.156	0.028	171	0.989059866893128	0.999236553050469	loss	463.016	452.573	519.123	402.778	-0.243	0.526	1
7	0	-	chr1	2418345	2418439	-0.06	-0.0977805998526811	0.129	-0.036	94	0.737410210439877	0.991701134575225	loss	520.876	538.626	584.064	479.447	-0.34	0.112	1
8	0	-	chr1	2418611	2418815	0.589	0.467806737751602	0.184	0.607	204	0.214765892664929	0.959215628918772	gain	319.794	207.768	358.373	184.667	0.071	0.865	1
9	0	-	chr1	2419036	2419157	-0.042	-0.0695759115977647	0.155	-0.081	121	0.804565455260243	0.991701134575225	loss	563.791	590.06	632.231	525.273	-0.26	0.299	1
10	0	-	chr1	2420645	2420817	-0.018	-0.0409000114501965	0.233	0.049	172	0.882358706647382	0.994269485775154	loss	608.63	591.216	682.558	526.302	-0.495	0.263	1
