Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.626	0.610819963582861	0.216	0.635	102	0.144429724682396	0.966175585428356	gain	1018.553	654.587	768.324	866.686	0.226	0.994	2
2	0	-	chr1	2408027	2408151	-0.119	-0.0209706266930965	0.25	-0.124	124	0.949647430060155	0.999624967068694	loss	349.443	361.356	263.347	478.145	-0.709	0.195	1
3	0	-	chr1	2409914	2410061	0.056	0.183420156623845	0.06	0.051	147	0.557053373472491	0.999624967068694	gain	290.258	278.891	218.68	368.878	-0.092	0.217	1
4	0	-	chr1	2411172	2411416	-0.357	-0.100739913863845	0.204	-0.35	244	0.655594062862354	0.999624967068694	loss	95.658	119.179	71.816	157.254	-0.778	-0.013	1
5	0	-	chr1	2411621	2411751	0.323	0.418522824677979	0.13	0.275	130	0.209857101743951	0.999624967068694	gain	399.6	324.8	301.2	429.708	0.133	0.594	1
6	0	-	chr1	2415886	2416057	0.374	0.453680274389822	0.145	0.371	171	0.187729676306746	0.995884937715599	gain	464.718	351.876	350.345	465.585	0.061	0.657	1
7	0	-	chr1	2418345	2418439	0.333	0.422806909756875	0.103	0.379	94	0.210424931743513	0.999624967068694	gain	422.762	333.635	318.681	441.415	0.121	0.479	1
8	0	-	chr1	2418611	2418815	0.351	0.517104845698958	0.085	0.35	204	0.0709770041820075	0.812880871857352	gain	237.622	187.177	178.956	247.353	0.104	0.564	1
9	0	-	chr1	2419036	2419157	-0.089	-0.0165825847688472	0.106	-0.076	121	0.962132394181081	0.999624967068694	loss	417.622	445.074	314.802	589.074	-0.295	0.216	1
10	0	-	chr1	2420645	2420817	0.164	0.240268116257198	0.075	0.155	172	0.488282114857967	0.999624967068694	gain	441.62	396.318	332.913	524.471	0.015	0.337	1
11	0	-	chr1	2421198	2421306	0.002	0.0600206181385263	0.165	-0.019	108	0.867197428797712	0.999624967068694	gain	480.751	481.166	362.444	636.898	-0.263	0.246	1
12	0	-	chr1	2422630	2422774	-0.075	-0.00557864454054761	0.089	-0.089	144	0.987329439830796	0.999624967068694	loss	428.872	453.592	323.292	600.361	-0.296	0.144	1
13	0	-	chr1	2426294	2426387	-0.125	0.00253964007048146	0.131	-0.128	93	0.993511032521408	0.999624967068694	gain	270.792	297.843	203.989	393.989	-0.339	0.219	1
14	0	-	chr1	2426926	2427009	0.368	0.498059597625086	0.118	0.347	83	0.108792320910496	0.904478870587162	gain	313.543	244.359	236.253	323.12	0.092	0.562	1
15	0	-	chr1	2428045	2428143	0.004	0.113318616738405	0.046	0.004	98	0.726932829245562	0.999624967068694	gain	327.31	325.328	246.643	430.408	-0.133	0.116	1
16	0	-	chr1	2428266	2428449	0.317	0.409327756072413	0.161	0.37	183	0.22300414751323	0.999624967068694	gain	416.451	325.664	313.918	430.852	-0.09	0.611	1
17	0	-	chr1	2428940	2429048	0.294	0.468100503088402	0.102	0.296	108	0.0957678467261256	0.887481327589194	gain	220.603	179.273	166.111	236.88	0.114	0.502	1
18	0	-	chr1	2429961	2430086	0.262	0.478078012171891	0.135	0.257	125	0.058649578880402	0.764046979887614	gain	158.836	132.282	119.496	174.616	0.011	0.699	1
19	0	-	chr1	2430182	2430267	-0.616	-0.469753110542383	0.07	-0.603	85	0.117036401244144	0.916268782936452	loss	195.295	298.331	147.012	394.635	-0.803	-0.496	1
20	0	-	chr1	2430522	2430669	-0.321	-0.176421750162662	0.091	-0.323	147	0.557579137797781	0.999624967068694	loss	221.357	278.537	166.68	368.408	-0.482	-0.083	1
21	0	-	chr1	2431079	2431159	0.293	0.388927073104301	0.124	0.253	80	0.243520182559728	0.999624967068694	gain	395.923	326.266	298.425	431.65	0.136	0.582	1
22	0	-	chr1	2433550	2433848	-0.501	-0.209978119491539	0.243	-0.568	298	0.299862904104626	0.999624967068694	loss	70.953	94.224	53.171	124.188	-0.963	-0.039	1
23	0	-	chr1	2435360	2436652	0.214	0.506116841548541	0.335	0.264	1292	0.0121431361193545	0.36009918201213	gain	89.932	73.883	67.495	97.235	-1.161	1.385	1
24	0	-	chr1	3003428	3003530	0.279	0.263208667305426	0.174	0.314	102	0.529914524524374	0.999624967068694	gain	924.125	756.767	697.059	1002.078	-0.068	0.502	2
25	0	-	chr1	4510054	4510156	0.108	0.170871330208676	0.129	0.072	102	0.630935274339339	0.999624967068694	gain	481.123	446.15	362.725	590.5	-0.161	0.367	1
26	0	NPHP4	chr1	6011300	6011402	-0.045	0.00429594814576266	0.047	-0.041	102	0.990603919512229	0.999624967068694	gain	505.766	521.753	381.324	690.676	-0.158	0.058	1
27	0	-	chr1	7503222	7503323	-0.258	-0.223359642287401	0.142	-0.266	101	0.553009310755296	0.999624967068694	loss	524.583	623.358	395.525	825.307	-0.466	-0.013	1
28	0	-	chr1	9032969	9033070	0.992	0.966348723390422	0.117	0.961	101	0.0237422153018514	0.497236521832907	gain	1204.836	606.172	908.911	802.535	0.837	1.275	2
29	0	-	chr1	10517883	10517985	1.012	1.0192676734133	0.191	0.967	102	0.0107467731290622	0.332284113241716	gain	938.181	473.748	707.667	627.069	0.731	1.354	2
30	0	MTOR	chr1	11167541	11167557	0.212	0.20123477778802	0.017	0.216	16	0.627572640984151	0.999624967068694	gain	868.479	749.727	655.063	992.75	0.175	0.238	2
31	0	MTOR	chr1	11168237	11168343	0.163	0.1879989164808	0.182	0.102	106	0.624997456202317	0.999624967068694	gain	649.653	585.107	489.915	774.623	-0.131	0.59	2
32	0	MTOR	chr1	11169346	11169427	0.041	0.0401282106737829	0.091	0.013	81	0.921353431730571	0.999624967068694	gain	760.954	740.608	573.914	980.667	-0.092	0.294	2
33	0	MTOR	chr1	11169705	11169786	-0.036	-0.0143497727013953	0.118	-0.029	81	0.970456182895234	0.999624967068694	loss	624.721	641.705	471.099	849.617	-0.237	0.157	2
34	0	MTOR	chr1	11172908	11172974	0.148	0.15199786978911	0.055	0.139	66	0.705591274046088	0.999624967068694	gain	760.868	686.407	573.848	908.848	0.054	0.264	2
35	0	MTOR	chr1	11174374	11174510	0.257	0.296669998126432	0.096	0.223	136	0.425478489277619	0.999624967068694	gain	601.733	503.368	453.75	666.316	0.112	0.479	1
36	0	MTOR	chr1	11174869	11174944	0.541	0.517073531258575	0.058	0.536	75	0.224711390973738	0.999624967068694	gain	1059.501	728.04	799.227	964.013	0.446	0.69	2
37	0	MTOR	chr1	11175452	11175525	0.234	0.22776427324064	0.137	0.234	73	0.579435904850741	0.999624967068694	gain	843.329	720.39	636.082	953.877	0.043	0.515	2
38	0	MTOR	chr1	11177060	11177143	0.447	0.426395053119711	0.256	0.416	83	0.313545734356891	0.999624967068694	gain	1014.437	728.766	765.217	964.976	0.072	0.866	2
39	0	MTOR	chr1	11181302	11181425	0.147	0.201726470080951	0.077	0.142	123	0.576451408476869	0.999624967068694	gain	519.557	466.622	391.732	617.626	-0.001	0.325	1
40	0	MTOR	chr1	11182035	11182183	0.329	0.387963227060151	0.304	0.27	148	0.278903079392354	0.999624967068694	gain	532.805	422.28	401.73	558.872	-0.107	0.805	1
41	0	MTOR	chr1	11184554	11184690	0.367	0.401656832428779	0.068	0.357	136	0.286033098497206	0.999624967068694	gain	646.677	501.121	487.669	663.338	0.212	0.543	1
42	0	MTOR	chr1	11186678	11186853	0.231	0.235512850810144	0.276	0.12	175	0.557882950487295	0.999624967068694	gain	783.329	658.321	590.8	871.634	-0.164	0.671	2
43	0	MTOR	chr1	11187066	11187201	-0.247	-0.223200297127471	0.148	-0.277	135	0.562738678064944	0.999624967068694	loss	570.215	675.793	429.963	894.785	-0.496	0.027	2
44	0	MTOR	chr1	11187680	11187863	-0.209	-0.179159548074483	0.121	-0.192	183	0.637786041353564	0.999624967068694	loss	550.787	639.585	415.301	846.809	-0.454	0.055	2
45	0	MTOR	chr1	11188060	11188183	0.263	0.28554049628465	0.086	0.282	123	0.460272183853712	0.999624967068694	gain	689	568.929	519.61	753.187	-0.009	0.388	2
46	0	MTOR	chr1	11188510	11188609	-0.245	-0.194588405315218	0.126	-0.194	99	0.592979169522915	0.999624967068694	loss	468.036	550.851	352.848	729.232	-0.552	-0.099	1
47	0	MTOR	chr1	11188911	11189008	-0.032	-0.00930971668496525	0.059	-0.022	97	0.980786800988144	0.999624967068694	loss	620.984	635.521	468.278	841.423	-0.149	0.069	2
48	0	MTOR	chr1	11189794	11189895	-0.171	-0.173255948206351	0.12	-0.227	101	0.670801967354304	0.999624967068694	loss	711.216	806.145	536.376	1067.505	-0.346	0.065	2
49	0	MTOR	chr1	11190585	11190834	0.077	0.124816080627066	0.202	-0.013	249	0.732930412405627	0.999624967068694	gain	537.101	501.981	404.972	664.478	-0.248	0.462	1
50	0	MTOR	chr1	11193136	11193254	0.37	0.405781258427872	0.037	0.372	118	0.279901221609909	0.999624967068694	gain	641.737	496.343	483.941	657.008	0.248	0.465	1
51	0	MTOR	chr1	11194407	11194523	0.009	0.0416750801445871	0.057	0.002	116	0.912245707908993	0.999624967068694	gain	584.017	581.111	440.379	769.328	-0.095	0.137	1
52	0	MTOR	chr1	11199360	11199492	0.415	0.476504037178103	0.196	0.532	132	0.181464232659926	0.988207557490281	gain	533.464	403.446	402.227	533.917	0.054	0.666	1
53	0	MTOR	chr1	11199589	11199715	0.368	0.464224786472936	0.085	0.35	126	0.163663696430389	0.972448373251956	gain	405.613	314.952	305.738	416.659	0.239	0.612	1
54	0	MTOR	chr1	11204704	11204812	-0.1	-0.0598421804077176	0.12	-0.118	108	0.87214573660683	0.999624967068694	loss	530.734	570.298	400.167	755	-0.333	0.158	1
55	0	MTOR	chr1	11205024	11205102	-0.051	-0.0356155247835041	0.077	-0.036	78	0.927742661374116	0.999624967068694	loss	652.161	675.713	491.808	894.679	-0.202	0.081	2
56	0	MTOR	chr1	11206732	11206848	0.066	0.0732171994457134	0.159	0.11	116	0.854629810296046	0.999624967068694	gain	720.358	692.11	543.276	916.405	-0.321	0.267	2
57	0	MTOR	chr1	11210182	11210283	-0.109	-0.062079656669768	0.081	-0.122	101	0.86545153937817	0.999624967068694	loss	502.635	543.509	378.96	719.505	-0.254	0.063	1
58	0	MTOR	chr1	11217208	11217348	0.117	0.145314631851409	0.148	0.159	140	0.703521077574038	0.999624967068694	gain	626.994	577.192	472.814	764.136	-0.241	0.332	2
59	0	MTOR	chr1	11227498	11227574	-0.102	-0.0545268476716376	0.058	-0.097	76	0.881573223624943	0.999624967068694	loss	501.571	540.209	378.158	715.132	-0.251	0.025	1
60	0	MTOR	chr1	11259314	11259460	-0.267	-0.216419827713685	0.185	-0.326	146	0.552058461497858	0.999624967068694	loss	467.338	550.251	352.322	728.438	-0.553	0.127	1
61	0	MTOR	chr1	11259597	11259760	0.352	0.360964136191609	0.118	0.339	163	0.364619561294436	0.999624967068694	gain	785.756	608.176	592.632	805.19	0.128	0.581	2
62	0	MTOR	chr1	11264617	11264760	-0.186	-0.0798376630130408	0.113	-0.179	143	0.806893166522156	0.999624967068694	loss	312.661	355.741	235.587	470.706	-0.491	0.029	1
