Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.614	0.522361175989435	0.182	0.683	102	0.101821594157055	0.999821143074905	gain	1565.536	1011.045	2024.206	781.314	0.115	0.835	2
2	0	-	chr1	2408027	2408151	-0.912	-0.474149827974518	0.267	-0.897	124	0.377288789335483	0.999821143074905	loss	294.195	563.063	379.863	434.952	-1.674	-0.41	1
3	0	-	chr1	2409914	2410061	-0.09	0.398353067251624	0.102	-0.077	147	0.481435538355684	0.999821143074905	gain	373.369	398.469	482.265	307.694	-0.307	0.178	1
4	0	-	chr1	2411172	2411416	-0.871	0.160835945675832	0.387	-0.724	244	0.854307355096442	0.999821143074905	gain	94.563	154.875	121.66	119.357	-1.682	-0.266	1
5	0	-	chr1	2411621	2411751	-0.329	0.16738331213033	0.168	-0.318	130	0.769189620655202	0.999821143074905	gain	342.16	416.903	441.9	321.946	-0.723	-0.075	1
6	0	-	chr1	2415886	2416057	-0.556	-0.280854022520432	0.236	-0.607	171	0.52722558077315	0.999821143074905	loss	470.772	731.418	608.246	565.117	-0.996	-0.14	1
7	0	-	chr1	2418345	2418439	-0.643	-0.263278840377241	0.32	-0.509	94	0.601315599887386	0.999821143074905	loss	386.784	580.559	499.617	448.479	-1.404	-0.314	1
8	0	-	chr1	2418611	2418815	-0.878	-0.157525311959858	0.267	-0.808	204	0.821516580498823	0.999821143074905	loss	168.833	307.605	217.721	237.441	-1.638	-0.287	1
9	0	-	chr1	2419036	2419157	-0.454	-0.250649795775773	0.251	-0.409	121	0.534229760455806	0.999821143074905	loss	602.786	792.869	778.992	612.628	-1.098	-0.148	1
10	0	-	chr1	2420645	2420817	-0.828	-0.53150111348847	0.204	-0.808	172	0.24419781674323	0.999821143074905	loss	425.325	724.679	549.465	559.907	-1.251	-0.485	1
11	0	-	chr1	2421198	2421306	0.152	0.248978778181106	0.188	0.187	108	0.467357032723136	0.999821143074905	gain	917.025	823.948	1185.426	636.657	-0.237	0.444	1
12	0	-	chr1	2422630	2422774	-0.179	0.0367335170347139	0.135	-0.178	144	0.928665803080733	0.999821143074905	gain	639.92	720.273	827.021	556.5	-0.479	0.087	1
13	0	-	chr1	2426294	2426387	-0.232	0.263327184508935	0.287	-0.264	93	0.643995459460691	0.999821143074905	gain	356.387	404.344	460.301	312.237	-0.916	0.178	1
14	0	-	chr1	2426926	2427009	-0.169	0.386630548497096	0.265	-0.057	83	0.522252599744781	0.999821143074905	gain	322.759	348.36	416.807	268.952	-1	0.112	1
15	0	-	chr1	2428045	2428143	-1.185	-0.660866320585632	0.218	-1.14	98	0.25963183061216	0.999821143074905	loss	222.949	493.573	287.714	381.224	-1.561	-0.891	1
16	0	-	chr1	2428266	2428449	-0.001	0.437650631661518	0.287	0.065	183	0.41550393453507	0.999821143074905	gain	435.037	420.796	562.027	324.956	-0.737	0.485	1
17	0	-	chr1	2428940	2429048	-0.295	0.405225552729447	0.11	-0.319	108	0.555128377931458	0.999821143074905	gain	223.535	273.382	288.472	210.981	-0.536	-0.079	1
18	0	-	chr1	2429961	2430086	-0.794	0.120382114262089	0.184	-0.787	125	0.881692167093034	0.999821143074905	gain	114.977	203.428	148.064	156.896	-1.203	-0.26	1
19	0	-	chr1	2430182	2430267	-0.296	0.20517310887644	0.216	-0.366	85	0.72036683429391	0.999821143074905	gain	338.026	413.518	436.553	319.329	-0.635	0.173	1
20	0	-	chr1	2430522	2430669	-0.779	-0.25614918644104	0.484	-0.663	147	0.661771740696718	0.999821143074905	loss	272.216	446.219	351.435	344.612	-2.094	-0.237	1
21	0	-	chr1	2431079	2431159	-0.441	-0.175159877067883	0.185	-0.361	80	0.68983277323905	0.999821143074905	loss	526.752	698.916	680.65	539.987	-0.981	-0.242	1
22	0	-	chr1	2433550	2433848	-1.562	-0.172297562172708	1.06	-1.357	298	0.873253044641602	0.999821143074905	loss	34.503	84.058	43.98	64.604	-4.372	0.135	1
23	0	-	chr1	2435360	2436652	-1.292	0.0151448514477479	0.909	-1.18	1271	0.988302034794993	0.999821143074905	gain	46.451	94.303	59.433	72.525	-3.653	1.056	1
24	0	-	chr1	3003428	3003530	0.565	0.389455703905045	0.112	0.587	102	0.222535726012929	0.999821143074905	gain	1833.27	1234.193	2370.49	953.843	0.385	0.756	2
25	0	-	chr1	4510054	4510156	0.21	0.124970176173556	0.088	0.212	102	0.695487742937481	0.999821143074905	gain	1365.985	1175.446	1766.108	908.422	-0.059	0.404	2
26	0	NPHP4	chr1	6011300	6011402	0.33	0.381599298769639	0.157	0.401	102	0.232006516996914	0.999821143074905	gain	1067.841	845.326	1380.49	653.186	-0.018	0.537	1
27	0	-	chr1	7503222	7503323	-0.47	-0.467041926405398	0.15	-0.443	101	0.143516444021612	0.999821143074905	loss	893.822	1222.871	1155.416	945.089	-0.844	-0.268	2
28	0	-	chr1	9032969	9033070	-0.046	-0.160168793923206	0.323	-0.032	101	0.61590372882049	0.999821143074905	loss	1346.021	1354.08	1740.287	1046.535	-0.922	0.357	2
29	0	-	chr1	10517883	10517985	0.181	0.123915285931704	0.201	0.194	102	0.697931138629036	0.999821143074905	gain	1291.246	1106.782	1669.441	855.333	-0.481	0.518	2
30	0	MTOR	chr1	11167541	11167557	0.331	0.223349329951375	0.022	0.336	16	0.484207245252934	0.999821143074905	gain	1484.099	1179.67	1918.875	911.688	0.297	0.368	2
31	0	MTOR	chr1	11168237	11168343	0.389	0.367249663758987	0.232	0.381	106	0.250036122958225	0.999821143074905	gain	1270.219	958.013	1642.245	740.311	0.005	0.757	2
32	0	MTOR	chr1	11169346	11169427	0.263	0.131572685898243	0.112	0.248	81	0.680267270782102	0.999821143074905	gain	1529.201	1269.51	1977.21	981.148	0.075	0.475	2
33	0	MTOR	chr1	11169705	11169786	-0.029	-0.0257704426285455	0.172	-0.048	81	0.935668184908399	0.999821143074905	loss	1046.529	1068.97	1352.926	826.099	-0.312	0.357	2
34	0	MTOR	chr1	11172908	11172974	0.066	-0.0351757759177305	0.083	0.071	66	0.912271421825485	0.999821143074905	loss	1346.42	1281.742	1740.803	990.606	-0.079	0.201	2
35	0	MTOR	chr1	11174374	11174510	-0.293	-0.0512318764378599	0.093	-0.315	136	0.904090130422485	0.999821143074905	loss	578.699	709.85	747.838	548.441	-0.461	-0.086	1
36	0	MTOR	chr1	11174869	11174944	0.348	0.162814357074269	0.19	0.422	75	0.610086216303815	0.999821143074905	gain	1756.554	1372.996	2271.267	1061.16	-0.089	0.565	2
37	0	MTOR	chr1	11175452	11175525	0.104	0.0081926353764853	0.057	0.108	73	0.979528424738392	0.999821143074905	gain	1346.922	1252.079	1741.452	967.671	-0.089	0.197	2
38	0	MTOR	chr1	11177060	11177143	0.305	0.195109200988365	0.096	0.306	83	0.541132729065481	0.999821143074905	gain	1478.252	1197.948	1911.313	925.819	0.124	0.536	2
39	0	MTOR	chr1	11181302	11181425	-0.126	0.0464086555265072	0.581	0.077	123	0.904203959731495	0.999821143074905	gain	755.796	732.56	976.894	566	-1.319	0.522	1
40	0	MTOR	chr1	11182035	11182183	-0.828	-0.723791358976522	0.271	-0.788	148	0.0368283675253119	0.999821143074905	loss	630.077	1084.931	814.291	838.439	-1.369	-0.348	1
41	0	MTOR	chr1	11184554	11184690	-0.271	-0.32689806289098	0.154	-0.329	136	0.305893606963451	0.999821143074905	loss	1092.066	1300.055	1411.824	1004.765	-0.596	0.09	2
42	0	MTOR	chr1	11186678	11186853	-0.129	-0.142525157467682	0.279	-0.121	175	0.655306420876842	0.999821143074905	loss	1037.914	1152.55	1341.783	890.72	-0.769	0.408	2
43	0	MTOR	chr1	11187066	11187201	-0.19	-0.152900758249873	0.093	-0.182	135	0.632009744265547	0.999821143074905	loss	922.921	1048.78	1193.052	810.489	-0.448	-0.023	1
44	0	MTOR	chr1	11187680	11187863	-0.759	-0.689206927033719	0.416	-0.592	183	0.0350967868022282	0.999821143074905	loss	696.053	1146.121	899.623	885.749	-1.458	-0.17	1
