Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-1.421	-1.68565228576652	0.461	-1.624	102	0.00639079994507383	0.480992189129798	loss	1082.906	2760.69	952.804	3135.637	-1.989	-0.581	3
2	0	-	chr1	2408027	2408151	-0.254	0.104675379788048	0.172	-0.236	124	0.903807519888505	0.999406492943616	gain	405.226	490.289	356.266	556.411	-0.612	0.259	1
3	0	-	chr1	2409914	2410061	0.063	0.425088566460733	0.213	0.043	147	0.624764569655613	0.999406492943616	gain	450.983	437.417	396.544	496.347	-0.257	0.563	1
4	0	-	chr1	2411172	2411416	-0.803	0.0621993958024064	0.406	-0.914	244	0.962038856015052	0.999406492943616	gain	102.681	171.452	89.947	194.205	-1.398	0.158	1
5	0	-	chr1	2411621	2411751	-0.637	-0.282385300160255	0.238	-0.558	130	0.743393186805221	0.999406492943616	loss	361.528	542.526	317.8	615.754	-1.11	-0.279	1
6	0	-	chr1	2415886	2416057	-0.41	-0.0423657406815175	0.144	-0.429	171	0.961336020232951	0.999406492943616	loss	374.55	502.41	329.263	570.181	-0.647	-0.04	1
7	0	-	chr1	2418345	2418439	-0.3	0.0865184799276027	0.086	-0.283	94	0.922589732973021	0.999406492943616	gain	376.862	462.236	331.298	524.543	-0.509	-0.152	1
8	0	-	chr1	2418611	2418815	-0.307	0.444122406217093	0.131	-0.305	204	0.713040076784538	0.999406492943616	gain	159.298	198.59	139.784	225.034	-0.601	0.028	1
9	0	-	chr1	2419036	2419157	0.59	0.699380309796164	0.3	0.721	121	0.281376620249774	0.999406492943616	gain	973.057	630.566	856.107	715.769	-0.271	0.914	1
10	0	-	chr1	2420645	2420817	0.364	0.598671296117953	0.134	0.34	172	0.429793393513662	0.999406492943616	gain	675.343	521.217	594.041	591.547	0.108	0.772	1
11	0	-	chr1	2421198	2421306	0.953	1.06887284931609	0.179	0.923	108	0.102648295466691	0.999406492943616	gain	1046.145	533.329	920.444	605.306	0.617	1.275	1
12	0	-	chr1	2422630	2422774	0.209	0.446739716728228	0.324	0.148	144	0.557132311972357	0.999406492943616	gain	640.664	547.346	563.514	621.229	-0.468	0.916	1
13	0	-	chr1	2426294	2426387	-0.786	-0.411938666935874	0.061	-0.784	93	0.639523678271303	0.999406492943616	loss	317.206	546.68	278.785	620.473	-0.97	-0.636	1
