Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.153	0.160298766845687	0.083	0.174	102	0.726113774125395	0.999899041232434	gain	869.075	779.26	892.686	757.725	-0.07	0.289	2
2	0	-	chr1	2408027	2408151	-0.507	-0.364927100798423	0.051	-0.497	124	0.402995945295321	0.999899041232434	loss	489.655	695.174	502.734	675.911	-0.635	-0.407	1
3	0	-	chr1	2409914	2410061	-0.871	-0.589120464029388	0.189	-0.835	147	0.155074769166975	0.999899041232434	loss	298.493	542.731	306.265	527.585	-1.15	-0.549	1
4	0	-	chr1	2411172	2411416	-0.833	-0.224402744590405	0.121	-0.846	244	0.53629067077441	0.999899041232434	loss	135.678	242.162	138.93	235.135	-1.14	-0.515	1
5	0	-	chr1	2411621	2411751	-0.515	-0.312634824172477	0.121	-0.494	130	0.463929045576032	0.999899041232434	loss	425.323	596.814	436.615	580.208	-0.889	-0.345	1
6	0	-	chr1	2415886	2416057	-0.295	-0.0593145142093126	0.11	-0.274	171	0.888120209096112	0.999899041232434	loss	426.459	515.558	437.784	501.146	-0.51	-0.086	1
7	0	-	chr1	2418345	2418439	-0.395	-0.140757435927969	0.067	-0.388	94	0.736733249087919	0.999899041232434	loss	389.292	510.859	399.585	496.574	-0.562	-0.28	1
8	0	-	chr1	2418611	2418815	-0.558	-0.139508857773246	0.149	-0.531	204	0.722474551346729	0.999899041232434	loss	245.436	356.523	251.735	346.407	-0.916	-0.269	1
9	0	-	chr1	2419036	2419157	-0.112	0.00425821736929742	0.108	-0.085	121	0.992286020004848	0.999899041232434	gain	608.482	653.696	624.86	635.554	-0.462	0.08	1
10	0	-	chr1	2420645	2420817	-0.093	0.124093704629171	0.044	-0.096	172	0.770059799437493	0.999899041232434	gain	477.814	508.1	490.564	493.89	-0.197	0.03	1
11	0	-	chr1	2421198	2421306	-0.332	-0.188477192090048	0.068	-0.319	108	0.665633364807296	0.999899041232434	loss	522.581	658.047	536.574	639.787	-0.471	-0.22	1
12	0	-	chr1	2422630	2422774	-0.314	-0.25746786356213	0.148	-0.254	144	0.567087887974774	0.999899041232434	loss	653.437	807.612	671.063	785.313	-0.633	-0.079	2
13	0	-	chr1	2426294	2426387	-0.686	-0.507178515998986	0.03	-0.686	93	0.238835476903437	0.999899041232434	loss	415.308	667.516	426.323	649	-0.767	-0.614	1
14	0	-	chr1	2426926	2427009	-0.683	-0.485984571113451	0.068	-0.679	83	0.255853779761239	0.999899041232434	loss	397.984	637.637	408.518	619.928	-0.843	-0.561	1
15	0	-	chr1	2428045	2428143	-0.631	-0.38207819492569	0.064	-0.617	98	0.362440305317463	0.999899041232434	loss	358.799	553.162	368.245	537.735	-0.829	-0.536	1
16	0	-	chr1	2428266	2428449	-0.703	-0.528237161596728	0.208	-0.656	183	0.220578628729669	0.999899041232434	loss	425.229	668.415	436.519	649.874	-1.294	-0.371	1
17	0	-	chr1	2428940	2429048	-0.598	-0.204378685101567	0.159	-0.662	108	0.606443914384662	0.999899041232434	loss	253.883	385.891	260.417	374.981	-0.821	-0.337	1
18	0	-	chr1	2429961	2430086	-0.197	0.237688469814946	0.236	-0.151	125	0.542490824987246	0.999899041232434	gain	277.483	301.058	284.672	292.44	-0.926	0.138	1
19	0	-	chr1	2430182	2430267	-0.306	0.00051628640920548	0.108	-0.315	85	0.998996393962004	0.999899041232434	gain	353.81	438.144	363.118	425.824	-0.481	-0.079	1
20	0	-	chr1	2430522	2430669	-0.312	-0.0452503748849817	0.065	-0.299	147	0.913530646480191	0.999899041232434	loss	389.61	483.379	399.912	469.837	-0.449	-0.175	1
21	0	-	chr1	2431079	2431159	0.087	0.365133701694026	0.098	0.058	80	0.378864277056938	0.999899041232434	gain	437.786	411.193	449.425	399.6	-0.117	0.34	1
22	0	-	chr1	2433550	2433848	-1.18	-0.347101288514288	0.52	-1.028	298	0.289233369604809	0.999899041232434	loss	75.303	142.803	76.879	138.46	-2.399	-0.586	1
23	0	-	chr1	2435360	2436652	-1.001	-0.178382243530823	0.483	-0.934	1292	0.587836400860701	0.999899041232434	loss	74.934	148.735	76.5	144.231	-3.108	0.227	1
24	0	-	chr1	3003428	3003530	-0.298	-0.311794502548587	0.184	-0.273	102	0.495745152100666	0.999899041232434	loss	782.517	953.233	803.725	927	-0.64	0.013	2
25	0	-	chr1	4510054	4510156	0.338	0.43708234911848	0.145	0.281	102	0.323973539382134	0.999899041232434	gain	734.44	581.98	754.314	565.775	0.126	0.646	1
26	0	NPHP4	chr1	6011300	6011402	0.014	0.0926223161209576	0.099	0.043	102	0.835617035200217	0.999899041232434	gain	696.446	687.638	715.265	668.578	-0.242	0.155	1
27	0	-	chr1	7503222	7503323	0.224	0.316442875375403	0.154	0.308	101	0.476212851673304	0.999899041232434	gain	723.355	614.652	742.921	597.564	-0.216	0.38	1
