Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	-0.83	-0.826394187283539	0.133	-0.874	102	0.0526883894554601	0.932913276953246	loss	669.027	1195.737	759.225	1052.451	-0.997	-0.501	2
2	0	-	chr1	2408027	2408151	0.907	0.870821947371199	0.254	0.93	124	0.117419016196085	0.99850037037768	gain	349.711	182.784	396.589	160.508	0.244	1.41	1
3	0	-	chr1	2409914	2410061	-0.226	-0.260939368557199	0.098	-0.207	147	0.634570605364019	0.99850037037768	loss	254.975	298.71	289	262.585	-0.481	0.027	1
4	0	-	chr1	2411172	2411416	-0.131	-0.209446567752164	0.314	-0.123	244	0.793873841519703	0.99850037037768	loss	65.201	75.408	73.48	65.959	-0.941	0.574	1
5	0	-	chr1	2411621	2411751	1.597	1.56320161678062	0.591	1.742	130	0.00394951276464028	0.459156689846371	gain	421.173	152.776	477.746	134.085	0.41	2.71	1
6	0	-	chr1	2415886	2416057	0.347	0.314964669896285	0.475	0.345	171	0.55392422359363	0.99850037037768	gain	350.902	255.827	397.942	224.825	-0.701	1.016	1
7	0	-	chr1	2418345	2418439	0.417	0.382142450776123	0.35	0.337	94	0.486003689383958	0.99850037037768	gain	312.716	242.398	354.574	213	-0.075	1.607	1
8	0	-	chr1	2418611	2418815	0.014	-0.0313703137420156	0.155	-0.019	204	0.958955844307238	0.99850037037768	loss	199.281	199.331	225.75	175.078	-0.27	0.523	1
9	0	-	chr1	2419036	2419157	0.889	0.861026852936107	0.148	0.919	121	0.090434809073592	0.99850037037768	gain	448.795	240.765	509.116	211.562	0.51	1.279	1
10	0	-	chr1	2420645	2420817	0.292	0.258977513511979	0.609	0.017	172	0.630167342558799	0.99850037037768	gain	317.678	270.473	360.209	237.721	-0.539	1.444	1
11	0	-	chr1	2421198	2421306	0.312	0.28909138610149	0.151	0.292	108	0.546274637697747	0.99850037037768	gain	447.65	361.191	507.815	317.602	0.007	0.665	1
12	0	-	chr1	2422630	2422774	0.745	0.715258648212769	0.399	0.699	144	0.16800562160368	0.99850037037768	gain	404.636	247.563	458.965	217.549	0.081	1.439	1
13	0	-	chr1	2426294	2426387	-0.253	-0.296441510820294	0.18	-0.313	93	0.620301464246541	0.99850037037768	loss	192.116	231.468	217.613	203.376	-0.431	0.277	1
14	0	-	chr1	2426926	2427009	0.549	0.508544479907376	0.166	0.536	83	0.381434059540176	0.99850037037768	gain	274.496	190.868	311.169	167.627	0.295	0.882	1
15	0	-	chr1	2428045	2428143	1.22	1.1698591373843	0.174	1.211	98	0.0663916652615308	0.981137903452693	gain	240.5	102.49	272.561	89.806	0.756	1.565	1
16	0	-	chr1	2428266	2428449	0.787	0.748564631748535	0.293	0.805	183	0.18854324145822	0.99850037037768	gain	312.898	183.045	354.781	160.738	0.039	1.373	1
17	0	-	chr1	2428940	2429048	0.531	0.472394157215987	0.299	0.52	108	0.491318897172689	0.99850037037768	gain	154.936	107.768	175.389	94.454	0.041	1.026	1
18	0	-	chr1	2429961	2430086	-0.047	-0.106091658596367	0.357	-0.231	125	0.877666315359497	0.99850037037768	loss	120.38	138.334	136.144	121.368	-0.518	0.624	1
19	0	-	chr1	2430182	2430267	0.385	0.335996025000667	0.159	0.4	85	0.594191812414701	0.99850037037768	gain	200.372	155.125	226.988	136.153	0.094	0.724	1
20	0	-	chr1	2430522	2430669	0.594	0.544399614835615	0.145	0.597	147	0.390609714338237	0.99850037037768	gain	210.385	138.495	238.361	121.51	0.251	1.194	1
21	0	-	chr1	2431079	2431159	1.32	1.2726721663639	0.902	1.479	80	0.0403996559673292	0.849956632964261	gain	253.225	121.548	287.012	106.588	-0.015	3.038	1
22	0	-	chr1	2433550	2433848	-0.307	-0.395426983370485	0.547	-0.435	298	0.645489605561213	0.99850037037768	loss	43.318	59.357	48.628	51.826	-1.051	1.052	1
23	0	-	chr1	2435360	2436652	0.395	0.311053453912132	0.719	0.295	1284	0.709020834938548	0.99850037037768	gain	64.828	53.412	73.055	46.591	-1.17	3.114	1
24	0	-	chr1	3003428	3003530	0.062	0.0553850031180173	0.142	0.049	102	0.896685790343954	0.99850037037768	gain	688.122	663.286	780.912	583.608	-0.182	0.414	2
25	0	-	chr1	4510054	4510156	-0.063	-0.0808323856828313	0.299	-0.195	102	0.857341096821447	0.99850037037768	loss	459.899	489.206	521.725	430.324	-0.396	0.894	1
26	0	NPHP4	chr1	6011300	6011402	-0.386	-0.406470347081305	0.299	-0.52	102	0.382032462303902	0.99850037037768	loss	375.117	498.302	425.441	438.333	-0.738	0.286	1
27	0	-	chr1	7503222	7503323	-0.045	-0.0644090397163384	0.268	-0.168	101	0.888360694734282	0.99850037037768	loss	442.05	461.065	501.455	405.545	-0.432	0.619	1
28	0	-	chr1	9032969	9033070	-0.074	-0.0873050627069607	0.151	-0.11	101	0.837818138483845	0.99850037037768	loss	531.865	562.735	603.455	495.069	-0.289	0.409	2
29	0	-	chr1	10517883	10517985	0.051	0.0366317816145693	0.239	0.021	102	0.932040043428477	0.99850037037768	gain	540.615	517.931	613.392	455.618	-0.306	1.209	2
30	0	MTOR	chr1	11167541	11167557	-0.16	-0.166007785539631	0.077	-0.181	16	0.697126552482603	0.99850037037768	loss	650.392	727.116	738.063	639.813	-0.269	-0.026	2
31	0	MTOR	chr1	11168237	11168343	0.175	0.162736688023304	0.12	0.156	106	0.702807638298871	0.99850037037768	gain	599.565	531.554	680.34	467.613	-0.075	0.416	2
32	0	MTOR	chr1	11169346	11169427	-0.409	-0.425715567393755	0.142	-0.42	81	0.336761530187253	0.99850037037768	loss	421.669	561.423	478.309	493.914	-0.648	-0.106	2
33	0	MTOR	chr1	11169705	11169786	-0.231	-0.240813267587807	0.158	-0.288	81	0.572357891349282	0.99850037037768	loss	560.87	661.011	636.395	581.605	-0.45	0.059	2
34	0	MTOR	chr1	11172908	11172974	0.016	0.00901285894225258	0.21	0.018	66	0.983141567793139	0.998634324668621	gain	669.895	665.762	760.212	585.788	-0.284	0.321	2
35	0	MTOR	chr1	11174374	11174510	0.313	0.286520656144072	0.298	0.257	136	0.566519414102391	0.99850037037768	gain	399.079	323.707	452.654	284.596	-0.201	0.717	1
36	0	MTOR	chr1	11174869	11174944	-0.085	-0.0927333905768035	0.253	-0.042	75	0.827887477717941	0.99850037037768	loss	632.609	672.014	717.867	591.293	-0.581	0.294	2
37	0	MTOR	chr1	11175452	11175525	0.484	0.473535222707844	0.388	0.597	73	0.266915131111688	0.99850037037768	gain	688.369	508.689	781.192	447.479	-0.164	0.985	2
38	0	MTOR	chr1	11177060	11177143	-0.053	-0.0599140742664957	0.306	-0.172	83	0.888290663297055	0.99850037037768	loss	646.284	692.451	733.398	609.289	-0.449	0.484	2
39	0	MTOR	chr1	11181302	11181425	-0.119	-0.135849719909889	0.176	-0.11	123	0.759609807312272	0.99850037037768	loss	469.01	509.936	532.073	448.577	-0.473	0.229	2
40	0	MTOR	chr1	11182035	11182183	-0.279	-0.296441818844223	0.182	-0.287	148	0.507595490320988	0.99850037037768	loss	430.672	530.183	488.534	466.405	-0.654	0.319	2
41	0	MTOR	chr1	11184554	11184690	-0.543	-0.552037565096854	0.5	-0.704	136	0.1955818349815	0.99850037037768	loss	510.441	741.667	579.125	652.625	-1.28	0.252	2
42	0	MTOR	chr1	11186678	11186853	0.043	0.0289923319521537	0.167	-0.002	175	0.945925418395236	0.99850037037768	gain	542.629	528.009	615.68	464.491	-0.266	0.457	2
43	0	MTOR	chr1	11187066	11187201	0.598	0.583916043546734	0.593	0.815	135	0.172380707745031	0.99850037037768	gain	627.13	440.938	711.644	387.822	-0.399	1.541	2
44	0	MTOR	chr1	11187680	11187863	0.688	0.67029055410932	0.209	0.649	183	0.13543667213302	0.99850037037768	gain	590.859	361.929	670.454	318.251	0.3	1.146	2
45	0	MTOR	chr1	11188060	11188183	0.522	0.497530456041126	0.289	0.461	123	0.308155110243761	0.99850037037768	gain	451.006	319.023	511.626	280.472	0.018	1.154	1
46	0	MTOR	chr1	11188510	11188609	0.605	0.585710975153155	0.131	0.605	99	0.201075821593513	0.99850037037768	gain	544.939	361.597	618.303	317.96	0.377	0.956	1
47	0	MTOR	chr1	11188911	11189008	0.974	0.956777015888524	0.151	0.994	97	0.0319838139964015	0.829955050949854	gain	639.952	327.55	726.206	287.979	0.654	1.24	2
48	0	MTOR	chr1	11189794	11189895	0.561	0.543014132354821	0.36	0.585	101	0.22812662757734	0.99850037037768	gain	553.199	391.328	627.683	344.139	-0.115	1.346	1
49	0	MTOR	chr1	11190585	11190834	-0.486	-0.507396001400559	0.371	-0.59	249	0.280703538010331	0.99850037037768	loss	350.745	497.572	397.763	437.691	-0.98	0.554	1
50	0	MTOR	chr1	11193136	11193254	-0.546	-0.559189449410493	0.094	-0.524	118	0.189854558326315	0.99850037037768	loss	447.037	651.557	507.119	573.28	-0.793	-0.328	2
51	0	MTOR	chr1	11194407	11194523	-0.055	-0.0774806810087093	0.178	-0.057	116	0.870872781554545	0.99850037037768	loss	400.727	419.092	454.526	368.586	-0.379	0.23	1
52	0	MTOR	chr1	11199360	11199492	0.407	0.382613781858496	0.153	0.44	132	0.432751305105516	0.99850037037768	gain	440.282	331.771	499.447	291.697	-0.079	0.643	1
53	0	MTOR	chr1	11199589	11199715	0.388	0.342934804188327	0.22	0.372	126	0.572594517442384	0.99850037037768	gain	227.853	174.609	258.198	153.31	-0.077	0.939	1
54	0	MTOR	chr1	11204704	11204812	-0.094	-0.104829007248186	0.107	-0.095	108	0.805860513887054	0.99850037037768	loss	571.08	612.321	647.991	538.731	-0.341	0.116	2
55	0	MTOR	chr1	11205024	11205102	0.134	0.12151661256839	0.185	0.049	78	0.775725746190947	0.99850037037768	gain	584.409	538.895	663.128	474.077	-0.078	0.536	2
56	0	MTOR	chr1	11206732	11206848	0.551	0.539494921203491	0.192	0.605	116	0.205930114682459	0.99850037037768	gain	684.594	473.869	776.905	416.819	0.063	0.773	2
57	0	MTOR	chr1	11210182	11210283	0.429	0.408192125906743	0.19	0.402	101	0.38202237415008	0.99850037037768	gain	495.859	368.322	562.564	323.881	0.07	0.848	1
58	0	MTOR	chr1	11217208	11217348	0.104	0.0842711934495748	0.249	0.134	140	0.85485455201377	0.99850037037768	gain	462.99	431.073	525.236	379.136	-0.406	0.605	1
59	0	MTOR	chr1	11227498	11227574	-0.226	-0.235049558645214	0.125	-0.262	76	0.581586092475113	0.99850037037768	loss	574.425	677.21	651.789	595.868	-0.397	0.153	2
60	0	MTOR	chr1	11259314	11259460	0.327	0.304947633926669	0.485	0.34	146	0.520147675641937	0.99850037037768	gain	442.096	388.86	501.507	341.966	-0.407	1.227	1
61	0	MTOR	chr1	11259597	11259760	0.074	0.0581718023727306	0.216	0.134	163	0.894349476064368	0.99850037037768	gain	519.288	491.674	589.172	432.497	-0.393	0.615	2
62	0	MTOR	chr1	11264617	11264760	-0.232	-0.258034431196605	0.099	-0.228	143	0.603844591600543	0.99850037037768	loss	337.235	395.753	382.42	348.035	-0.516	-0.029	1
63	0	MTOR	chr1	11269368	11269515	0.477	0.466894848783634	0.185	0.487	147	0.273680311564848	0.99850037037768	gain	704.499	506.198	799.51	445.286	0.075	0.867	2
64	0	MTOR	chr1	11270870	11270963	0.18	0.167636512690028	0.103	0.189	93	0.694304153432187	0.99850037037768	gain	598.101	529.454	678.677	465.763	-0.058	0.348	2
65	0	MTOR	chr1	11272368	11272531	-0.289	-0.308799146988097	0.12	-0.282	163	0.503037383009616	0.99850037037768	loss	402.668	489.416	456.73	430.509	-0.585	-0.037	1
66	0	MTOR	chr1	11272852	11272965	0.048	0.0295981852692399	0.175	0.005	113	0.947901883070763	0.99850037037768	gain	470.458	461.773	533.717	406.168	-0.234	0.465	1
67	0	MTOR	chr1	11273455	11273623	0.224	0.205844467643158	0.191	0.203	168	0.648485592702868	0.99850037037768	gain	507.255	432.237	575.506	380.161	-0.144	0.616	1
68	0	MTOR	chr1	11276204	11276291	0.522	0.510561326173169	0.318	0.653	87	0.231305877558624	0.99850037037768	gain	677.573	483.316	768.931	425.138	-0.054	0.912	2
69	0	MTOR	chr1	11288724	11288975	0.418	0.395737409967408	0.21	0.397	251	0.405157493403337	0.99850037037768	gain	469.963	355.508	533.155	312.598	-0.048	0.927	1
70	0	MTOR	chr1	11290981	11291111	-0.1	-0.11740530195783	0.359	-0.159	130	0.792904623919232	0.99850037037768	loss	461.19	500.771	523.192	440.508	-0.615	0.699	2
71	0	MTOR	chr1	11291356	11291491	0.738	0.71700457158592	0.449	0.813	135	0.125534796282283	0.99850037037768	gain	540.165	318.925	612.881	280.385	-0.084	1.459	1
72	0	MTOR	chr1	11292492	11292585	-0.253	-0.264173132873486	0.37	-0.362	93	0.535686403564074	0.99850037037768	loss	526.399	644.242	597.247	566.839	-0.655	0.555	2
73	0	MTOR	chr1	11293454	11293544	-0.543	-0.550063139738548	0.218	-0.668	90	0.197185052690916	0.99850037037768	loss	537.814	794.649	610.211	699.278	-0.84	-0.141	2
74	0	MTOR	chr1	11294199	11294322	-0.29	-0.308733662346184	0.311	-0.279	123	0.497339282810204	0.99850037037768	loss	414.539	507.997	470.211	446.87	-0.822	0.373	1
75	0	MTOR	chr1	11297899	11298105	0.575	0.53635425546609	0.549	0.376	206	0.347154571902912	0.99850037037768	gain	285.696	206.971	323.888	181.806	-0.315	1.563	1
76	0	MTOR	chr1	11298458	11298674	0.473	0.431552497035362	0.329	0.361	216	0.462062162836914	0.99850037037768	gain	258.192	192.854	292.653	169.375	0.071	1.284	1
