Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.71	0.689353197476643	0.217	0.746	102	0.0666087351198714	0.764056067303822	gain	1609.457	989.682	3009.275	528.882	0.182	1.006	1
2	0	-	chr1	2408027	2408151	0.112	0.0866711061826497	0.182	0.135	124	0.845598162502603	0.994477284845892	gain	679.651	615.475	1270.234	328.806	-0.584	0.406	1
3	0	-	chr1	2409914	2410061	0.02	-0.0074442727273991	0.47	0.009	147	0.988050946461107	0.997532320657143	loss	470.602	474.838	879.245	253.612	-0.954	0.853	1
4	0	-	chr1	2411172	2411416	-0.445	-0.479335485555828	0.459	-0.228	244	0.472001253410466	0.957081923716981	loss	151.142	188	281.75	100.25	-1.312	0.17	1
5	0	-	chr1	2411621	2411751	0.095	0.0676314210009992	0.521	-0.145	130	0.89136836766292	0.996729172172546	gain	515.128	441.019	962.523	235.531	-1.015	0.972	1
6	0	-	chr1	2415886	2416057	0.907	0.882482129164563	0.276	0.818	171	0.0379128031762983	0.687928729453579	gain	939.439	521.774	1756.123	278.708	0.429	1.464	1
7	0	-	chr1	2418345	2418439	0.127	0.100229215280354	0.102	0.137	94	0.834768604143481	0.994011610958	gain	545.859	499.22	1020	266.649	-0.089	0.309	1
8	0	-	chr1	2418611	2418815	0.325	0.295567042751779	0.209	0.315	204	0.588244102395066	0.965395797707759	gain	392.319	310.983	732.828	166.005	-0.062	0.704	1
9	0	-	chr1	2419036	2419157	0.418	0.394855829900864	0.114	0.424	121	0.313009555221653	0.928277514339363	gain	1022.477	770.07	1911.43	411.463	0.147	0.634	1
10	0	-	chr1	2420645	2420817	-0.016	-0.0421834588639667	0.435	0.096	172	0.927883146829969	0.996729172172546	loss	544.632	595.873	1017.703	318.326	-0.648	0.787	1
