Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.186	0.32293938292578	0.092	0.186	102	0.46758195001452	0.959308216559758	gain	1108.378	977.408	1157.912	934.696	0.023	0.359	2
2	0	-	chr1	2408027	2408151	1.207	0.857867401545777	0.162	1.256	124	0.101016635977467	0.949291115879324	gain	494.551	211.682	516.363	202.056	0.805	1.46	1
3	0	-	chr1	2409914	2410061	1.277	0.912613678324272	0.389	1.328	147	0.082556522325242	0.949291115879324	gain	473.799	208.836	494.673	199.333	0.713	1.926	1
4	0	-	chr1	2411172	2411416	1.265	0.382369728212404	0.16	1.263	244	0.532988623715994	0.966973713795932	gain	151.638	63.51	157.963	60.287	0.899	1.867	1
5	0	-	chr1	2411621	2411751	1.512	1.21679197076526	0.233	1.599	130	0.0179161502995024	0.946963584886471	gain	593.658	202.731	619.946	193.492	1.088	1.85	1
6	0	-	chr1	2415886	2416057	0.792	0.599022739327992	0.098	0.766	171	0.227819676182251	0.951822316632842	gain	633.005	367.095	661.07	350.754	0.599	1.046	1
7	0	-	chr1	2418345	2418439	1.19	0.929076578605756	0.097	1.177	94	0.0675200386069612	0.949291115879324	gain	597.537	262.068	624	250.266	0.986	1.385	1
8	0	-	chr1	2418611	2418815	0.935	0.40108395473131	0.096	0.946	204	0.46936055924128	0.959308216559758	gain	306.757	161.142	320.088	153.701	0.661	1.193	1
9	0	-	chr1	2419036	2419157	0.31	0.213589237437241	0.326	0.322	121	0.656588214908667	0.972288686347354	gain	689.966	550.203	720.603	525.95	-0.22	0.927	1
10	0	-	chr1	2420645	2420817	1.28	1.10143217451208	0.223	1.282	172	0.0258531501225345	0.949291115879324	gain	724.373	308.355	756.564	294.552	0.939	1.651	1
11	0	-	chr1	2421198	2421306	0.994	0.868675755785015	0.077	1.008	108	0.0734372054656391	0.949291115879324	gain	774.64	388.158	809.102	370.907	0.806	1.169	1
12	0	-	chr1	2422630	2422774	1.665	1.50242491975527	0.197	1.618	144	0.00223998874263986	0.751405210427243	gain	811.599	258.59	847.729	246.938	1.414	2.351	1
13	0	-	chr1	2426294	2426387	0.885	0.533631099692051	0.101	0.899	93	0.308022272458163	0.951822316632842	gain	455.037	247.686	475.065	236.505	0.722	1.073	1
14	0	-	chr1	2426926	2427009	1.223	0.735379172455853	0.102	1.244	83	0.178444897462242	0.951822316632842	gain	363.377	155.36	379.265	148.169	0.983	1.395	1
15	0	-	chr1	2428045	2428143	0.919	0.605231412174497	0.108	0.938	98	0.241851913206902	0.951822316632842	gain	498.392	265.736	520.378	253.776	0.732	1.146	1
16	0	-	chr1	2428266	2428449	1.028	0.74802261710584	0.415	0.834	183	0.143562060856132	0.951822316632842	gain	553.268	270.609	577.732	258.437	0.388	1.923	1
17	0	-	chr1	2428940	2429048	1.032	0.473583837070064	0.153	1.013	108	0.396456588824864	0.958585751790086	gain	296.104	146.939	308.954	140.111	0.799	1.492	1
18	0	-	chr1	2429961	2430086	1.311	0.517013181301325	0.109	1.305	125	0.387531855240701	0.95451862573496	gain	185.964	76.161	193.84	72.392	1.132	1.686	1
19	0	-	chr1	2430182	2430267	1.63	1.0925128383198	0.191	1.585	85	0.0489930785520287	0.949291115879324	gain	349.965	114.226	365.247	108.812	1.355	2.035	1
20	0	-	chr1	2430522	2430669	1.104	0.647484979620472	0.132	1.077	147	0.231600419095056	0.951822316632842	gain	378.282	177.68	394.844	169.524	0.89	1.423	1
21	0	-	chr1	2431079	2431159	1.364	0.991299218968301	0.082	1.365	80	0.0600136443378907	0.949291115879324	gain	482.483	187.623	503.75	179.037	1.222	1.553	1
22	0	-	chr1	2433550	2433848	1.99	0.899877152145533	0.209	1.998	298	0.16518202109227	0.951822316632842	gain	108.2	27.309	112.564	25.651	1.484	2.449	1
23	0	-	chr1	2435360	2436652	1.232	0.207843827386822	0.469	1.279	1292	0.744302028486355	0.979336850786411	gain	111.38	45.583	115.887	43.135	0.017	2.405	1
24	0	-	chr1	3003428	3003530	0.328	0.415353507535281	0.065	0.319	102	0.355260241029523	0.952811108961695	gain	1037.998	829.631	1084.353	793.304	0.235	0.534	2
25	0	-	chr1	4510054	4510156	0.634	0.631325627163759	0.106	0.623	102	0.174124410454584	0.951822316632842	gain	927.582	600.617	968.951	574.186	0.47	0.899	1
26	0	NPHP4	chr1	6011300	6011402	0.351	0.281911065478453	0.075	0.339	102	0.55348072835928	0.966973713795932	gain	738.476	579.53	771.304	554.01	0.195	0.546	1
27	0	-	chr1	7503222	7503323	1.097	1.07436858308608	0.091	1.087	101	0.021667881847828	0.949291115879324	gain	996.348	465.39	1040.822	444.802	0.914	1.294	1
28	0	-	chr1	9032969	9033070	0.332	0.40704059954806	0.055	0.336	101	0.367187409960016	0.952811108961695	gain	1012.386	804.705	1057.584	769.455	0.204	0.45	2
29	0	-	chr1	10517883	10517985	0.981	0.959741180484793	0.166	0.949	102	0.0401525418363864	0.949291115879324	gain	966.773	499.442	1009.912	477.382	0.694	1.311	1
30	0	MTOR	chr1	11167541	11167557	0.03	0.130671287190349	0.037	0.025	16	0.770061601449024	0.979336850786411	gain	971.821	952.054	1015.188	910.438	-0.015	0.09	2
31	0	MTOR	chr1	11168237	11168343	0.334	0.396882135954655	0.082	0.324	106	0.381430790021185	0.953796272172561	gain	985.154	783.375	1029.123	749.047	0.204	0.522	2
32	0	MTOR	chr1	11169346	11169427	0.412	0.442912061975057	0.095	0.401	81	0.334410619229102	0.951822316632842	gain	939.796	707.145	981.716	676.111	0.24	0.614	2
33	0	MTOR	chr1	11169705	11169786	0.478	0.450342876283897	0.088	0.468	81	0.336689066519926	0.951822316632842	gain	841.672	603.79	879.16	577.222	0.332	0.657	1
34	0	MTOR	chr1	11172908	11172974	0.454	0.554892866596442	0.162	0.49	66	0.214485455855544	0.951822316632842	gain	1110.144	814.681	1159.758	779	0.208	0.661	2
35	0	MTOR	chr1	11174374	11174510	0.951	0.78833851485295	0.145	0.944	136	0.108782921263888	0.949291115879324	gain	704.191	365.792	735.471	349.507	0.652	1.255	1
