Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
1	0	SSU72	chr1	1509023	1509125	0.03	0.097657098413852	0.173	-0.056	102	0.86465635121703	0.997685048672139	gain	1688.205	1643.062	1837.98	1508.265	-0.185	0.342	2
2	0	-	chr1	2408027	2408151	1.425	1.3197144404965	0.096	1.402	124	0.0739141363457636	0.929793914499174	gain	915.925	336.926	996.935	308.919	1.102	1.588	1
3	0	-	chr1	2409914	2410061	1.376	1.28365681939242	0.271	1.367	147	0.0730403256977994	0.929793914499174	gain	975.657	372.322	1061.986	341.422	0.909	1.875	1
4	0	-	chr1	2411172	2411416	0.69	0.401971311745203	0.173	0.718	244	0.702943623152719	0.997685048672139	gain	279.769	166.012	304.135	151.98	0.278	1.034	1
5	0	-	chr1	2411621	2411751	1.489	1.42306829364426	0.184	1.554	130	0.0337985280319426	0.929793914499174	gain	1146.625	418.482	1248.177	383.808	1.116	1.838	1
6	0	-	chr1	2415886	2416057	1.323	1.24696635485199	0.155	1.375	171	0.0698864262019763	0.929793914499174	gain	1063.638	414.571	1157.801	380.216	0.797	1.516	1
7	0	-	chr1	2418345	2418439	1.354	1.29566328529531	0.083	1.353	94	0.0487229162336267	0.929793914499174	gain	1175.914	457.874	1280.074	419.979	1.137	1.497	1
8	0	-	chr1	2418611	2418815	1.124	0.954214034944738	0.068	1.13	204	0.261521770663609	0.985615676130173	gain	597.373	272.589	650.02	249.843	0.889	1.231	1
9	0	-	chr1	2419036	2419157	0.928	0.880718641375818	0.094	0.942	121	0.167629495569364	0.985615676130173	gain	1139.602	599.581	1240.529	550.099	0.718	1.094	1
10	0	-	chr1	2420645	2420817	1.19	1.11039703770343	0.103	1.184	172	0.10964595443799	0.952908814429413	gain	1010.227	438.446	1099.634	402.14	0.961	1.442	1
11	0	-	chr1	2421198	2421306	1.238	1.19361322827341	0.113	1.261	108	0.0594500564574645	0.929793914499174	gain	1242.597	525.287	1352.694	481.88	1.038	1.442	1
